sequence,frame,endpoint,source,checkpoint_profile,lambda,checkpoint_step,points,physical_bits,physical_bpp,base_bits,enhancement_bits,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,num_base_residual_streams,num_native_r5_streams,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,hard_max_abs_difference,seconds
longdress,1300,B_native,CURRENT_CANONICAL_DIAGNOSTIC,32k8k,32768,0,857966,658152,0.7671073212691412,658152,0,15632,9520,42856,149120,441024,4,0,0.000698578,0.000160019,0.000194867,31.5579,37.9583,37.1026,33.0510375,,29.30711581557989
longdress,1300,Canonical_Base,CURRENT_CANONICAL,32k8k,32768,5525,857966,658152,0.7671073212691412,658152,0,15632,9520,42856,149120,441024,4,0,0.000415318,0.000153214,0.000178685,33.8162,38.147,37.4791,34.8154125,,58.53031247109175
longdress,1300,Canonical_Full_step1763,CURRENT_CANONICAL,32k8k,32768,1763,857966,1701696,1.9834072678870724,658152,1043544,15632,9520,42856,149120,441024,4,0,7.26835e-05,5.36237e-05,7.64156e-05,41.3856,42.7064,41.1682,41.523525,0.0,33.83323495090008
