source_rate_id,source_lambda,step,num_models,num_h5,base_bpp,base_yuv_psnr_611,full_bpp,full_yuv_psnr_611,full_minus_base_bpp,full_minus_base_yuv_psnr_611,mean_model_layered_over_original_ratio,qB_roundtrip_exact,qB_plus_qE_exact_q,max_full_abs_difference
R04,4096,4,28,792,0.2398998704456235,33.05020141696744,0.4251661821303864,35.22870092032956,0.18526631168476293,2.1784995033621186,0.9977926586596151,1,1,0.0
R04,4096,8,28,792,0.19394490002848605,32.466011926605816,0.42557603767174007,35.22870092032956,0.23163113764325402,2.762688993723742,0.9995361988796383,1,1,0.0
