step,num_models,num_h5,mean_model_base_bpp,mean_model_base_yuv_psnr_611,mean_model_full_bpp,mean_model_full_yuv_psnr_611,full_minus_base_bpp,full_minus_base_yuv_psnr_611,mean_model_layered_over_original_ratio,max_full_abs_difference
4,28,792,0.5670239853941474,36.48414225595458,1.2395807440779651,41.04528658033894,0.6725567586838177,4.561144324384358,0.9995576051118892,0.0
8,28,792,0.4526892205818518,35.49010180747496,1.239110391836706,41.04528658033894,0.7864211712548541,5.555184772863981,0.9993826569995402,0.0
