model_id,partition_id,sample,points,conditioning_lambda,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,num_base_residual_streams,num_native_r5_streams,base_bits,enhancement_bits,full_bits,base_bpp,enhancement_bpp,full_bpp,base_y_mse,base_u_mse,base_v_mse,base_y_psnr,base_u_psnr,base_v_psnr,base_yuv_psnr_611,full_y_mse,full_u_mse,full_v_mse,full_y_psnr,full_u_psnr,full_v_psnr,full_yuv_psnr_611,hard_full_max_abs_difference,seconds
RWT166,0,RWT166/model_mesh_P0.h5,59443,32768,1336,464,1472,4296,12120,4,0,19688,41744,61432,0.33120804804602727,0.7022525781000286,1.033460626146056,0.000200794,9.8183e-05,7.12682e-05,36.9725,40.0796,41.471,37.923199999999994,6.68524e-05,4.95419e-05,5.45984e-05,41.7488,43.0503,42.6282,42.021412500000004,0.0,5.111819118261337
RWT166,1,RWT166/model_mesh_P1.h5,59443,32768,1064,360,1136,3456,9888,4,0,15904,41048,56952,0.2675504264589607,0.6905438823747119,0.9580943088336726,0.000153445,0.000112651,8.27623e-05,38.1405,39.4827,40.8217,38.64342500000001,7.13816e-05,5.77214e-05,6.11154e-05,41.4641,42.3866,42.1385,41.6637125,0.0,5.218318827450275
RWT166,10,RWT166/model_mesh_P10.h5,59443,32768,1160,392,1920,5344,14992,4,0,23808,86904,110712,0.40051814343152264,1.4619719731507494,1.862490116582272,0.000522495,0.000177595,0.000158831,32.8192,37.5057,37.9906,34.051437500000006,9.75012e-05,0.000133035,0.000111965,40.1099,38.7603,39.5092,39.86611250000001,0.0,5.087414100766182
RWT166,11,RWT166/model_mesh_P11.h5,59444,32768,1256,568,2280,7040,19808,4,0,30952,95592,126544,0.520691743489671,1.6081017428167688,2.1287934863064395,0.000591141,0.000176635,0.000159321,32.2831,37.5292,37.9773,33.6506375,9.37012e-05,0.000133598,0.000115995,40.2826,38.742,39.3556,39.97415,0.0,5.103832922875881
RWT166,12,RWT166/model_mesh_P12.h5,59443,32768,848,248,784,1632,3656,4,0,7168,47920,55088,0.12058610769981326,0.8061504298235285,0.9267365375233417,0.00014684,0.000113554,7.75574e-05,38.3316,39.448,41.1038,38.817674999999994,9.67903e-05,9.78127e-05,6.99643e-05,40.1417,40.0961,41.5512,40.3121875,0.0,4.84446020424366
RWT166,13,RWT166/model_mesh_P13.h5,59444,32768,1128,392,1640,4336,11616,4,0,19112,54912,74024,0.3215126842069847,0.923760177646188,1.2452728618531728,0.000184066,0.000118355,8.91783e-05,37.3503,39.2681,40.4974,37.9834125,8.59548e-05,8.63238e-05,7.39385e-05,40.6573,40.6387,41.3113,40.736725,0.0,4.868766233325005
RWT166,14,RWT166/model_mesh_P14.h5,59443,32768,1288,336,1768,5000,12920,4,0,21312,90416,111728,0.3585283380717662,1.5210537826152786,1.8795821206870447,0.000408389,0.000144917,0.000121426,33.8893,38.3888,39.1569,35.1101875,9.81812e-05,0.000119341,0.000104186,40.0797,39.2321,39.8219,39.941525,0.0,5.126437731087208
RWT166,15,RWT166/model_mesh_P15.h5,59444,32768,1064,360,1592,4616,13952,4,0,21584,73480,95064,0.36309804185451855,1.2361213915618061,1.5992194334163246,0.000283001,0.000154685,0.000115424,35.4821,38.1055,39.377,36.296887500000004,9.58808e-05,0.000122658,9.73202e-05,40.1827,39.113,40.118,40.0409,0.0,5.066049873828888
RWT166,2,RWT166/model_mesh_P2.h5,59443,32768,920,40,352,1504,7056,4,0,9872,45856,55728,0.16607506350621604,0.7714280907760376,0.9375031542822536,0.000149165,0.000149707,0.000100336,38.2633,38.2476,39.9854,38.476600000000005,8.81292e-05,8.36066e-05,7.8987e-05,40.5488,40.7776,41.0244,40.63685,0.0,5.045764319598675
RWT166,3,RWT166/model_mesh_P3.h5,59444,32768,800,64,304,1328,5912,4,0,8408,41776,50184,0.14144404817979947,0.7027790861987753,0.8442231343785748,0.000138555,0.000163534,0.000107754,38.5838,37.8639,39.6757,38.6303,9.23481e-05,9.53418e-05,8.78658e-05,40.3457,40.2072,40.5618,40.3554,0.0,5.016687199473381
RWT166,4,RWT166/model_mesh_P4.h5,59443,32768,920,64,472,1776,6168,4,0,9400,42728,52128,0.1581346836465185,0.7188062513668556,0.8769409350133741,0.000138086,0.000143038,9.28938e-05,38.5985,38.4455,40.3201,38.794574999999995,8.73852e-05,9.29327e-05,7.9284e-05,40.5856,40.3183,41.0081,40.605000000000004,0.0,4.85416342318058
RWT166,5,RWT166/model_mesh_P5.h5,59444,32768,752,48,304,1056,4032,4,0,6192,39880,46072,0.10416526478702645,0.6708835206244532,0.7750487854114797,0.000128558,0.000156071,9.63613e-05,38.909,38.0668,40.161,38.960225,9.00349e-05,0.00010879,8.63394e-05,40.4559,39.6341,40.6379,40.375925,0.0,4.829077921807766
RWT166,6,RWT166/model_mesh_P6.h5,59443,32768,1152,392,1480,3816,11464,4,0,18304,71464,89768,0.3079252393048803,1.202227343842,1.5101525831468803,0.000215184,0.000166328,0.000125775,36.6719,37.7903,39.0041,37.103225,9.93287e-05,0.000116705,0.000101988,40.0293,39.3291,39.9145,39.92742499999999,0.0,4.901621311903
RWT166,7,RWT166/model_mesh_P7.h5,59444,32768,1056,344,1496,3872,9960,4,0,16728,66696,83424,0.2814077114595249,1.1219971738106453,1.4034048852701702,0.000185275,0.000151758,0.000121829,37.3218,38.1885,39.1425,37.657725,9.55691e-05,0.00011403,0.000105044,40.1968,39.4298,39.7863,40.0496125,0.0,5.022344663739204
RWT166,8,RWT166/model_mesh_P8.h5,59443,32768,1008,480,2024,5512,13760,4,0,22784,69544,92328,0.3832915566172636,1.1699274935652642,1.5532190501825278,0.000343702,0.000154447,0.000121435,34.6382,38.1122,39.1566,35.637249999999995,8.94917e-05,0.000109764,8.92794e-05,40.4822,39.5954,40.4925,40.372637499999996,0.0,5.129408806562424
RWT166,9,RWT166/model_mesh_P9.h5,59443,32768,1096,368,1328,3416,8632,4,0,14840,63200,78040,0.24965092609726966,1.06320340494255,1.3128543310398197,0.000213914,0.000140751,9.18751e-05,36.6976,38.5155,40.368,37.3836375,9.78735e-05,0.000108691,7.47157e-05,40.0933,39.638,41.2659,40.182962499999995,0.0,5.148971267044544
RWT182,0,RWT182/572883_P0.h5,89187,32768,1264,96,608,1752,3416,4,0,7136,14120,21256,0.08001166089228251,0.15831903752789084,0.23833069842017335,7.23609e-05,9.27689e-06,9.12428e-06,41.405,50.326,50.398,43.64425000000001,4.11278e-05,9.03421e-06,8.87803e-06,43.8587,50.4411,50.5168,45.5137625,0.0,7.130242556333542
RWT182,1,RWT182/572883_P1.h5,89188,32768,1304,40,504,2344,4744,4,0,8936,17896,26832,0.1001928510561959,0.20065479660940932,0.30084764766560523,8.67151e-05,1.49391e-05,1.28493e-05,40.619,48.2568,48.9112,42.61025,4.55288e-05,1.49783e-05,1.26185e-05,43.4171,48.2454,48.9899,44.717237499999996,0.0,7.257369197905064
RWT182,10,RWT182/572883_P10.h5,89188,32768,1744,696,2656,9536,27800,4,0,42432,81480,123912,0.47575907072700363,0.9135758173745346,1.3893348881015384,0.000368432,2.20121e-05,2.51558e-05,34.3364,46.5734,45.9936,37.323175,7.42473e-05,1.64412e-05,1.83554e-05,41.2932,47.8407,47.3624,42.870287499999996,0.0,7.274835854768753
RWT182,11,RWT182/572883_P11.h5,89188,32768,1944,728,3112,9568,24016,4,0,39368,64752,104120,0.44140467327443156,0.7260169529533121,1.1674216262277437,0.000259799,2.35399e-05,2.54808e-05,35.8536,46.282,45.9379,38.4176875,6.82413e-05,1.8678e-05,2.02087e-05,41.6595,47.2867,46.9446,43.023537499999996,0.0,7.246286362409592
RWT182,12,RWT182/572883_P12.h5,89188,32768,1208,96,768,2288,6624,4,0,10984,24440,35424,0.12315558146835898,0.27402789612952416,0.39718347759788314,0.000102612,2.12366e-05,1.47811e-05,39.888,46.7291,48.3029,41.795,4.69624e-05,1.85616e-05,1.32844e-05,43.2825,47.3139,48.7666,44.471937499999996,0.0,7.604000233113766
RWT182,13,RWT182/572883_P13.h5,89188,32768,1160,144,656,2288,6304,4,0,10552,18424,28976,0.11831188052204332,0.20657487554379514,0.32488675606583844,9.01483e-05,1.265e-05,1.21653e-05,40.4504,48.9791,49.1488,42.6037875,3.53503e-05,1.06001e-05,1.03704e-05,44.5161,49.7469,49.842,45.8356875,0.0,8.413136333227158
RWT182,14,RWT182/572883_P14.h5,89188,32768,1296,88,408,1128,2656,4,0,5576,11216,16792,0.06251962147374086,0.12575682827286183,0.18827644974660268,6.29856e-05,1.31023e-05,7.29273e-06,42.0076,48.8265,51.3711,44.0304,4.01959e-05,1.24575e-05,7.0889e-06,43.9582,49.0457,51.4942,45.536137499999995,0.0,7.6195246279239655
RWT182,15,RWT182/572883_P15.h5,89188,32768,1256,384,1216,3216,6384,4,0,12456,18000,30456,0.1396600439521012,0.201820872763152,0.34148091671525316,7.99492e-05,1.5694e-05,1.49426e-05,40.9719,48.0427,48.2557,42.766225,4.43428e-05,1.31874e-05,1.25041e-05,43.5318,48.7984,49.0295,44.877337499999996,0.0,7.442261457443237
RWT182,16,RWT182/572883_P16.h5,89187,32768,2176,592,2136,5848,13192,4,0,23944,30912,54856,0.2684696200118851,0.3465975983046857,0.6150672183165709,0.000132405,1.41275e-05,1.5649e-05,38.7809,48.4994,48.0551,41.1549875,6.27487e-05,1.23849e-05,1.37212e-05,42.0239,49.0711,48.6261,43.730075,0.0,7.652001388370991
RWT182,17,RWT182/572883_P17.h5,89188,32768,2144,856,2608,6592,15560,4,0,27760,40896,68656,0.31125263488361665,0.45853702291788134,0.769789657801498,0.000175299,1.70971e-05,2.06576e-05,37.5622,47.6708,46.8492,39.98665,5.5784e-05,1.39958e-05,1.6595e-05,42.5349,48.54,47.8002,43.94370000000001,0.0,63.28732746839523
RWT182,18,RWT182/572883_P18.h5,89188,32768,1400,896,2960,7560,16960,4,0,29776,42152,71928,0.33385657263308965,0.4726196349284657,0.8064762075615554,0.000179783,1.53223e-05,1.79846e-05,37.4525,48.1468,47.451,40.039100000000005,6.68266e-05,1.40075e-05,1.68618e-05,41.7505,48.5364,47.731,43.3463,0.0,7.684524804353714
RWT182,19,RWT182/572883_P19.h5,89188,32768,1632,792,2768,6784,18360,4,0,30336,47192,77528,0.3401354442301655,0.5291294793021483,0.8692649235323138,0.00020242,1.63822e-05,1.73959e-05,36.9375,47.8563,47.5955,39.6346,6.69172e-05,1.45836e-05,1.53855e-05,41.7446,48.3614,48.1289,43.3697375,0.0,7.294665724039078
RWT182,2,RWT182/572883_P2.h5,89188,32768,1344,360,1664,4344,9632,4,0,17344,30344,47688,0.194465623178006,0.340225142395838,0.534690765573844,0.000129598,1.39294e-05,1.53996e-05,38.874,48.5607,48.1249,41.241200000000006,5.92927e-05,1.27042e-05,1.38343e-05,42.27,48.9605,48.5904,43.8963625,0.0,7.322920799255371
RWT182,20,RWT182/572883_P20.h5,89188,32768,2112,1112,3768,11888,33072,4,0,51952,79144,131096,0.5824998878772929,0.8873839529981612,1.4698838408754542,0.000390394,2.89334e-05,3.26718e-05,34.085,45.386,44.8583,36.8442875,7.07062e-05,2.07757e-05,2.23087e-05,41.5054,46.8245,46.5153,42.796525,0.0,7.257082790136337
RWT182,21,RWT182/572883_P21.h5,89188,32768,1984,848,2592,7288,18224,4,0,30936,44856,75792,0.3468628066556039,0.5029376149257748,0.8498004215813787,0.000215486,1.92178e-05,2.0254e-05,36.6658,47.163,46.9349,39.261587500000005,5.94709e-05,1.54956e-05,1.67717e-05,42.257,48.0979,47.7542,43.6742625,0.0,7.237141363322735
RWT182,22,RWT182/572883_P22.h5,89188,32768,1560,976,3624,9320,23384,4,0,38864,57472,96336,0.4357536888370633,0.6443916221913262,1.0801453110283894,0.000264189,1.90662e-05,2.08489e-05,35.7809,47.1973,46.8092,38.5864875,7.016e-05,1.5941e-05,1.80276e-05,41.5391,47.9748,47.4406,43.081250000000004,0.0,7.319602392613888
RWT182,23,RWT182/572883_P23.h5,89188,32768,1576,832,3520,8504,20840,4,0,35272,50416,85688,0.3954792124501054,0.5652778400681706,0.960757052518276,0.000205757,1.82832e-05,2.20861e-05,36.8665,47.3795,46.5588,39.392162500000005,7.05946e-05,1.56467e-05,1.95328e-05,41.5123,48.0558,47.0924,43.02775,0.0,7.275822877883911
RWT182,24,RWT182/572883_P24.h5,89188,32768,2048,1008,2976,6928,13896,4,0,26856,28576,55432,0.3011167421626228,0.32040184778221287,0.6215185899448357,0.000120294,1.92729e-05,2.26347e-05,39.1975,47.1505,46.4522,41.098462500000004,5.09725e-05,1.58514e-05,1.91973e-05,42.9266,47.9993,47.1676,44.0908125,0.0,7.515107162296772
RWT182,25,RWT182/572883_P25.h5,89188,32768,1944,896,1816,4192,9048,4,0,17896,24040,41936,0.20065479660940932,0.26954298784589853,0.4701977844553079,0.000105209,1.60592e-05,1.72977e-05,39.7795,47.9428,47.6201,41.7799875,4.93525e-05,1.41449e-05,1.56242e-05,43.0669,48.494,48.062,44.369675,0.0,7.461552381515503
RWT182,26,RWT182/572883_P26.h5,89188,32768,1464,856,3136,7880,19568,4,0,32904,44880,77784,0.36892855541104186,0.5032067094227923,0.8721352648338342,0.000204209,1.68919e-05,1.81369e-05,36.8992,47.7232,47.4144,39.5666,6.06267e-05,1.48331e-05,1.58846e-05,42.1734,48.2877,47.9902,43.6647875,0.0,7.396722711622715
RWT182,27,RWT182/572883_P27.h5,89188,32768,1560,752,2496,6360,16864,4,0,28032,41656,69688,0.314302372516482,0.46705834865677,0.7813607211732521,0.000183128,1.8869e-05,2.09119e-05,37.3725,47.2425,46.7961,39.784200000000006,5.9426e-05,1.5865e-05,1.78934e-05,42.2602,47.9956,47.4731,43.6287375,0.0,7.4316700622439384
RWT182,28,RWT182/572883_P28.h5,89188,32768,1720,568,2144,6024,14664,4,0,25120,41664,66784,0.28165224021168767,0.4671480468224425,0.7488002870341302,0.000170635,1.7348e-05,1.81678e-05,37.6793,47.6075,47.407,40.136287499999995,6.7787e-05,1.49024e-05,1.51451e-05,41.6885,48.2674,48.1973,43.324462499999996,0.0,7.465959943830967
RWT182,29,RWT182/572883_P29.h5,89188,32768,2000,760,1952,4800,10328,4,0,19840,30704,50544,0.22245145086782975,0.344261559851101,0.5667130107189308,0.0001303,1.45312e-05,1.61399e-05,38.8506,48.377,47.921,41.1752,6.02466e-05,1.32307e-05,1.43752e-05,42.2007,48.7842,48.4239,43.801537499999995,0.0,7.588236466050148
RWT182,3,RWT182/572883_P3.h5,89188,32768,1448,200,792,1992,4392,4,0,8824,14400,23224,0.09893707673678073,0.16145669821052158,0.2603937749473023,7.58083e-05,1.11998e-05,9.19755e-06,41.2028,49.5079,50.3633,43.386,4.29966e-05,1.06474e-05,8.19556e-06,43.6657,49.7276,50.8642,45.323249999999994,0.0,7.290099747478962
RWT182,30,RWT182/572883_P30.h5,89188,32768,1840,704,2600,6976,17736,4,0,29856,46752,76608,0.3347535542898148,0.5241960801901601,0.8589496344799749,0.000200114,1.83484e-05,1.88646e-05,36.9872,47.364,47.2435,39.566337499999996,6.17306e-05,1.53026e-05,1.61942e-05,42.095,48.1523,47.9064,43.578587500000005,0.0,7.247080519795418
RWT182,31,RWT182/572883_P31.h5,89188,32768,1544,568,2088,5712,12688,4,0,22600,31144,53744,0.2533973180248464,0.3491949589630892,0.6025922769879356,0.000129067,1.80472e-05,1.97154e-05,38.8918,47.4359,47.052,40.9798375,5.58937e-05,1.55467e-05,1.70612e-05,42.5264,48.0836,47.6799,43.865237500000006,0.0,7.522622510790825
RWT182,4,RWT182/572883_P4.h5,89188,32768,1240,88,664,2152,4736,4,0,8880,18920,27800,0.09956496389648832,0.2121361618154909,0.31170112571197917,8.79798e-05,1.65764e-05,1.31828e-05,40.5562,47.8051,48.7999,42.492774999999995,4.6786e-05,1.54238e-05,1.22684e-05,43.2988,48.1181,49.1121,44.627874999999996,0.0,7.342494145035744
RWT182,5,RWT182/572883_P5.h5,89188,32768,1232,80,808,2376,4064,4,0,8560,13128,21688,0.09597703726958784,0.1471946898685922,0.24317172713818003,6.28844e-05,1.10865e-05,9.99912e-06,42.0146,49.5521,50.0004,43.9550125,3.54882e-05,1.06413e-05,9.53618e-06,44.4992,49.73,50.2063,45.8664375,0.0,7.3051458820700645
RWT182,6,RWT182/572883_P6.h5,89188,32768,1688,552,1832,4768,8976,4,0,17816,19792,37608,0.19975781495268422,0.22191326187379468,0.4216710768264789,9.08401e-05,1.88182e-05,1.79433e-05,40.4172,47.2542,47.461,42.1523,4.6152e-05,1.5974e-05,1.55111e-05,43.3581,47.9659,48.0936,44.52601249999999,0.0,7.400973089039326
RWT182,7,RWT182/572883_P7.h5,89188,32768,1648,536,1944,4416,8720,4,0,17264,21048,38312,0.1935686415212809,0.23599587388437906,0.42956451540565993,8.9344e-05,1.76032e-05,1.76184e-05,40.4893,47.5441,47.5403,42.252525,4.76126e-05,1.493e-05,1.55388e-05,43.2228,48.2594,48.0858,44.460249999999995,0.0,7.4285267516970634
RWT182,8,RWT182/572883_P8.h5,89187,32768,1496,256,984,3224,8648,4,0,14608,28312,42920,0.163790686983529,0.3174453675984168,0.4812360545819458,0.000123591,1.78224e-05,1.57061e-05,39.0801,47.4903,48.0393,41.25127500000001,5.0566e-05,1.61965e-05,1.49913e-05,42.9614,47.9058,48.2416,44.239475,0.0,7.812234170734882
RWT182,9,RWT182/572883_P9.h5,89188,32768,1432,208,912,2528,6200,4,0,11280,16456,27736,0.1264744135982419,0.18450912678835718,0.3109835403865991,8.57466e-05,1.3271e-05,1.30545e-05,40.6678,48.771,48.8424,42.702525,3.44195e-05,1.18653e-05,1.1754e-05,44.632,49.2572,49.2982,45.793425,0.0,7.454073145985603
RWT21,0,RWT21/AMPHITRITE_P0.h5,85353,32768,1288,488,1392,3408,7224,4,0,13800,11960,25760,0.16168148746968472,0.14012395580706008,0.3018054432767448,6.6117e-05,7.71457e-06,7.32575e-06,41.7969,51.1269,51.3515,44.157475,3.7799e-05,7.62841e-06,7.25926e-06,44.2252,51.1757,51.3911,45.98975,0.0,7.236255459487438
RWT21,1,RWT21/AMPHITRITE_P1.h5,85354,32768,2032,696,2456,6200,11336,4,0,22720,17808,40528,0.26618553319118027,0.20863697073365045,0.4748225039248307,9.06371e-05,1.1097e-05,1.1026e-05,40.4269,49.548,49.5758,42.71065000000001,4.62128e-05,1.04523e-05,1.05474e-05,43.3524,49.8079,49.7685,44.96135000000001,0.0,7.198114715516567
RWT21,10,RWT21/AMPHITRITE_P10.h5,85354,32768,2144,864,2736,6552,12176,4,0,24472,18368,42840,0.28671181198303536,0.21519788176301052,0.5019096937460459,0.000100087,9.44249e-06,1.01089e-05,39.9962,50.2491,49.953,42.5224125,4.73552e-05,9.20334e-06,9.7876e-06,43.2463,50.3605,50.0932,44.9914375,0.0,7.103827424347401
RWT21,11,RWT21/AMPHITRITE_P11.h5,85354,32768,1760,432,1520,4512,9464,4,0,17688,16904,34592,0.207231061227359,0.1980457857862549,0.4052768470136139,9.31806e-05,9.41851e-06,9.6933e-06,40.3067,50.2602,50.1353,42.779462499999994,3.74982e-05,8.99042e-06,9.36562e-06,44.2599,50.4622,50.2846,45.788275,0.0,7.407277032732964
RWT21,12,RWT21/AMPHITRITE_P12.h5,85353,32768,2128,768,2696,6816,13056,4,0,25464,21264,46728,0.29833749253101827,0.2491300833011142,0.5474675758321325,0.000117391,1.11812e-05,1.24191e-05,39.3036,49.5151,49.0591,41.799475,5.06872e-05,1.06313e-05,1.16982e-05,42.951,49.7341,49.3188,44.594862500000005,0.0,7.202946245670319
RWT21,13,RWT21/AMPHITRITE_P13.h5,85354,32768,1848,904,3184,9208,19256,4,0,34400,36944,71344,0.4030273918035476,0.4328326733369262,0.8358600651404738,0.000233134,9.4317e-06,1.14149e-05,36.3239,50.2541,49.4253,39.70285,5.56512e-05,9.24092e-06,1.10478e-05,42.5452,50.3428,49.5672,44.397650000000006,0.0,7.1860169023275375
RWT21,14,RWT21/AMPHITRITE_P14.h5,85354,32768,1880,944,2560,6496,12408,4,0,24288,18392,42680,0.28455608407338845,0.2154790636642688,0.5000351477376573,9.43568e-05,1.19927e-05,1.53337e-05,40.2523,49.2108,48.1435,42.3585125,4.60355e-05,1.14113e-05,1.39765e-05,43.3691,49.4267,48.546,44.7734125,0.0,7.136349648237228
RWT21,15,RWT21/AMPHITRITE_P15.h5,85354,32768,1464,744,2448,7120,13816,4,0,25592,24504,50096,0.2998336340417555,0.28708672118471307,0.5869203552264686,0.000113323,1.06537e-05,1.34148e-05,39.4568,49.725,48.7242,41.89875,5.10146e-05,9.9821e-06,1.21516e-05,42.9231,50.0078,49.1537,44.587512499999995,0.0,7.369684778153896
RWT21,16,RWT21/AMPHITRITE_P16.h5,85353,32768,1808,600,2136,5056,8864,4,0,18464,13912,32376,0.2163251438145115,0.16299368504914882,0.3793188288636603,7.39903e-05,9.81879e-06,8.91722e-06,41.3083,50.0794,50.4977,43.553362500000006,4.04413e-05,9.83621e-06,9.021e-06,43.9318,50.0717,50.4475,45.51375,0.0,6.966387763619423
RWT21,17,RWT21/AMPHITRITE_P17.h5,85354,32768,1984,768,2696,6648,11976,4,0,24072,18680,42752,0.2820254469620639,0.21885324647936827,0.5008786934414321,9.48125e-05,1.08013e-05,9.25477e-06,40.2313,49.6653,50.3363,42.673674999999996,4.90765e-05,1.07964e-05,9.24342e-06,43.0913,49.6672,50.3417,44.8195875,0.0,6.891006678342819
RWT21,18,RWT21/AMPHITRITE_P18.h5,85353,32768,1736,864,2960,6496,10976,4,0,23032,16584,39616,0.26984405937694045,0.19429897015922112,0.4641430295361616,8.30053e-05,1.07203e-05,1.01921e-05,40.8089,49.6979,49.9174,43.0585875,4.38042e-05,1.06137e-05,9.78902e-06,43.5848,49.7413,50.0926,45.167837500000005,0.0,7.098756097257137
RWT21,19,RWT21/AMPHITRITE_P19.h5,85354,32768,1976,880,2672,7056,12528,4,0,25112,19520,44632,0.29420999601658976,0.2286946130234084,0.5229046090399981,9.84611e-05,9.94687e-06,9.12915e-06,40.0674,50.0231,50.3957,42.6029,4.96281e-05,1.00787e-05,9.17377e-06,43.0427,49.966,50.3745,44.82458750000001,0.0,7.1020422875881195
RWT21,2,RWT21/AMPHITRITE_P2.h5,85353,32768,1392,368,1312,3104,5720,4,0,11896,10480,22376,0.1393741286187949,0.12278420207842723,0.2621583306972221,5.67026e-05,8.63865e-06,1.0008e-05,42.464,50.6355,49.9965,44.42699999999999,3.34805e-05,7.79255e-06,9.33354e-06,44.7521,51.0832,50.2995,46.2369125,0.0,7.135215349495411
RWT21,20,RWT21/AMPHITRITE_P20.h5,85353,32768,1904,864,3256,8776,16408,4,0,31208,24792,56000,0.36563448267782034,0.2904643070542336,0.6560987897320539,0.000120436,1.13456e-05,1.08713e-05,39.1924,49.4517,49.6372,41.780412500000004,5.74781e-05,1.08906e-05,1.03949e-05,42.405,49.6295,49.8318,44.2364125,0.0,7.127060674130917
RWT21,21,RWT21/AMPHITRITE_P21.h5,85354,32768,1936,792,3104,8152,14720,4,0,28704,24568,53272,0.33629355390491367,0.28783653958806854,0.6241300934929822,0.000121104,1.00537e-05,1.05489e-05,39.1684,49.9768,49.7679,41.8443875,5.41384e-05,9.99468e-06,1.01856e-05,42.6649,50.0023,49.9201,44.488975,0.0,7.102387018501759
RWT21,22,RWT21/AMPHITRITE_P22.h5,85354,32768,1984,760,2528,5824,10680,4,0,21776,16480,38256,0.2551257117416876,0.19307823886402511,0.44820395060571266,8.37069e-05,1.00267e-05,1.05038e-05,40.7724,49.9884,49.7865,43.0511625,4.36289e-05,1.00439e-05,1.00996e-05,43.6023,49.981,49.957,45.193974999999995,0.0,7.171397618949413
RWT21,23,RWT21/AMPHITRITE_P23.h5,85354,32768,1944,744,2352,6480,11464,4,0,22984,18608,41592,0.26927853410502145,0.21800970077559342,0.48728823488061485,9.3367e-05,9.82809e-06,8.94686e-06,40.2981,50.0753,50.4833,42.79339999999999,4.75889e-05,9.77473e-06,8.72478e-06,43.2249,50.099,50.5925,45.005112499999996,0.0,7.072312340140343
RWT21,24,RWT21/AMPHITRITE_P24.h5,85353,32768,1544,664,2672,7544,13656,4,0,26080,21320,47400,0.30555457921807083,0.24978618209084624,0.5553407613089171,0.000104269,9.1453e-06,8.7324e-06,39.8185,50.388,50.5887,42.4859625,5.06612e-05,9.12837e-06,8.90412e-06,42.9532,50.3961,50.5041,44.827425,0.0,7.163645997643471
RWT21,25,RWT21/AMPHITRITE_P25.h5,85354,32768,1544,352,1416,3848,6224,4,0,13384,10608,23992,0.15680577360170583,0.12428240035616374,0.28108817395786956,5.63198e-05,9.36552e-06,8.32262e-06,42.4934,50.2847,50.7974,44.505312499999995,3.23604e-05,9.63519e-06,8.40073e-06,44.8999,50.1614,50.7568,46.2897,0.0,7.132817603647709
RWT21,26,RWT21/AMPHITRITE_P26.h5,85354,32768,1464,848,3224,7704,13752,4,0,26992,20496,47488,0.3162359116151557,0.2401293436745788,0.5563652552897346,9.89867e-05,9.29891e-06,9.92316e-06,40.0442,50.3157,50.0335,42.5768,5.20233e-05,9.44492e-06,1.0039e-05,42.838,50.248,49.9831,44.6573875,0.0,6.989870049059391
RWT21,27,RWT21/AMPHITRITE_P27.h5,85354,32768,1712,520,1584,4480,8088,4,0,16384,12520,28904,0.19195351125899196,0.14668322515640744,0.3386367364153994,6.62099e-05,8.44451e-06,7.83597e-06,41.7908,50.7343,51.0591,44.067275,3.76448e-05,8.65357e-06,8.08033e-06,44.243,50.628,50.9257,45.8764625,0.0,6.90226873010397
RWT21,28,RWT21/AMPHITRITE_P28.h5,85353,32768,2000,640,2200,5512,9752,4,0,20104,15584,35688,0.23553946551380736,0.1825829203425773,0.41812238585638467,8.00315e-05,9.8068e-06,9.14836e-06,40.9674,50.0847,50.3866,43.2844625,3.96017e-05,9.47403e-06,9.16415e-06,44.0229,50.2346,50.3791,45.5938875,0.0,7.314665585756302
RWT21,29,RWT21/AMPHITRITE_P29.h5,85354,32768,1696,912,3048,8848,17184,4,0,31688,28992,60680,0.37125383696136094,0.3396677367200131,0.7109215736813741,0.000141343,1.00251e-05,9.50615e-06,38.4973,49.9891,50.22,41.3991125,5.82524e-05,1.00142e-05,9.4464e-06,42.3469,49.9939,50.2473,44.290324999999996,0.0,7.182132624089718
RWT21,3,RWT21/AMPHITRITE_P3.h5,85354,32768,1992,952,3128,7896,15544,4,0,29512,28936,58448,0.34576001124727607,0.33901164561707714,0.6847716568643532,0.00016887,1.22904e-05,1.11626e-05,37.7245,49.1043,49.5224,40.6217125,5.05717e-05,1.16364e-05,1.03004e-05,42.9609,49.3418,49.8715,44.6223375,0.0,7.011136069893837
RWT21,30,RWT21/AMPHITRITE_P30.h5,85354,32768,1560,952,3448,9792,19856,4,0,35608,33480,69088,0.41718021416688145,0.3922487522553132,0.8094289664221946,0.000156598,1.05718e-05,1.0118e-05,38.0521,49.7585,49.949,41.0025125,6.26108e-05,1.04102e-05,9.68502e-06,42.0335,49.8254,50.139,44.020675,0.0,6.9903574436903
RWT21,31,RWT21/AMPHITRITE_P31.h5,85354,32768,1616,688,2656,7888,15360,4,0,28208,24040,52248,0.330482461278909,0.2816505377603862,0.6121329990392952,0.000116701,9.40024e-06,9.10249e-06,39.3293,50.2686,50.4084,42.08160000000001,5.40379e-05,9.58534e-06,9.08735e-06,42.673,50.1839,50.4156,44.5796875,0.0,6.945617862045765
RWT21,4,RWT21/AMPHITRITE_P4.h5,85353,32768,1624,488,1840,4928,11448,4,0,20328,21456,41784,0.23816386067273557,0.2513795648659098,0.4895434255386454,0.0001087,9.27956e-06,1.11987e-05,39.6377,50.3247,49.5083,42.20740000000001,4.47253e-05,8.40415e-06,9.9077e-06,43.4945,50.7551,50.0403,45.220299999999995,0.0,7.551144376397133
