dataset,sample,method,endpoint,operating_point,physical_bpp,Y,U,V,YUV611,pending_sample,source_artifact
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,2k,0.18804075758374425,35.4991,41.7018,41.5955,37.0364875,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/2k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,2k,0.2272866240817324,36.9029,41.7355,41.6146,38.095937500000005,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/2k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,32k,0.41931943971899693,40.0048,45.5479,45.3919,41.371075000000005,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/32k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,32k,1.0358036109340731,46.2028,46.2333,45.6684,46.139812500000005,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/32k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,4k,0.30246868026637147,38.5012,43.9001,43.4285,39.791974999999994,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/4k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,4k,0.3101767769945515,38.634,43.7927,43.4588,39.8819375,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/4k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,512,0.1046215675281091,32.7822,39.6338,39.4159,34.4678625,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/512/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,512,0.10661759655486923,32.8887,39.6345,39.4537,34.55255,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/512/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,8k,0.25498567989738724,37.4562,43.4678,43.1988,38.925475000000006,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/8k/aggregate/aggregate.json
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,8k,0.3622677675495134,39.1388,43.9261,43.4994,40.2822875,False,n30_main:results/Ours/CTC/Thaidancer_viewdep_vox12/8k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,16k,0.11311789996561288,39.93,44.5936,49.5593,41.7166125,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/16k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,16k,0.21191216312757347,42.079,45.0101,49.7742,43.4072875,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/16k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,1k,0.04338382930315835,37.0848,43.3513,47.6293,39.186175,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/1k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,1k,0.045352714087165534,37.2209,43.3923,47.6266,39.2930375,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/1k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,2k,0.0648774881952368,38.5861,43.6577,48.4482,40.4528125,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/2k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,2k,0.06929654071045294,38.87,43.6828,48.4439,40.66833749999999,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/2k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,32k,0.1516205357417534,40.5237,44.959,50.0042,42.263175000000004,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/32k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,32k,0.6238766931212771,45.9142,45.1133,50.066,46.3330625,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/32k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,4k,0.09312551572133991,39.2754,44.0234,48.651,41.04085,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/4k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,4k,0.10157257835717073,39.8399,44.0355,48.5273,41.450275000000005,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/4k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,512,0.034247656992925,35.9482,43.2155,47.4472,38.2939875,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/512/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,512,0.03484105699032717,36.0183,43.2854,47.3694,38.345575,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/512/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Base,8k,0.08238962452410072,39.0252,44.1682,48.9771,40.9120625,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/8k/aggregate/aggregate.json
CTC,basketball_player_vox11_00000200,Ours,Ours Full,8k,0.13178675610508103,40.5391,44.325,49.0771,42.0795875,False,n30_main:results/Ours/CTC/basketball_player_vox11_00000200/8k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,16k,0.18287559564110234,41.6648,50.7401,51.0326,43.9701875,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/16k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,16k,0.19176630399775557,41.7515,50.765,51.0641,44.0422625,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/16k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,1k,0.0896605722448781,38.7531,49.0514,50.1981,41.47101250000001,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/1k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,1k,0.08983921089810297,38.839,49.2898,50.0837,41.5509375,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/1k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,2k,0.14781432458700547,41.0594,48.8927,50.991,43.2800125,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/2k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,2k,0.1488128688537496,41.1147,48.7942,50.7614,43.280474999999996,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/2k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,32k,0.23356545861323158,42.7155,50.9643,51.2343,44.81145,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/32k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,32k,0.5529003731658405,44.2294,50.8141,51.2147,45.92565,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/32k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,4k,0.17260158284152832,40.7743,50.6052,50.7233,43.246787499999996,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/4k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,4k,0.17366883428258975,40.8033,50.5594,50.5298,43.238625,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/4k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,512,0.07527328994284421,37.9966,48.4173,50.0135,40.801300000000005,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/512/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,512,0.07529161185599549,38.0058,48.8932,50.0056,40.8667,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/512/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Base,8k,0.1413535599620393,40.3942,50.5648,50.7806,42.963825,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/8k/aggregate/aggregate.json
CTC,boxer_viewdep_vox12,Ours,Ours Full,8k,0.14451408998063317,40.3901,50.5462,50.7997,42.9608125,False,n30_main:results/Ours/CTC/boxer_viewdep_vox12/8k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,16k,0.13722530216857878,39.4002,45.6358,49.8405,41.4846875,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/16k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,16k,0.25106855325487376,41.59,46.0147,50.1236,43.209787500000004,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/16k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,1k,0.05328071497609881,36.1805,43.9241,46.8941,38.48765,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/1k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,1k,0.05587254961704872,36.3351,43.9545,46.8886,38.6067125,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/1k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,2k,0.081260187028639,37.9012,44.4842,48.0658,39.99465000000001,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/2k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,2k,0.08629575147391311,38.2005,44.5057,48.0732,40.222737499999994,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/2k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,32k,0.1815487600462519,40.0189,46.0174,50.3369,42.058462500000005,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/32k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,32k,0.7206750495032702,45.4021,46.1405,50.4612,46.1267875,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/32k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,4k,0.11594448845592223,38.7807,45.0172,49.0066,40.8385,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/4k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,4k,0.1245993648462371,39.2548,45.0256,48.929,41.185424999999995,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/4k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,512,0.04096024387929764,34.9537,43.772,46.5479,37.5052625,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/512/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,512,0.04160820253953512,35.0219,43.8246,46.4718,37.553475000000006,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/512/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Base,8k,0.10298222973374299,38.4442,45.1482,49.1393,40.6190875,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/8k/aggregate/aggregate.json
CTC,dancer_vox11_00000001,Ours,Ours Full,8k,0.16366818654112725,40.0191,45.2954,49.3401,41.8437625,False,n30_main:results/Ours/CTC/dancer_vox11_00000001/8k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,16k,0.8128671932178383,39.2028,43.3919,42.1884,40.09963750000001,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/16k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,16k,0.8656945688832676,39.7339,43.4047,42.2008,40.5011125,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/16k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,1k,0.3613578534695984,34.5946,39.1884,37.8079,35.5704875,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/1k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,1k,0.3621846942723833,34.554,39.2406,37.796,35.545075000000004,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/1k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,2k,0.5755535473085363,37.1543,40.9527,39.8591,37.9672,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/2k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,2k,0.5793776860214165,37.1762,40.8548,39.8714,37.972925000000004,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/2k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,32k,1.0460905610308637,40.3728,44.378,42.9646,41.197425,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/32k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,32k,1.6458731277385064,43.6378,44.4056,42.9346,43.645875,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/32k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,4k,0.7392680262599471,38.6427,42.493,41.2009,39.4437625,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/4k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,4k,0.7420922043769593,38.6836,42.4183,41.1978,39.464712500000005,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/4k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,512,0.2881901940556606,33.5618,38.6354,37.1358,34.64275,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/512/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,512,0.2882005295656954,33.5813,38.7038,37.1491,34.667587499999996,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/512/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Base,8k,0.6232390067316469,37.8061,42.0713,41.2125,38.765049999999995,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/8k/aggregate/aggregate.json
CTC,longdress_viewdep_vox12,Ours,Ours Full,8k,0.6421943321354908,38.0257,42.0518,41.2121,38.927262500000005,False,n30_main:results/Ours/CTC/longdress_viewdep_vox12/8k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,16k,0.16589748731061202,42.9605,53.041,52.7944,45.4498,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/16k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,16k,0.17053742023043894,42.9975,53.0942,52.8347,45.4892375,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/16k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,1k,0.10666012657074157,39.7883,49.9743,51.7473,42.556425000000004,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/1k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,1k,0.10667073213170118,39.6604,50.5339,51.5064,42.5003375,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/1k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,2k,0.15803346385906536,42.6065,50.3584,52.7283,44.840712499999995,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/2k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,2k,0.158391401541452,42.6071,50.1519,52.2769,44.758925000000005,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/2k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,32k,0.20564447839696945,44.1905,53.436,53.1341,46.4641375,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/32k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,32k,0.3650115915467051,45.1819,53.0492,53.117,47.1572,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/32k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,4k,0.1554510097654017,41.8243,52.8885,52.1257,44.495000000000005,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/4k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,4k,0.1559415169597834,41.8479,52.6895,51.7435,44.44005,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/4k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,512,0.08736861118522116,38.4119,49.7371,51.5879,41.47455,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/512/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,512,0.08737921674618075,38.473,50.511,51.5939,41.6178625,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/512/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Base,8k,0.13495576321096614,41.3895,52.8672,52.4854,44.211200000000005,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/8k/aggregate/aggregate.json
CTC,loot_viewdep_vox12,Ours,Ours Full,8k,0.13680643359841713,41.3224,52.8416,52.4452,44.15265,False,n30_main:results/Ours/CTC/loot_viewdep_vox12/8k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,16k,0.3662643783745349,41.8214,45.0089,41.7694,42.2133375,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/16k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,16k,0.3863931101467678,42.0496,45.009,41.8232,42.391225,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/16k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,1k,0.18348590739729448,38.3225,41.6864,36.2762,38.4872,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/1k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,1k,0.18403741905537746,38.0807,41.6956,36.2726,38.30655,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/1k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,2k,0.301702864431721,40.5633,43.0931,38.8522,40.665637499999995,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/2k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,2k,0.30350177418557284,40.3964,42.9571,38.8571,40.524075,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/2k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,32k,0.4785735194276117,42.8493,45.5717,42.414,43.1351875,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/32k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,32k,0.7777902501545713,44.9092,45.6369,42.4548,44.69336249999999,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/32k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,4k,0.33315057892481936,41.1495,44.4719,41.0447,41.5517,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/4k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,4k,0.3349090637403824,41.1733,44.4367,41.0465,41.565374999999996,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/4k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,512,0.14861073563642388,37.4215,41.4193,35.6947,37.705375000000004,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/512/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,512,0.14862228561879212,37.3452,41.5656,35.7206,37.669675,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/512/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Base,8k,0.2796221856392572,40.6285,44.2562,40.9566,41.122975,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/8k/aggregate/aggregate.json
CTC,redandblack_viewdep_vox12,Ours,Ours Full,8k,0.2859717884461917,40.6779,44.2482,40.9832,41.16235,False,n30_main:results/Ours/CTC/redandblack_viewdep_vox12/8k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,16k,0.3162613194114381,41.202,50.676,51.5788,43.68335,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/16k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,16k,0.3316965510623592,41.3636,50.7175,51.5762,43.80941249999999,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/16k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,1k,0.1750412444143243,37.29,49.3985,51.0212,40.519962500000005,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/1k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,1k,0.17556101649426725,37.3036,49.6777,50.9208,40.5525125,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/1k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,2k,0.2705533623506093,40.2156,49.742,51.8765,42.86401250000001,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/2k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,2k,0.2722466198571926,40.2976,49.5524,51.6218,42.869975000000004,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/2k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,32k,0.3967720154712159,42.4361,50.9869,51.8938,44.6871625,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/32k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,32k,0.7284725647803438,44.2241,50.7234,51.8057,45.9842125,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/32k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,4k,0.29284158896323964,40.3945,50.4543,51.0702,42.9864375,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/4k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,4k,0.2943569244886117,40.4116,50.3148,50.7033,42.9359625,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/4k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,512,0.14245153500190166,35.9727,49.0814,50.8846,39.475274999999996,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/512/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,512,0.14246752798897683,35.9907,49.5451,50.8816,39.546362499999994,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/512/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Base,8k,0.25322096260789645,39.686,50.5311,51.313,42.495012499999994,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/8k/aggregate/aggregate.json
CTC,soldier_viewdep_vox12,Ours,Ours Full,8k,0.25839869217348194,39.719,50.5141,51.2066,42.5043375,False,n30_main:results/Ours/CTC/soldier_viewdep_vox12/8k/aggregate/aggregate.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R01,0.5310311133773833,44.12,46.498,50.5283,45.218287499999995,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R01/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R02,0.3873114992520883,42.8058,45.8386,49.7801,44.056687499999995,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R02/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R03,0.27363394652462836,41.1873,45.0699,48.8083,42.62525000000001,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R03/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R04,0.1465429650459611,39.1672,44.1881,47.8895,40.8851,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R04/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R05,0.10424293879683554,37.6517,43.8113,47.4017,39.6404,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R05/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R06,0.07244256276869246,35.9347,43.4322,46.2855,38.165737500000006,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R06/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R07,0.05131264466847606,34.3749,43.1693,46.0449,36.93295,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R07/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R08,0.03738679279643615,32.868,43.1077,45.7262,35.7552375,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R08/run/physical_rd.json
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R09,0.02860526715706899,31.3506,42.8527,45.3689,34.54065,False,n30_main:results/Original_Unicorn/Owlii/basketball_player/R09/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R01,0.642301413883579,43.7078,47.7263,50.9594,45.1165625,False,n30_main:results/Original_Unicorn/Owlii/dancer/R01/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R02,0.47317096795330166,42.3251,47.041,50.1273,43.8898625,False,n30_main:results/Original_Unicorn/Owlii/dancer/R02/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R03,0.34334323783043086,40.6622,46.207,49.1815,42.420212500000005,False,n30_main:results/Original_Unicorn/Owlii/dancer/R03/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R04,0.1875567989197166,38.3459,45.1041,47.3778,40.3196625,False,n30_main:results/Original_Unicorn/Owlii/dancer/R04/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R05,0.13145727154370562,36.7839,44.6229,46.6822,39.0010625,False,n30_main:results/Original_Unicorn/Owlii/dancer/R05/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R06,0.08935128867668132,35.0289,44.0323,44.9059,37.38895,False,n30_main:results/Original_Unicorn/Owlii/dancer/R06/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R07,0.064566305527621,33.5418,43.6379,44.2449,36.1417,False,n30_main:results/Original_Unicorn/Owlii/dancer/R07/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R08,0.046652745292989836,31.9824,43.469,43.7576,34.890125,False,n30_main:results/Original_Unicorn/Owlii/dancer/R08/run/physical_rd.json
Owlii,dancer,Original_Unicorn,Original Unicorn,R09,0.0361803777003524,30.6671,43.1334,43.4443,33.822537499999996,False,n30_main:results/Original_Unicorn/Owlii/dancer/R09/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R01,0.5696668139226674,42.463,46.5479,49.774,43.887487500000006,False,n30_main:results/Original_Unicorn/Owlii/exercise/R01/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R02,0.40004030164229193,41.2819,45.9242,49.1484,42.845499999999994,False,n30_main:results/Original_Unicorn/Owlii/exercise/R02/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R03,0.2682725321056833,39.8922,45.1329,48.3875,41.6092,False,n30_main:results/Original_Unicorn/Owlii/exercise/R03/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R04,0.11401024591752114,38.0687,44.4073,47.7093,40.0661,False,n30_main:results/Original_Unicorn/Owlii/exercise/R04/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R05,0.07611430165779255,36.8737,44.0668,47.3443,39.08166249999999,False,n30_main:results/Original_Unicorn/Owlii/exercise/R05/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R06,0.05087927333038821,35.6386,43.5726,46.5289,37.9916375,False,n30_main:results/Original_Unicorn/Owlii/exercise/R06/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R07,0.03520503460516016,34.4896,43.016,46.0184,36.996500000000005,False,n30_main:results/Original_Unicorn/Owlii/exercise/R07/run/physical_rd.json
