dataset,sample,method,endpoint,operating_point,physical_bpp,Y,U,V,YUV611,pending_sample,source_artifact
Owlii,exercise,Original_Unicorn,Original Unicorn,R08,0.025855053593433933,33.3547,42.7221,45.6145,36.0581,False,n30_main:results/Original_Unicorn/Owlii/exercise/R08/run/physical_rd.json
Owlii,exercise,Original_Unicorn,Original Unicorn,R09,0.021142861571609044,32.4324,42.4642,45.4338,35.311550000000004,False,n30_main:results/Original_Unicorn/Owlii/exercise/R09/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R01,0.9143465272023777,43.3584,46.2144,49.6081,44.4966125,False,n30_main:results/Original_Unicorn/Owlii/model/R01/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R02,0.6970863011303601,41.6618,45.5697,48.6344,43.0218625,False,n30_main:results/Original_Unicorn/Owlii/model/R02/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R03,0.5179922615563546,39.721,44.7035,47.2385,41.2835,False,n30_main:results/Original_Unicorn/Owlii/model/R03/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R04,0.2787664099854809,36.8175,43.4686,45.124,38.687200000000004,False,n30_main:results/Original_Unicorn/Owlii/model/R04/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R05,0.207724760739181,35.4117,42.9703,44.488,37.491062500000005,False,n30_main:results/Original_Unicorn/Owlii/model/R05/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R06,0.14269142765923482,33.6115,42.388,42.7597,35.852087499999996,False,n30_main:results/Original_Unicorn/Owlii/model/R06/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R07,0.09587764441167304,31.7748,42.0753,42.3405,34.383075,False,n30_main:results/Original_Unicorn/Owlii/model/R07/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R08,0.06598201457989677,30.0816,41.8438,41.7016,33.004374999999996,False,n30_main:results/Original_Unicorn/Owlii/model/R08/run/physical_rd.json
Owlii,model,Original_Unicorn,Original Unicorn,R09,0.04931927541409795,28.5956,41.6352,41.3342,31.817875,False,n30_main:results/Original_Unicorn/Owlii/model/R09/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,16k,0.6124158766198194,33.203,37.8269,37.1585,34.275425,False,n30_main:results/Ours/8iVFB/longdress/16k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,16k,1.4491483345493876,38.8745,41.4894,40.4629,39.3999125,False,n30_main:results/Ours/8iVFB/longdress/16k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,1k,0.1845760787723523,27.3496,33.8929,31.633,28.7029375,False,n30_main:results/Ours/8iVFB/longdress/1k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,1k,0.3152479235773912,30.7536,34.9962,32.5282,31.505749999999995,False,n30_main:results/Ours/8iVFB/longdress/1k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,2k,0.2602247641514932,28.9507,34.7223,32.4385,30.108125,False,n30_main:results/Ours/8iVFB/longdress/2k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,2k,0.4435140786464732,32.6652,34.8789,32.4667,32.9171,False,n30_main:results/Ours/8iVFB/longdress/2k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,32k,0.7671073212691412,33.8162,38.147,37.4791,34.8154125,False,n30_main:results/Ours/8iVFB/longdress/32k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,32k,2.381949867477266,44.8822,41.4355,40.2327,43.870174999999996,False,n30_main:results/Ours/8iVFB/longdress/32k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,4k,0.5637892410654968,33.0491,37.6324,36.4033,34.041287499999996,False,n30_main:results/Ours/8iVFB/longdress/4k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,4k,0.7084476541028433,34.4283,38.7075,37.6703,35.368449999999996,False,n30_main:results/Ours/8iVFB/longdress/4k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,512,0.15555861187972483,27.3239,33.5634,31.346,28.6066,False,n30_main:results/Ours/8iVFB/longdress/512/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,512,0.20191009900159212,28.955,33.9338,31.6558,29.914949999999997,False,n30_main:results/Ours/8iVFB/longdress/512/run/physical_rd.json
8iVFB,longdress,Ours,Ours Base,8k,0.47525426415498984,32.3508,37.3118,36.664,33.510075,False,n30_main:results/Ours/8iVFB/longdress/8k/run/physical_rd.json
8iVFB,longdress,Ours,Ours Full,8k,1.010268472177219,36.5329,39.8767,39.3125,37.298325,False,n30_main:results/Ours/8iVFB/longdress/8k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,16k,0.18377593026071515,39.1044,50.4136,50.4783,41.939787499999994,False,n30_main:results/Ours/8iVFB/loot/16k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,16k,0.33994424334241913,41.8131,50.5515,50.6734,44.0129375,False,n30_main:results/Ours/8iVFB/loot/16k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,1k,0.05988438875677555,34.7983,47.8782,47.4983,38.0207875,False,n30_main:results/Ours/8iVFB/loot/1k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,1k,0.0638084653259405,34.967,47.8436,47.5216,38.1459,False,n30_main:results/Ours/8iVFB/loot/1k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,2k,0.10230415318800176,36.6009,49.0154,48.794,39.67685,False,n30_main:results/Ours/8iVFB/loot/2k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,2k,0.12282856380039366,37.3577,49.0295,48.7974,40.2466375,False,n30_main:results/Ours/8iVFB/loot/2k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,32k,0.24322320669079892,40.3484,51.0581,51.169,43.0396875,False,n30_main:results/Ours/8iVFB/loot/32k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,32k,0.7977399305835822,46.7617,51.067,51.1562,47.849175,False,n30_main:results/Ours/8iVFB/loot/32k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,4k,0.16402640059109508,38.4647,49.3876,49.2987,41.184312500000004,False,n30_main:results/Ours/8iVFB/loot/4k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,4k,0.16589406235059637,38.4809,49.3678,49.1038,41.169624999999996,False,n30_main:results/Ours/8iVFB/loot/4k/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,512,0.042707861192000346,33.6449,47.3648,47.0721,37.038287499999996,False,n30_main:results/Ours/8iVFB/loot/512/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,512,0.04298602358171331,33.6731,47.4333,47.0698,37.0677125,False,n30_main:results/Ours/8iVFB/loot/512/run/physical_rd.json
8iVFB,loot,Ours,Ours Base,8k,0.134292828004992,37.6072,49.5772,49.5411,40.595187499999994,False,n30_main:results/Ours/8iVFB/loot/8k/run/physical_rd.json
8iVFB,loot,Ours,Ours Full,8k,0.23382529166692537,39.8468,49.5559,49.6269,42.28295,False,n30_main:results/Ours/8iVFB/loot/8k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,16k,0.317702071160935,38.3226,42.0281,36.4735,38.55465,False,n30_main:results/Ours/8iVFB/redandblack/16k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,16k,0.6622330211128283,41.1322,42.6936,40.214,41.2126,False,n30_main:results/Ours/8iVFB/redandblack/16k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,1k,0.11495979231639283,34.1731,39.6909,31.0981,34.478449999999995,False,n30_main:results/Ours/8iVFB/redandblack/1k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,1k,0.1411340506882093,34.8692,39.9118,31.109,35.0295,False,n30_main:results/Ours/8iVFB/redandblack/1k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,2k,0.16500657919917222,35.7253,40.2973,31.7672,35.8020375,False,n30_main:results/Ours/8iVFB/redandblack/2k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,2k,0.21092503408381516,36.9345,40.3656,31.7682,36.7176,False,n30_main:results/Ours/8iVFB/redandblack/2k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,32k,0.4100880174107915,39.1502,42.2328,36.7553,39.2361625,False,n30_main:results/Ours/8iVFB/redandblack/32k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,32k,1.1902582979077223,46.2263,43.3438,39.9978,45.087424999999996,False,n30_main:results/Ours/8iVFB/redandblack/32k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,4k,0.2815712473818483,37.8181,41.1688,35.8741,37.9939375,False,n30_main:results/Ours/8iVFB/redandblack/4k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,4k,0.3282921401996328,38.0405,41.4401,37.3383,38.377674999999996,False,n30_main:results/Ours/8iVFB/redandblack/4k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,512,0.08965132224086073,33.5624,39.2695,30.3598,33.8754625,False,n30_main:results/Ours/8iVFB/redandblack/512/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,512,0.09256543894542762,33.6595,39.4742,30.3323,33.970437499999996,False,n30_main:results/Ours/8iVFB/redandblack/512/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Base,8k,0.24087919745648292,37.1725,41.79,35.9386,37.59545,False,n30_main:results/Ours/8iVFB/redandblack/8k/run/physical_rd.json
8iVFB,redandblack,Ours,Ours Full,8k,0.4506956001852998,39.2827,41.8061,39.0287,39.566375,False,n30_main:results/Ours/8iVFB/redandblack/8k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,16k,0.3020353671089009,37.5321,49.0435,50.1629,40.549875,False,n30_main:results/Ours/8iVFB/soldier/16k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,16k,0.538180923357185,40.5835,49.08,50.2677,42.8560875,False,n30_main:results/Ours/8iVFB/soldier/16k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,1k,0.1122477368741455,32.9555,46.9362,47.4435,36.5140875,False,n30_main:results/Ours/8iVFB/soldier/1k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,1k,0.12246543218151651,33.3844,47.0156,47.4719,36.8492375,False,n30_main:results/Ours/8iVFB/soldier/1k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,2k,0.17032185556578835,34.5814,48.2771,49.0107,38.097025,False,n30_main:results/Ours/8iVFB/soldier/2k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,2k,0.20586709466885686,35.7074,48.2975,49.0144,38.9445375,False,n30_main:results/Ours/8iVFB/soldier/2k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,32k,0.39337025097076367,38.7975,50.102,51.219,41.76325,False,n30_main:results/Ours/8iVFB/soldier/32k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,32k,1.1656032416024005,45.8462,50.019,51.1781,47.034287500000005,False,n30_main:results/Ours/8iVFB/soldier/32k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,4k,0.27468044451749213,37.1159,47.3584,48.6007,39.831812500000005,False,n30_main:results/Ours/8iVFB/soldier/4k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,4k,0.2813355357816748,37.2169,47.3335,48.3905,39.878175,False,n30_main:results/Ours/8iVFB/soldier/4k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,512,0.08337962576130002,31.7325,46.338,46.9396,35.459075,False,n30_main:results/Ours/8iVFB/soldier/512/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,512,0.08523071074868858,31.8147,46.4137,46.9658,35.5334625,False,n30_main:results/Ours/8iVFB/soldier/512/run/physical_rd.json
8iVFB,soldier,Ours,Ours Base,8k,0.2258911330641792,36.0651,47.7901,48.886,39.1333375,False,n30_main:results/Ours/8iVFB/soldier/8k/run/physical_rd.json
8iVFB,soldier,Ours,Ours Full,8k,0.37705572812556526,38.5452,47.7095,48.8827,40.982925,False,n30_main:results/Ours/8iVFB/soldier/8k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,16k,0.1771376396133215,39.3337,44.914,49.2806,41.2746,False,n30_main:results/Ours/Owlii/basketball_player/16k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,16k,0.3289856910867264,42.0039,45.4562,49.5725,43.3815125,False,n30_main:results/Ours/Owlii/basketball_player/16k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,1k,0.06098839889125703,35.2484,43.4344,46.4701,37.674362499999994,False,n30_main:results/Ours/Owlii/basketball_player/1k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,1k,0.0683934153628973,35.7023,43.4488,46.4746,38.01715,False,n30_main:results/Ours/Owlii/basketball_player/1k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,2k,0.09249739706637763,36.913,43.859,47.4026,39.09245,False,n30_main:results/Ours/Owlii/basketball_player/2k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,2k,0.10911598220083218,37.8269,43.8903,47.4002,39.781487500000004,False,n30_main:results/Ours/Owlii/basketball_player/2k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,32k,0.23675957684902482,40.1079,45.315,49.796,41.9698,False,n30_main:results/Ours/Owlii/basketball_player/32k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,32k,0.7627568866276404,46.0289,45.521,49.8957,46.4487625,False,n30_main:results/Ours/Owlii/basketball_player/32k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,4k,0.15043135225698523,38.7556,44.1707,48.0487,40.594125,False,n30_main:results/Ours/Owlii/basketball_player/4k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,4k,0.16116209525795103,39.1507,44.1945,47.974,40.8840875,False,n30_main:results/Ours/Owlii/basketball_player/4k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,512,0.04815772584609472,34.2214,43.3292,46.2919,36.8686875,False,n30_main:results/Ours/Owlii/basketball_player/512/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,512,0.04967490018424625,34.3225,43.3507,46.2535,36.942400000000006,False,n30_main:results/Ours/Owlii/basketball_player/512/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Base,8k,0.13171283707833417,38.1844,44.4253,48.4907,40.2528,False,n30_main:results/Ours/Owlii/basketball_player/8k/run/physical_rd.json
Owlii,basketball_player,Ours,Ours Full,8k,0.21787025396342957,40.2047,44.5524,48.6553,41.8044875,False,n30_main:results/Ours/Owlii/basketball_player/8k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,16k,0.21620482082166492,38.513,45.7667,48.9782,40.7278625,False,n30_main:results/Ours/Owlii/dancer/16k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,16k,0.4089009426840143,41.4612,46.4958,49.7076,43.121325000000006,False,n30_main:results/Ours/Owlii/dancer/16k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,1k,0.07260005868628194,33.5125,43.8427,45.0926,36.251287500000004,False,n30_main:results/Ours/Owlii/dancer/1k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,1k,0.08606941504590919,34.789,43.8746,45.1534,37.22025,False,n30_main:results/Ours/Owlii/dancer/1k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,2k,0.11192556528279096,35.0693,44.2752,46.16,37.606375,False,n30_main:results/Ours/Owlii/dancer/2k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,2k,0.14077870428666253,36.8635,44.2922,46.1887,38.9577375,False,n30_main:results/Ours/Owlii/dancer/2k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,32k,0.2855230058771747,39.382,46.1642,49.4983,41.49431249999999,False,n30_main:results/Ours/Owlii/dancer/32k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,32k,0.9174774015081805,45.6367,46.5412,49.9997,46.2951375,False,n30_main:results/Ours/Owlii/dancer/32k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,4k,0.19069053242132192,38.0255,45.002,47.971,40.140750000000004,False,n30_main:results/Ours/Owlii/dancer/4k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,4k,0.2038294223389617,38.377,45.0242,47.9982,40.41055,False,n30_main:results/Ours/Owlii/dancer/4k/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,512,0.056270458294280366,32.6528,43.6509,44.5537,35.515175,False,n30_main:results/Ours/Owlii/dancer/512/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,512,0.06123885031864372,33.3529,43.6373,44.5137,36.03355,False,n30_main:results/Ours/Owlii/dancer/512/run/physical_rd.json
Owlii,dancer,Ours,Ours Base,8k,0.16299972366168214,37.3145,45.3068,48.2481,39.680237500000004,False,n30_main:results/Ours/Owlii/dancer/8k/run/physical_rd.json
Owlii,dancer,Ours,Ours Full,8k,0.28044065990729844,39.5917,45.5993,48.786,41.4919375,False,n30_main:results/Ours/Owlii/dancer/8k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,16k,0.15188138916660854,38.3509,45.1441,48.6604,40.4887375,False,n30_main:results/Ours/Owlii/exercise/16k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,16k,0.3289234036286979,40.7381,45.573,48.9831,42.3730875,False,n30_main:results/Ours/Owlii/exercise/16k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,1k,0.04405899540406272,35.2551,43.6672,46.7296,37.740925,False,n30_main:results/Ours/Owlii/exercise/1k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,1k,0.049453215218520155,35.5932,43.6829,46.7162,37.99478750000001,False,n30_main:results/Ours/Owlii/exercise/1k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,2k,0.06946763080595535,36.5472,44.2265,47.3862,38.8619875,False,n30_main:results/Ours/Owlii/exercise/2k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,2k,0.08261216644578266,37.1186,44.2389,47.3629,39.28917500000001,False,n30_main:results/Ours/Owlii/exercise/2k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,32k,0.20940733334883396,39.0215,45.4958,49.1307,41.094437500000005,False,n30_main:results/Ours/Owlii/exercise/32k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,32k,0.9380486254814884,45.2752,45.6582,49.2481,45.81968750000001,False,n30_main:results/Ours/Owlii/exercise/32k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,4k,0.12188456679609694,37.8766,44.5002,47.8261,39.948237500000005,False,n30_main:results/Ours/Owlii/exercise/4k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,4k,0.1298208902012757,38.1017,44.5107,47.7403,40.10765,False,n30_main:results/Ours/Owlii/exercise/4k/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,512,0.03322095375386547,34.3692,43.2242,46.2802,36.964949999999995,False,n30_main:results/Ours/Owlii/exercise/512/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,512,0.034560208328489384,34.4706,43.2618,46.2103,37.0369625,False,n30_main:results/Ours/Owlii/exercise/512/run/physical_rd.json
Owlii,exercise,Ours,Ours Base,8k,0.10745037860292807,37.4713,44.5851,48.0791,39.686499999999995,False,n30_main:results/Ours/Owlii/exercise/8k/run/physical_rd.json
Owlii,exercise,Ours,Ours Full,8k,0.19574197648554179,39.13,44.7069,48.2428,40.966212500000005,False,n30_main:results/Ours/Owlii/exercise/8k/run/physical_rd.json
Owlii,model,Ours,Ours Base,16k,0.29618322931790714,36.2527,44.1377,47.0494,38.587912499999995,False,n30_main:results/Ours/Owlii/model/16k/run/physical_rd.json
Owlii,model,Ours,Ours Full,16k,0.6210823178843187,40.768,44.7761,47.8126,42.149587499999996,False,n30_main:results/Ours/Owlii/model/16k/run/physical_rd.json
Owlii,model,Ours,Ours Base,1k,0.09737364216159512,31.6899,42.1014,42.8222,34.382875000000006,False,n30_main:results/Ours/Owlii/model/1k/run/physical_rd.json
Owlii,model,Ours,Ours Full,1k,0.12906933432661097,33.068,42.1562,42.8899,35.4317625,False,n30_main:results/Ours/Owlii/model/1k/run/physical_rd.json
Owlii,model,Ours,Ours Base,2k,0.14115894215931463,32.9551,42.664,43.6731,35.5084625,False,n30_main:results/Ours/Owlii/model/2k/run/physical_rd.json
Owlii,model,Ours,Ours Full,2k,0.207238257405873,35.2292,42.6103,43.7214,37.2133625,False,n30_main:results/Ours/Owlii/model/2k/run/physical_rd.json
Owlii,model,Ours,Ours Base,32k,0.3782320164803004,37.0053,44.5481,47.6828,39.28283749999999,False,n30_main:results/Ours/Owlii/model/32k/run/physical_rd.json
Owlii,model,Ours,Ours Full,32k,1.2259154244361503,45.771,44.8182,48.0778,45.94025,False,n30_main:results/Ours/Owlii/model/32k/run/physical_rd.json
Owlii,model,Ours,Ours Base,4k,0.27019178873592753,36.0268,43.4745,45.6706,38.163237499999994,False,n30_main:results/Ours/Owlii/model/4k/run/physical_rd.json
Owlii,model,Ours,Ours Full,4k,0.30676467681735603,36.9943,43.5207,45.7774,38.9079875,False,n30_main:results/Ours/Owlii/model/4k/run/physical_rd.json
Owlii,model,Ours,Ours Base,512,0.08054062682913851,31.0083,41.9201,42.5519,33.815225,False,n30_main:results/Ours/Owlii/model/512/run/physical_rd.json
Owlii,model,Ours,Ours Full,512,0.08754627482877363,31.3899,41.9715,42.5307,34.1052,False,n30_main:results/Ours/Owlii/model/512/run/physical_rd.json
Owlii,model,Ours,Ours Base,8k,0.22748895865481827,35.2429,43.5302,46.0253,37.6266125,False,n30_main:results/Ours/Owlii/model/8k/run/physical_rd.json
Owlii,model,Ours,Ours Full,8k,0.42948514264429766,38.599,43.7101,46.4333,40.217175,False,n30_main:results/Ours/Owlii/model/8k/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R01,1.898844476354541,41.3234,42.3937,41.9483,41.53530000000001,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R01/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R02,1.4832942097938613,39.4788,41.755,41.2506,39.9848,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R02/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R03,1.1263010422324429,37.4815,40.6784,40.2122,38.222449999999995,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R03/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R04,0.6538067942086283,33.8028,37.8419,35.7742,34.5541125,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R04/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R05,0.5071343153458295,32.8179,37.1677,35.2394,33.6643125,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R05/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R06,0.3448155288204894,31.311,35.1755,32.9423,31.997974999999997,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R06/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R07,0.2430772314986841,29.8635,34.3063,32.0943,30.697699999999998,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R07/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R08,0.1592230927565894,28.0956,33.2014,31.0253,29.1000375,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R08/run/physical_rd.json
8iVFB,longdress,Original_Unicorn,Original Unicorn,R09,0.10351925367671913,26.4927,32.197,30.1411,27.6617875,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/longdress/R09/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R01,0.45007668092662845,43.682,51.3814,51.4599,45.6166625,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R01/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R02,0.3417920363597981,42.1432,50.6434,50.6538,44.269549999999995,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R02/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R03,0.2537635743867078,40.324,49.7057,49.6222,42.6589875,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R03/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R04,0.17883854784331013,39.0791,49.1962,49.1182,41.598625,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R04/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R05,0.11655004128972972,37.1498,48.4544,48.6605,40.001712500000004,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R05/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R06,0.06873591337228435,35.1748,47.6342,47.3067,38.248712499999996,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R06/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R07,0.04358208584538393,33.6702,46.9831,46.8214,36.978212500000005,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R07/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R08,0.028710332366801816,32.2364,46.434,46.337,35.773675000000004,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R08/run/physical_rd.json
8iVFB,loot,Original_Unicorn,Original Unicorn,R09,0.021964894416262565,31.3414,45.7813,45.9516,34.9726625,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/loot/R09/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R01,0.8738232340096425,42.8344,44.0091,41.1474,42.7703625,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R01/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R02,0.6679028786141052,41.4842,43.5312,40.6292,41.6332,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R02/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R03,0.49694136527951366,39.8969,42.8505,39.7391,40.246375,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R03/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R04,0.34176465076132617,38.2112,40.7705,35.1312,38.146112499999994,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R04/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R05,0.25609384300460214,36.9904,40.4735,34.39,37.1007375,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R05/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R06,0.1533923459563331,35.2788,39.833,31.0987,35.3255625,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R06/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R07,0.09990352267613051,33.9443,39.6383,30.0241,34.166025,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R07/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R08,0.06738366959618103,32.6934,39.2283,29.0272,33.051987499999996,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R08/run/physical_rd.json
8iVFB,redandblack,Original_Unicorn,Original Unicorn,R09,0.04772394023421157,31.5822,39.1232,27.974,32.0738,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/redandblack/R09/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R01,0.7289161328116751,42.9022,50.3468,51.4304,44.8988,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R01/run/physical_rd.json
8iVFB,soldier,Original_Unicorn,Original Unicorn,R02,0.5585428582184593,41.2367,49.2011,50.2818,43.3628875,False,n30_8i_runtime:results/Original_Unicorn/8iVFB/soldier/R02/run/physical_rd.json
