sequence,frame,endpoint,source,checkpoint_profile,lambda,checkpoint_step,points,physical_bits,physical_bpp,base_bits,enhancement_bits,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,num_base_residual_streams,num_native_r5_streams,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,hard_max_abs_difference,seconds
basketball_player,0200,R01,OFFICIAL_RELEASED,32k8k,32768,,796217,422816,0.5310311133773833,,,,,,,,,1,3.87256e-05,2.23974e-05,8.85469e-06,44.12,46.498,50.5283,45.218287499999995,,37.807549715042114
basketball_player,0200,B_native,CURRENT_CANONICAL_DIAGNOSTIC,32k8k,32768,0,796217,188512,0.23675957684902482,188512,0,12176,4416,15088,46160,110672,4,0,0.000161627,2.95963e-05,1.05513e-05,37.9149,45.2876,49.7669,40.31798750000001,,25.67559564858675
basketball_player,0200,Canonical_Base,CURRENT_CANONICAL,32k8k,32768,5525,796217,188512,0.23675957684902482,188512,0,12176,4416,15088,46160,110672,4,0,9.75459e-05,2.94105e-05,1.04809e-05,40.1079,45.315,49.796,41.9698,,51.52356983721256
basketball_player,0200,Canonical_Full_step1763,CURRENT_CANONICAL,32k8k,32768,1763,796217,387944,0.4872340078144526,188512,199432,12176,4416,15088,46160,110672,4,0,4.40109e-05,2.35032e-05,9.39384e-06,43.5644,46.2887,50.2716,44.743337499999996,0.0,28.501864731311798
basketball_player,0200,Canonical_Full_step3525,CURRENT_CANONICAL,32k8k,32768,3525,796217,384792,0.4832752880182161,188512,196280,12176,4416,15088,46160,110672,4,0,4.80609e-05,2.31766e-05,9.65535e-06,43.1821,46.3495,50.1523,44.449299999999994,0.0,28.691265165805817
