step,R_noise,D_F,D_Y,D_U,D_V,lambda_D,loss,gradient_norm,lr,points,step_seconds,peak_gpu_memory_gib,finite
1764,1.138890027999878,5.3463085350813344e-05,6.207125261425972e-05,3.0005980079295114e-05,2.5271168851759285e-05,1.7518783807754517,2.890768527984619,26.927371978759766,1e-05,243223,3.6401979699730873,5.124252796173096,True
1765,0.6574223637580872,4.0435013943351805e-05,4.620802428689785e-05,2.0341747585916892e-05,2.5890214601531625e-05,1.324974536895752,1.9823968410491943,32.118465423583984,1e-05,251788,1.3092340156435966,8.094128608703613,True
1766,1.3492213487625122,4.9676469643600285e-05,6.199727795319632e-05,1.2512493412941694e-05,1.2915584193251561e-05,1.6277985572814941,2.977019786834717,37.09315872192383,1e-05,290728,1.640406295657158,8.99193286895752,True
1767,1.3691493272781372,5.2894774853484705e-05,5.8291599998483434e-05,2.880120518966578e-05,4.4607393647311255e-05,1.7332559823989868,3.102405309677124,249.16624450683594,1e-05,304331,1.6881266385316849,9.905967235565186,True
1768,0.7804722785949707,3.876787377521396e-05,4.733275272883475e-05,1.367484492220683e-05,1.2471638910938054e-05,1.270345687866211,2.0508179664611816,14.32530689239502,1e-05,330001,1.768999569118023,10.662118434906006,True
1769,0.6749314665794373,3.482839747448452e-05,4.3845233449246734e-05,7.01047702023061e-06,8.545323908037972e-06,1.1412569284439087,1.8161883354187012,25.539268493652344,1e-05,290294,1.6059391796588898,10.662118434906006,True
1770,1.6457397937774658,5.473987403092906e-05,6.38172568869777e-05,3.1837735150475055e-05,2.3177723051048815e-05,1.7937161922454834,3.439455986022949,37.618553161621094,1e-05,286437,1.6504604443907738,10.662118434906006,True
1771,0.9889999628067017,4.722572703030892e-05,5.832707756781019e-05,1.386197345709661e-05,1.3981363736093044e-05,1.5474926233291626,2.5364925861358643,29.541757583618164,1e-05,253082,1.4401374161243439,10.662118434906006,True
1772,1.1325304508209229,4.5759763452224433e-05,5.502197382156737e-05,1.8860875570680946e-05,1.7085376384784468e-05,1.4994559288024902,2.631986379623413,11.29164981842041,1e-05,226804,1.4223046898841858,10.662118434906006,True
1773,1.7045561075210571,5.374138709157705e-05,5.608067658613436e-05,4.176019137958065e-05,5.168687130208127e-05,1.7609977722167969,3.4655537605285645,16.59910011291504,1e-05,279848,1.6344909816980362,10.662118434906006,True
1774,0.9275761246681213,3.400399873498827e-05,4.120837547816336e-05,1.2376341146591585e-05,1.240540495928144e-05,1.1142430305480957,2.0418190956115723,21.10395622253418,1e-05,286884,1.4127478897571564,10.662118434906006,True
1775,0.8552212119102478,3.6707242543343455e-05,4.408833774505183e-05,1.7253860278287902e-05,1.1874082701979205e-05,1.2028229236602783,2.058044195175171,22.067956924438477,1e-05,289442,1.6793166995048523,10.662118434906006,True
1776,1.0548028945922852,4.208463724353351e-05,4.50561819889117e-05,3.010492400790099e-05,3.6235076549928635e-05,1.379029393196106,2.4338321685791016,19.269620895385742,1e-05,268357,1.4823037758469582,10.662118434906006,True
1777,1.5687137842178345,4.860575791099109e-05,5.987753320368938e-05,1.6662603229633532e-05,1.2918263564642984e-05,1.592713475227356,3.1614272594451904,10.158809661865234,1e-05,245124,1.3959103748202324,10.662118434906006,True
1778,1.0850287675857544,3.86700703529641e-05,4.444005389814265e-05,1.9411440007388592e-05,2.3308795789489523e-05,1.2671408653259277,2.3521695137023926,9.860349655151367,1e-05,272984,1.5405169650912285,10.662118434906006,True
1779,1.7266581058502197,5.7665220083436e-05,5.627072823699564e-05,7.494859164580703e-05,4.8748788685770705e-05,1.8895739316940308,3.616231918334961,25.823392868041992,1e-05,254068,1.4862492382526398,10.662118434906006,True
1780,2.648817777633667,7.606086728628725e-05,7.133986946428195e-05,9.299024532083422e-05,8.745744707994163e-05,2.4923624992370605,5.141180038452148,25.242176055908203,1e-05,278899,1.6582251712679863,10.662118434906006,True
1781,1.8609555959701538,5.397901622927748e-05,5.8685945987235755e-05,3.9554306567879394e-05,4.016214006696828e-05,1.7687844038009644,3.629739999771118,21.28141975402832,1e-05,307055,1.6637483686208725,10.662118434906006,True
1782,1.2346807718276978,4.3897030991502106e-05,5.0630595069378614e-05,2.8453645427362062e-05,1.8939028450404294e-05,1.438417911529541,2.673098564147949,10.272056579589844,1e-05,288274,1.5560617819428444,10.662118434906006,True
1783,2.2939066886901855,6.010661309119314e-05,6.024686081218533e-05,9.173413127427921e-05,2.7637614039122127e-05,1.9695734977722168,4.263480186462402,40.995426177978516,1e-05,275109,1.6298424825072289,10.662118434906006,True
1784,0.9738608002662659,3.208325506420806e-05,3.7419853470055386e-05,1.4609192476200406e-05,1.7537740859552287e-05,1.0513041019439697,2.025164842605591,7.774128437042236,1e-05,281749,1.5438159331679344,10.662118434906006,True
1785,1.002101182937622,3.2549021852901205e-05,4.027228715131059e-05,9.45382817008067e-06,9.304616469307803e-06,1.0665663480758667,2.068667411804199,15.39755916595459,1e-05,320234,1.6830781251192093,10.662118434906006,True
1786,1.2610105276107788,4.54078362963628e-05,5.613970279227942e-05,1.2919464097649325e-05,1.3505011338565964e-05,1.4879239797592163,2.748934507369995,13.257568359375,1e-05,249428,1.4305526912212372,10.662118434906006,True
1787,1.1651428937911987,3.6465065932134166e-05,4.383851046441123e-05,2.019203566305805e-05,8.497437193000223e-06,1.1948872804641724,2.360030174255371,13.167315483093262,1e-05,255741,1.4651064202189445,10.662118434906006,True
1788,0.8225936889648438,2.7940637664869428e-05,3.271103196311742e-05,1.3558152204495855e-05,1.3700757335755043e-05,0.9155588150024414,1.7381525039672852,15.367658615112305,1e-05,251230,1.4759305492043495,10.662118434906006,True
1789,0.6854498386383057,3.0734780011698604e-05,3.435819235164672e-05,2.063919964712113e-05,1.9089888155576773e-05,1.0071172714233398,1.6925671100616455,4.702599048614502,1e-05,306819,1.756396546959877,10.662118434906006,True
1790,0.986361563205719,3.6692006688099355e-05,3.825386011158116e-05,3.0935221730032936e-05,3.307768201921135e-05,1.2023236751556396,2.188685178756714,5.986725330352783,1e-05,263630,1.3497727885842323,10.662118434906006,True
1791,0.7597319483757019,2.4489945644745603e-05,2.78976858680835e-05,1.5701076335972175e-05,1.2832379979954567e-05,0.8024865388870239,1.562218427658081,9.15280532836914,1e-05,312754,1.6119814366102219,10.662118434906006,True
1792,1.0059809684753418,3.4184326068498194e-05,4.2445550207048655e-05,9.771725672180764e-06,9.029589818965178e-06,1.1201519966125488,2.1261329650878906,14.705723762512207,1e-05,259933,1.467584453523159,10.662118434906006,True
1793,1.6491508483886719,4.8283491196343675e-05,4.962857929058373e-05,5.13029117428232e-05,3.719353480846621e-05,1.5821534395217896,3.231304168701172,10.279976844787598,1e-05,262051,1.546014927327633,10.662118434906006,True
1794,0.9744327068328857,3.0383647754206322e-05,3.516269498504698e-05,1.252815764019033e-05,1.956485903065186e-05,0.9956113696098328,1.9700441360473633,10.475486755371094,1e-05,276722,1.5542538315057755,10.662118434906006,True
1795,0.8612851500511169,2.8600792575161904e-05,3.472958269412629e-05,9.939765732269734e-06,1.048908870870946e-05,0.9371907711029053,1.798475980758667,10.57022476196289,1e-05,243075,1.4045283570885658,10.662118434906006,True
1796,1.0948526859283447,3.120431210845709e-05,3.5043820389546454e-05,2.49307558988221e-05,1.4440828635997605e-05,1.0225028991699219,2.1173555850982666,6.539993762969971,1e-05,245942,1.4612896740436554,10.662118434906006,True
1797,1.5152156352996826,4.233805520925671e-05,4.757638816954568e-05,3.175898382323794e-05,2.1487114281626418e-05,1.3873333930969238,2.9025490283966064,6.543787956237793,1e-05,311362,1.7244609370827675,10.662118434906006,True
1798,0.9057667255401611,2.975869574584067e-05,3.641846706159413e-05,7.210524017864373e-06,1.234825231222203e-05,0.975132942199707,1.8808996677398682,8.16043758392334,1e-05,288816,1.6534134894609451,10.662118434906006,True
1799,0.734569251537323,2.4931801817729138e-05,3.0437462555710226e-05,7.458368145307759e-06,9.371276973979548e-06,0.8169652819633484,1.5515345335006714,15.999056816101074,1e-05,267144,1.373324565589428,10.662118434906006,True
1800,0.9760067462921143,3.183575245202519e-05,3.878891220665537e-05,1.0094642675539944e-05,1.185790551971877e-05,1.0431939363479614,2.0192008018493652,8.410256385803223,1e-05,341718,2.1203127801418304,10.662118434906006,True
1801,1.4617992639541626,4.304268441046588e-05,4.774025364895351e-05,3.0661449272884056e-05,2.7238505936111324e-05,1.410422682762146,2.8722219467163086,6.375047206878662,1e-05,327071,1.7262182757258415,10.829399585723877,True
1802,1.6190993785858154,4.460410127649084e-05,4.854475992033258e-05,2.792653140204493e-05,3.76377283828333e-05,1.4615871906280518,3.080686569213867,8.686982154846191,1e-05,255525,1.5331512168049812,10.829399585723877,True
1803,1.3630706071853638,3.249888322898187e-05,3.994893268099986e-05,8.519965376763139e-06,1.1777498002629727e-05,1.0649234056472778,2.4279940128326416,62.497982025146484,1e-05,274004,1.6220132932066917,10.829399585723877,True
1804,1.3064645528793335,3.4188342397101223e-05,4.289225398679264e-05,8.840333975967951e-06,7.312848538276739e-06,1.120283603668213,2.426748275756836,11.599130630493164,1e-05,275474,1.5891181081533432,10.829399585723877,True
1805,1.1352952718734741,3.35431432176847e-05,4.0606464608572423e-05,1.3302002116688527e-05,1.1404378710722085e-05,1.0991417169570923,2.2344369888305664,10.923661231994629,1e-05,299936,1.6950466334819794,10.829399585723877,True
1806,0.8103727102279663,2.271981065860018e-05,2.7353315090294927e-05,9.524545930617023e-06,8.114050615404267e-06,0.7444827556610107,1.554855465888977,12.348986625671387,1e-05,229137,1.3354731276631355,10.829399585723877,True
1807,1.115224838256836,3.5052562452619895e-05,3.796213059104048e-05,2.6214465833618306e-05,2.6433272068970837e-05,1.1486023664474487,2.263827323913574,9.64999771118164,1e-05,318734,1.7307112365961075,10.829399585723877,True
1808,1.1962300539016724,3.3627813536440954e-05,3.938609370379709e-05,1.3895844858780038e-05,1.8810103938449174e-05,1.1019161939620972,2.2981462478637695,4.196664333343506,1e-05,326060,1.860882818698883,10.829399585723877,True
1809,1.3912014961242676,3.204456879757345e-05,3.5645865864353254e-05,2.421817771391943e-05,1.826316110964399e-05,1.0500364303588867,2.4412379264831543,15.292478561401367,1e-05,263040,1.4747374281287193,10.829399585723877,True
1810,1.8083248138427734,4.041317879455164e-05,4.747695493279025e-05,2.2599644580623135e-05,1.584407982591074e-05,1.3242590427398682,3.1325838565826416,8.202997207641602,1e-05,271019,1.598003089427948,10.829399585723877,True
1811,0.9901320934295654,3.563004793250002e-05,4.143053592997603e-05,1.8020811694441363e-05,1.8436387108522467e-05,1.1675254106521606,2.1576576232910156,8.669901847839355,1e-05,248677,1.484627440571785,10.829399585723877,True
1812,1.5864442586898804,3.8923764805076644e-05,4.5467302697943524e-05,1.9703815269167535e-05,1.8882472431869246e-05,1.2754539251327515,2.861898183822632,4.781891345977783,1e-05,304575,1.724762186408043,10.829399585723877,True
