label,checkpoint_step,model_id,sample,points,base_bits,enhancement_bits,full_bits,base_bpp,enhancement_bpp,full_bpp,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,hard_full_max_abs_difference
D111_p200,1963,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,122176,162328,0.6415492282619116,1.9521298692998434,2.593679097561755,7.88164e-05,4.17789e-05,1.91127e-05,41.0338,43.7904,47.1868,42.1475,0.0
D111_p300,2063,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,120984,161136,0.6415492282619116,1.933084076310996,2.5746333045729077,8.0161e-05,4.15106e-05,1.92401e-05,40.9604,43.8184,47.1579,42.0923375,0.0
D411_p100,1863,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,138264,178416,0.6415492282619116,2.209184162592273,2.8507333908541845,5.17331e-05,4.69777e-05,2.06466e-05,42.8623,43.2811,46.8515,43.41329999999999,0.0
D411_p200,1963,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,144160,184312,0.6415492282619116,2.303390534624357,2.9449397628862686,4.53583e-05,4.76523e-05,2.09453e-05,43.4334,43.2192,46.7891,43.8260875,0.0
D411_p300,2063,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,145360,185512,0.6415492282619116,2.3225641517272235,2.964113379989135,4.38337e-05,4.7785e-05,2.11929e-05,43.5819,43.2071,46.7381,43.929575,0.0
D611_p100,1863,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,141728,181880,0.6415492282619116,2.2645320039625476,2.906081232224459,4.74961e-05,4.80887e-05,2.10625e-05,43.2334,43.1796,46.7649,43.6681125,0.0
D611_p200,1963,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,147552,187704,0.6415492282619116,2.3575879589684594,2.999137187230371,4.15646e-05,4.9127e-05,2.14257e-05,43.8128,43.0868,46.6907,44.0817875,0.0
D611_p300,2063,RWT453,RWT453/masaryk_vsetin_P0.h5,62586,40152,149064,189216,0.6415492282619116,2.3817467165180712,3.0232959447799828,3.98262e-05,4.93327e-05,2.17012e-05,43.9983,43.0687,46.6352,44.2117125,0.0
D111_p100,1863,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,231720,300392,0.7082873498014542,2.3899747305450982,3.0982620803465526,8.20192e-05,4.13149e-05,4.53656e-05,40.8608,43.8389,43.4327,41.55455,0.0
D111_p200,1963,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,232040,300712,0.7082873498014542,2.3932752307771645,3.101562580578619,8.11929e-05,4.10248e-05,4.36493e-05,40.9048,43.8695,43.6002,41.6123125,0.0
D111_p300,2063,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,230936,299608,0.7082873498014542,2.3818885049765357,3.0901758547779896,8.27151e-05,4.10189e-05,4.41046e-05,40.8242,43.8702,43.5552,41.546325,0.0
D411_p100,1863,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,260952,329624,0.7082873498014542,2.691475426744366,3.39976277654582,5.3938e-05,4.35441e-05,4.9103e-05,42.681,43.6107,43.0889,42.848200000000006,0.0
D411_p200,1963,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,270344,339016,0.7082873498014542,2.7883451085555153,3.4966324583569697,4.70276e-05,4.41381e-05,4.78644e-05,43.2765,43.5519,43.1999,43.30135,0.0
D411_p300,2063,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,271904,340576,0.7082873498014542,2.804435047186839,3.5127223969882935,4.52729e-05,4.47937e-05,4.84082e-05,43.4416,43.4878,43.1508,43.411025,0.0
D611_p100,1863,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,266960,335632,0.7082873498014542,2.753442318601413,3.4617296684028673,4.95281e-05,4.47472e-05,5.07713e-05,43.0515,43.4923,42.9438,43.0931375,0.0
D611_p200,1963,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,276320,344992,0.7082873498014542,2.8499819503893558,3.55826930019081,4.30862e-05,4.54781e-05,5.04866e-05,43.6566,43.422,42.9682,43.541225,0.0
D611_p300,2063,RWT463,RWT463/pruchod_art_den_P0.h5,96955,68672,278040,346712,0.7082873498014542,2.867722139136713,3.5760094889381673,4.1223e-05,4.59587e-05,5.08257e-05,43.8486,43.3763,42.9392,43.6758875,0.0
D111_p100,1863,RWT499,RWT499/mesh_P0.h5,99770,34856,65304,100160,0.34936353613310617,0.6545454545454545,1.0039089906785608,4.55714e-05,1.27674e-05,8.95155e-06,43.4131,48.939,50.481,44.987325000000006,0.0
D111_p200,1963,RWT499,RWT499/mesh_P0.h5,99770,34856,65448,100304,0.34936353613310617,0.6559887741806154,1.0053523103137216,4.53526e-05,1.26893e-05,9.08188e-06,43.434,48.9656,50.4182,44.998475,0.0
D111_p300,2063,RWT499,RWT499/mesh_P0.h5,99770,34856,64056,98912,0.34936353613310617,0.6420366843740604,0.9914002205071665,4.67423e-05,1.27069e-05,9.0121e-06,43.3029,48.9596,50.4517,44.90358750000001,0.0
D411_p100,1863,RWT499,RWT499/mesh_P0.h5,99770,34856,84816,119672,0.34936353613310617,0.8501152651097524,1.1994788012428585,2.99319e-05,1.36352e-05,9.43703e-06,45.2387,48.6534,50.2516,46.29215,0.0
D411_p200,1963,RWT499,RWT499/mesh_P0.h5,99770,34856,89072,123928,0.34936353613310617,0.8927733787711737,1.2421369149042798,2.72792e-05,1.39357e-05,9.64635e-06,45.6417,48.5587,50.1564,46.5706625,0.0
D411_p300,2063,RWT499,RWT499/mesh_P0.h5,99770,34856,89296,124152,0.34936353613310617,0.8950185426480906,1.2443820787811968,2.72215e-05,1.4003e-05,9.69243e-06,45.6509,48.5378,50.1357,46.5723625,0.0
D611_p100,1863,RWT499,RWT499/mesh_P0.h5,99770,34856,89080,123936,0.34936353613310617,0.8928535631953493,1.2422170993284554,2.7528e-05,1.41389e-05,9.63118e-06,45.6023,48.4958,50.1632,46.5341,0.0
D611_p200,1963,RWT499,RWT499/mesh_P0.h5,99770,34856,93120,127976,0.34936353613310617,0.9333466974040293,1.2827102335371354,2.52099e-05,1.44366e-05,9.84914e-06,45.9843,48.4053,50.066,46.797137500000005,0.0
D611_p300,2063,RWT499,RWT499/mesh_P0.h5,99770,34856,94200,129056,0.34936353613310617,0.9441715946677358,1.293535130800842,2.47252e-05,1.4495e-05,9.83417e-06,46.0686,48.3878,50.0726,46.859,0.0
D111_p100,1863,RWT529,RWT529/kleste_P0.h5,82926,44392,118328,162720,0.5353206473241203,1.4269107396956322,1.9622313870197525,8.01238e-05,2.32746e-05,1.79527e-05,40.9624,46.3312,47.4587,42.44553750000001,0.0
D111_p200,1963,RWT529,RWT529/kleste_P0.h5,82926,44392,118808,163200,0.5353206473241203,1.4326990328726816,1.968019680196802,7.94338e-05,2.33317e-05,1.78527e-05,40.9999,46.3205,47.483,42.475362499999996,0.0
D111_p300,2063,RWT529,RWT529/kleste_P0.h5,82926,44392,116912,161304,0.5353206473241203,1.4098352748233365,1.9451559221474568,8.14679e-05,2.3181e-05,1.79274e-05,40.8901,46.3487,47.4648,42.394262499999996,0.0
D411_p100,1863,RWT529,RWT529/kleste_P0.h5,82926,44392,147448,191840,0.5353206473241203,1.7780671924366303,2.3133878397607504,4.92442e-05,2.598e-05,1.99012e-05,43.0764,45.8536,47.0112,43.915400000000005,0.0
D411_p200,1963,RWT529,RWT529/kleste_P0.h5,82926,44392,154360,198752,0.5353206473241203,1.861418614186142,2.396739261510262,4.36006e-05,2.68207e-05,2.03754e-05,43.6051,45.7153,46.9089,44.281850000000006,0.0
D411_p300,2063,RWT529,RWT529/kleste_P0.h5,82926,44392,154584,198976,0.5353206473241203,1.864119817668765,2.3994404649928853,4.28629e-05,2.69314e-05,2.07449e-05,43.6792,45.6974,46.8309,44.3254375,0.0
D611_p100,1863,RWT529,RWT529/kleste_P0.h5,82926,44392,153144,197536,0.5353206473241203,1.8467549381376167,2.382075585461737,4.45746e-05,2.72926e-05,2.08927e-05,43.5091,45.6396,46.8,44.186775000000004,0.0
D611_p200,1963,RWT529,RWT529/kleste_P0.h5,82926,44392,159608,204000,0.5353206473241203,1.9247039529218821,2.4600246002460024,3.97506e-05,2.79057e-05,2.14568e-05,44.0066,45.5431,46.6843,44.533375,0.0
D611_p300,2063,RWT529,RWT529/kleste_P0.h5,82926,44392,160744,205136,0.5353206473241203,1.938402913440899,2.4737235607650194,3.85663e-05,2.7768e-05,2.15838e-05,44.1379,45.5646,46.6587,44.6313375,0.0
D111_p100,1863,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,130264,190256,1.1523405236165267,2.5021417183688364,3.6544822419853635,8.28824e-05,2.80604e-05,1.73897e-05,40.8154,45.5191,47.5971,42.251075,0.0
D111_p200,1963,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,130888,190880,1.1523405236165267,2.5141276579397247,3.6664681815562514,8.2228e-05,2.75129e-05,1.72335e-05,40.8498,45.6046,47.6363,42.2924625,0.0
D111_p300,2063,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,130760,190752,1.1523405236165267,2.511669003668773,3.6640095272853,8.25909e-05,2.76686e-05,1.72157e-05,40.8307,45.5801,47.6408,42.2756375,0.0
D411_p100,1863,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,143808,203800,1.1523405236165267,2.76229807341388,3.9146385970304065,5.55775e-05,3.60225e-05,2.01374e-05,42.551,44.4343,46.96,43.337537499999996,0.0
D411_p200,1963,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,148704,208696,1.1523405236165267,2.85634159927777,4.008682122894297,4.8323e-05,3.71308e-05,2.05595e-05,43.1585,44.3027,46.8699,43.76545,0.0
D411_p300,2063,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,150352,210344,1.1523405236165267,2.8879967730162694,4.040337296632796,4.59173e-05,3.75401e-05,2.06303e-05,43.3802,44.2551,46.855,43.9239125,0.0
D611_p100,1863,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,146768,206760,1.1523405236165267,2.8191544534296304,3.971494977046157,5.10924e-05,3.91393e-05,2.10656e-05,42.9164,44.0739,46.7643,43.542075,0.0
D611_p200,1963,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,151240,211232,1.1523405236165267,2.9050536870209944,4.057394210637521,4.43152e-05,4.02276e-05,2.12811e-05,43.5345,43.9548,46.7201,43.9852375,0.0
D611_p300,2063,RWT535,RWT535/dung_ballus-print_ready-mm_P0.h5,52061,59992,153256,213248,1.1523405236165267,2.9437774917884787,4.096118015405006,4.22092e-05,4.05369e-05,2.13219e-05,43.7459,43.9215,46.7117,44.138574999999996,0.0
D111_p100,1863,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,52736,75448,0.26899753647906005,0.6245973090771272,0.8935948455561872,7.40568e-05,1.70205e-05,1.54837e-05,41.3044,47.6903,48.1012,42.9522375,0.0
D111_p200,1963,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,52344,75056,0.26899753647906005,0.6199545196134167,0.8889520560924767,7.36249e-05,1.69452e-05,1.54898e-05,41.3298,47.7095,48.0995,42.97347499999999,0.0
D111_p300,2063,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,51056,73768,0.26899753647906005,0.6046996399469395,0.8736971764259996,7.54257e-05,1.70846e-05,1.55388e-05,41.2248,47.674,48.0858,42.888575,0.0
D411_p100,1863,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,83312,106024,0.26899753647906005,0.9867348872465416,1.2557324237256016,4.58332e-05,1.88682e-05,1.69019e-05,43.3882,47.2427,47.7206,44.4115625,0.0
D411_p200,1963,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,88816,111528,0.26899753647906005,1.0519234413492515,1.3209209778283115,4.19659e-05,1.93646e-05,1.72098e-05,43.771,47.1299,47.6422,44.6747625,0.0
D411_p300,2063,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,87904,110616,0.26899753647906005,1.041121849535721,1.310119386014781,4.19428e-05,1.95147e-05,1.72702e-05,43.7734,47.0964,47.627,44.670475,0.0
D611_p100,1863,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,90592,113304,0.26899753647906005,1.0729581201440213,1.3419556566230812,4.12638e-05,1.96139e-05,1.73936e-05,43.8443,47.0744,47.5961,44.71703749999999,0.0
D611_p200,1963,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,95024,117736,0.26899753647906005,1.1254500663255638,1.3944476028046238,3.81671e-05,1.9998e-05,1.77112e-05,44.1831,46.9901,47.5175,44.950775,0.0
D611_p300,2063,RWT541,RWT541/marco_cat_mesh_P0.h5,84432,22712,95176,117888,0.26899753647906005,1.1272503316278188,1.3962478681068788,3.76387e-05,2.00377e-05,1.76677e-05,44.2437,46.9815,47.5282,44.9964875,0.0
D111_p100,1863,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,58696,88840,0.5103789238427415,0.993803122142833,1.5041820459855746,7.82327e-05,2.44101e-05,1.43511e-05,41.0661,46.1243,48.4311,42.619,0.0
D111_p200,1963,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,59216,89360,0.5103789238427415,1.0026074294808844,1.512986353323626,7.74128e-05,2.42675e-05,1.41139e-05,41.1119,46.1498,48.5035,42.6655875,0.0
D111_p300,2063,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,58576,88720,0.5103789238427415,0.9917713589109749,1.5021502827537165,7.92734e-05,2.43697e-05,1.41139e-05,41.0087,46.1315,48.5035,42.585899999999995,0.0
D411_p100,1863,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,80344,110488,0.5103789238427415,1.3603332091700246,1.8707121330127663,4.72653e-05,2.81191e-05,1.60468e-05,43.2546,45.51,47.9461,44.1229625,0.0
D411_p200,1963,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,84304,114448,0.5103789238427415,1.4273813958213404,1.9377603196640818,4.24666e-05,2.91439e-05,1.61425e-05,43.7195,45.3545,47.9203,44.448975000000004,0.0
D411_p300,2063,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,85496,115640,0.5103789238427415,1.4475635772577968,1.9579425011005385,4.19338e-05,2.94696e-05,1.61404e-05,43.7744,45.3063,47.9209,44.4842,0.0
D611_p100,1863,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,84976,115120,0.5103789238427415,1.4387592699197453,1.949138193762487,4.23665e-05,3.03155e-05,1.67469e-05,43.7298,45.1834,47.7607,44.41536249999999,0.0
D611_p200,1963,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,88256,118400,0.5103789238427415,1.494294131590532,2.0046730554332735,3.84687e-05,3.10129e-05,1.6879e-05,44.1489,45.0846,47.7265,44.7130625,0.0
D611_p300,2063,RWT65,RWT65/griffon_statue_P0.h5,59062,30144,89664,119808,0.5103789238427415,1.518133486844333,2.0285124106870747,3.77577e-05,3.12992e-05,1.66783e-05,44.2299,45.0447,47.7785,44.775325,0.0
