configuration,point,profile,lambda,dataset,sequence,block,source,points,released_sha256,base_sha256,stage,stage_index,stage_bits,cumulative_bits,mse_Y,mse_U,mse_V,psnr_Y,psnr_U,psnr_V,yuv611,x_mean,x_std,x_rms,x_l2,x_zero_fraction,f_mean,f_std,f_rms,f_l2,f_zero_fraction,d_mean,d_std,d_rms,d_l2,d_zero_fraction,f4_mean,f4_std,f4_rms,f4_l2,f4_zero_fraction,f5p_mean,f5p_std,f5p_rms,f5p_l2,f5p_zero_fraction,cB_mean,cB_std,cB_rms,cB_l2,cB_zero_fraction,FB_mean,FB_std,FB_rms,FB_l2,FB_zero_fraction,run
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,x_low,0.0,1088.0,1088.0,1.4568156530003762e-06,1.234728529198037e-06,1.1686794323395588e-06,58.3659553527832,59.084285736083984,59.32304763793945,58.57538604736328,0.4639157354831695,0.0714040920138359,0.4693786799907684,6.6545915603637695,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r1,1.0,32.0,1120.0,0.0018547241343185,0.0020031917374581,3.373655636096373e-05,27.31720924377441,26.982776641845703,44.718994140625,29.45062828063965,0.4558621346950531,0.0588339939713478,0.4596430659294128,13.85806655883789,0.0,-0.0096029434353113,0.0648053586483001,0.065512977540493,12.901899337768556,0.0,0.0034918840974569,0.0388545803725719,0.0390111729502677,7.682725429534912,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r2,2.0,592.0,1712.0,0.0014613037928938,0.0013972499873489,3.624595774454065e-05,28.35259437561035,28.547260284423828,44.40740585327149,30.38377952575684,0.4575247168540954,0.061371486634016,0.4616225063800812,28.58334350585937,0.0,0.0008904104470275,0.0439004823565483,0.0439095124602317,17.759429931640625,0.0,0.0017335480079054,0.0511584728956222,0.0511878356337547,20.70318603515625,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r3,3.0,2128.0,3840.0,0.0010795093839988,0.0006299414671957,2.2910766347195025e-05,29.66773796081543,32.00699615478516,46.39960861206055,32.05162811279297,0.460799902677536,0.066518448293209,0.4655762612819671,56.59768295288086,0.0,0.0020709612872451,0.0363611876964569,0.0364201180636882,28.919681549072266,0.0,0.0020723897032439,0.0422823578119277,0.0423331148922443,33.61494445800781,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r4,4.0,6352.0,10192.0,0.0004960285732522,0.0003051728126592,1.2416687241056934e-05,33.0449333190918,35.154541015625,49.05994415283203,35.310508728027344,0.4644459784030914,0.0865425467491149,0.4724401235580444,112.07888793945312,0.0,-0.0001764485496096,0.0430253893136978,0.0430257506668567,66.67298126220703,0.0,0.0029381019994616,0.0403824672102928,0.0404892116785049,62.74234008789063,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r5,5.0,4808.0,15000.0,0.0001419795880792,9.256156772607936e-06,6.561845566466218e-06,38.47774124145508,50.335693359375,51.82973861694336,41.62898635864258,0.4625179469585418,0.0797843337059021,0.4693489074707031,212.09378051757807,0.0,-0.0062617608346045,0.0414541065692901,0.0419243685901165,123.7493667602539,0.0,0.003772233845666,0.0406498648226261,0.0408245213329792,120.50291442871094,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,2,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001764485496096,0.0430253893136978,0.0430257506668567,66.67298126220703,0.0,-0.0041558784432709,0.0417280010879039,0.0419344417750835,123.77910614013672,1.1477493444544963e-07,-0.0017653590766713,0.0355092175304889,0.0355530753731727,104.94304656982422,0.0,-0.0065222703851759,0.0405047796666622,0.0410265401005744,121.09922790527344,0.0,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,x_low,0.0,1224.0,1224.0,1.2063416079399758e-06,1.0862175940928864e-06,1.2341054116404848e-06,59.18529891967773,59.64083099365234,59.08647918701172,59.229888916015625,0.4691393375396728,0.0602524876594543,0.4729926586151123,7.463698387145996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r1,1.0,8.0,1232.0,0.0012795329093933,0.001962442183867,3.663043753476813e-05,28.92948532104492,27.0720329284668,44.36157989501953,30.62631607055664,0.4605746567249298,0.0469937771558761,0.4629659056663513,14.45610523223877,0.0,-0.0092110894620418,0.0614100210368633,0.0620969794690609,12.665348052978516,0.0,0.0035800423938781,0.0394954681396484,0.0396573953330516,8.088553428649902,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r2,2.0,544.0,1776.0,0.0017034773482009,0.001435465994291,4.125971099711023e-05,27.686635971069336,28.430070877075195,43.8447380065918,29.7993278503418,0.4636427760124206,0.0467011965811252,0.4659888446331024,28.70657539367676,0.0,0.0001737587444949,0.0404180325567722,0.040418405085802,16.264076232910156,0.0,0.0022569447755813,0.0411395095288753,0.0412013679742813,16.57913589477539,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r3,3.0,2208.0,3984.0,0.0014325495576485,0.0007106679840944,2.8328138796496205e-05,28.43890380859375,31.483333587646484,45.477821350097656,30.94932174682617,0.4676507413387298,0.0506423749029636,0.470384806394577,57.69073867797852,0.0,0.0016608112491667,0.0359752774238586,0.0360135957598686,28.85118293762207,0.0,0.0021030395291745,0.0412878729403018,0.0413413979113101,33.119388580322266,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r4,4.0,8160.0,12144.0,0.0004836711450479,0.0001519071956863,1.1488810741866471e-05,33.15449905395508,38.18421936035156,49.397247314453125,35.813560485839844,0.4717506766319275,0.0676855891942977,0.4765816032886505,113.8720932006836,0.0,0.0004567842406686,0.0407745651900768,0.0407771244645118,63.64158248901367,4.105359892037086e-07,0.0026046040002256,0.0418180488049984,0.0418990813195705,65.39263916015625,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r5,5.0,8928.0,21072.0,0.0001787645887816,1.4509601896861568e-05,7.769926014589146e-06,37.4771842956543,48.383445739746094,51.09583282470703,40.54279708862305,0.4696326851844787,0.0661862939596176,0.4742736220359802,214.3192138671875,0.0,-0.0053028571419417,0.0386217534542083,0.0389841012656688,115.07050323486328,0.0,0.0037492008414119,0.0403535924851894,0.0405273847281932,119.6258544921875,1.1477493444544963e-07,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,3,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004567842406686,0.0407745651900768,0.0407771244645118,63.64158248901367,4.105359892037086e-07,-0.004015636164695,0.0383158363401889,0.0385256893932819,113.71739196777344,0.0,-0.0017508055316284,0.037570334970951,0.0376111082732677,111.0177993774414,0.0,-0.0057318797335028,0.037342831492424,0.0377801731228828,111.51683807373048,0.0,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,x_low,0.0,1144.0,1144.0,1.4386703242053045e-06,1.2986977253603982e-06,1.059938426806184e-06,58.42039108276367,58.86492156982422,59.747196197509766,58.64180755615234,0.4856124818325043,0.0443857982754707,0.4876367151737213,7.411436080932617,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r1,1.0,8.0,1152.0,0.0010958787752315,0.0018885059980675,3.150647535221651e-05,29.602375030517575,27.23881721496582,45.0160026550293,31.23363494873047,0.47417813539505,0.0384109243750572,0.4757313132286072,14.295706748962402,0.0,-0.0093590728938579,0.0611687824130058,0.0618806295096874,12.146270751953123,0.0,0.0036232031416147,0.0395721606910228,0.0397376865148544,7.79993200302124,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r2,2.0,488.0,1640.0,0.0015217827167361,0.0013667045859619,3.475043922662735e-05,28.17647171020508,28.643253326416016,44.59040069580078,30.28656005859375,0.4779073894023895,0.0380108058452606,0.4794165790081024,29.510417938232425,0.0,-2.139483149221633e-05,0.0401636064052581,0.0401636138558387,16.14876937866211,0.0,0.0023209329228848,0.0396703667938709,0.0397382006049156,15.97772216796875,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r3,3.0,2152.0,3792.0,0.0012699267826974,0.0006611932767555,2.2842032194603235e-05,28.96221351623535,31.79671859741211,46.41265487670898,31.497833251953125,0.4821206033229828,0.0399401485919952,0.4837721586227417,59.01821899414063,0.0,0.0015088150976225,0.0357767939567565,0.0358085930347442,28.53493309020996,0.0,0.0022046202793717,0.0400762818753719,0.0401368774473667,31.98402976989746,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r4,4.0,7704.0,11496.0,0.0003911991952918,0.0001091354424715,1.11576382550993e-05,34.07602310180664,39.62034225463867,49.52427673339844,36.70009613037109,0.4863254427909851,0.0517137236893177,0.4890671968460083,116.16864776611328,0.0,0.0005151853547431,0.0397985577583313,0.0398018918931484,61.75447845458984,0.0,0.0026323706842958,0.0400001518428325,0.0400866754353046,62.19633483886719,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r5,5.0,7872.0,19368.0,0.0001787726796464,1.3127186321071347e-05,7.3523165156075265e-06,37.47698974609375,48.81828689575195,51.33575820922852,40.62699890136719,0.4841931164264679,0.0509860590100288,0.4868701696395874,220.01145935058597,0.0,-0.0051743062213063,0.0377505719661712,0.0381035320460796,112.47129821777344,0.0,0.0038482337258756,0.0401080138981342,0.0402922071516513,118.93167114257812,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,4,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005151853547431,0.0397985577583313,0.0398018918931484,61.75447845458984,0.0,-0.0038977873045951,0.0375499464571476,0.037751704454422,111.43280029296876,0.0,-0.0017394042806699,0.0365867093205452,0.036628033965826,108.11602783203124,0.0,-0.0055029238574206,0.0363581962883472,0.0367722809314727,108.54180908203124,0.0,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,x_low,0.0,1472.0,1472.0,1.3913487464378704e-06,1.4238411267797346e-06,1.2351364375717822e-06,58.56563949584961,58.46538543701172,59.08285140991211,58.61775970458984,0.4642811119556427,0.0787075236439704,0.4709053039550781,7.295233249664307,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r1,1.0,24.0,1496.0,0.0018839047988876,0.0020244226325303,4.066566907567904e-05,27.249412536621094,26.936988830566406,43.90772247314453,29.292648315429688,0.4547450840473175,0.0655088722705841,0.4594393074512481,15.035674095153809,0.0,-0.0095012346282601,0.0664395466446876,0.0671154782176017,14.34702205657959,0.0,0.0037176192272454,0.0383776873350143,0.0385573282837867,8.242254257202148,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r2,2.0,712.0,2208.0,0.0016714700032025,0.0014119955012574,4.315020851208829e-05,27.769014358520508,28.50166702270508,43.650169372558594,29.845741271972656,0.4565714001655578,0.0693809613585472,0.4618128836154938,29.127180099487305,0.0,0.001211051014252,0.0450481921434402,0.0450644716620445,18.56568717956543,0.0,0.001798530225642,0.051594216376543,0.051625557243824,21.268726348876957,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r3,3.0,2232.0,4440.0,0.0011422644602134,0.0006393218063749,2.6818244805326685e-05,29.422332763671875,31.942806243896484,45.7156982421875,31.77406311035156,0.4601843059062958,0.073527030646801,0.4660212695598602,57.677547454833984,0.0,0.0022741851862519,0.0370067842304706,0.0370765961706638,29.97403717041016,0.0,0.0020803096704185,0.0436251014471054,0.043674673885107,35.30815887451172,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r4,4.0,6128.0,10568.0,0.0004953453317284,0.0003145333030261,1.257498843187932e-05,33.05091857910156,35.02333450317383,49.00492858886719,35.29172134399414,0.4639874100685119,0.0921045765280723,0.473040759563446,112.73168182373048,0.0,2.20058409468038e-05,0.0433526672422885,0.0433526709675788,67.48506164550781,0.0,0.0029038968496024,0.0414278022944927,0.0415294505655765,64.64693450927734,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r5,5.0,5064.0,15632.0,0.0001324559998465,1.1303744940960314e-05,8.105662345769815e-06,38.7792854309082,49.46777725219727,50.91211700439453,41.63195037841797,0.4621844887733459,0.0868242233991622,0.4702689945697784,212.50955200195312,0.0,-0.0061717424541711,0.0415109358727932,0.0419672280550003,123.87588500976562,0.0,0.0038007583934813,0.0405387394130229,0.0407165214419364,120.18413543701172,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,5,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,2.20058409468038e-05,0.0433526672422885,0.0433526709675788,67.48506164550781,0.0,-0.0042088129557669,0.0418253540992736,0.042036585509777,124.08060455322266,0.0,-0.0017833773745223,0.0360628105700016,0.0361068807542324,106.57772064208984,0.0,-0.0064980587922036,0.0405811890959739,0.0410981513559818,121.3105926513672,0.0,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,x_low,0.0,1280.0,1280.0,1.339778577857942e-06,1.531451516711968e-06,1.2262307791388594e-06,58.72967147827149,58.14897155761719,59.1142807006836,58.70515823364258,0.4824870824813843,0.0520265735685825,0.4852839410305023,7.423417091369629,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r1,1.0,40.0,1320.0,0.0018405795563012,0.0019949404522776,3.664754331111908e-05,27.350454330444336,27.000701904296875,44.35955047607422,29.4328727722168,0.4714905619621277,0.0457152910530567,0.4737016260623932,14.814066886901855,0.0,-0.009523382410407,0.0628900974988937,0.0636070668697357,12.993290901184082,0.0,0.0037259885575622,0.0387086048722267,0.0388875193893909,7.943721771240234,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r2,2.0,592.0,1912.0,0.0021256036125123,0.0014059158274903,4.272648220648989e-05,26.725177764892575,28.520408630371094,43.69303131103516,29.07056427001953,0.4734067916870117,0.0475182123482227,0.4757856130599975,29.644155502319336,0.0,0.0007309258216992,0.0421618409454822,0.0421681776642799,17.16156768798828,0.0,0.0021506065968424,0.0469102561473846,0.0469595231115818,19.11154556274414,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r3,3.0,2408.0,4320.0,0.0016435972647741,0.0006742882542312,3.030770858458709e-05,27.8420467376709,31.711544036865234,45.18447113037109,30.49353790283203,0.4771813452243805,0.051063522696495,0.4799057245254516,59.15117645263672,0.0,0.0018161821644753,0.0370692089200019,0.0371136739850044,29.880355834960938,0.0,0.0016217926749959,0.0428073853254318,0.0428380966186523,34.489112854003906,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r4,4.0,8200.0,12520.0,0.000538969587069,0.0001469296985305,1.4545464182447176e-05,32.684356689453125,38.32890701293945,48.37272644042969,35.35097122192383,0.4807716906070709,0.0662326365709304,0.4853124618530273,116.33538818359376,0.0,0.00068172957981,0.041204035282135,0.0412096753716468,64.52587890625,0.0,0.0023495345376431,0.0423319935798645,0.0423971451818943,66.38520812988281,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,r5,5.0,9320.0,21840.0,0.0001810144458431,1.552860157971736e-05,1.0062713954539504e-05,37.42287063598633,48.088680267333984,49.97284698486328,40.32484436035156,0.4782437086105346,0.065031036734581,0.4826448857784271,218.1020965576172,0.0,-0.0051860050298273,0.0386261045932769,0.0389726869761943,115.03681182861328,0.0,0.0036274085287004,0.0406341962516307,0.0407957844436168,120.41809844970705,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R04_8k256_L4096,4K,8k256,4096,8i,Soldier,6,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,0ab14fb8ab32459d8a3989b9aac967177509ed4f4731d39d4039f5b59dc8f2e9,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,0.00068172957981,0.041204035282135,0.0412096753716468,64.52587890625,0.0,-0.0040141064673662,0.0383300706744194,0.0385396890342235,113.75871276855467,0.0,-0.0017458832589909,0.0385208912193775,0.0385604351758956,113.81995391845705,0.0,-0.0057106530293822,0.0373458713293075,0.0377799682319164,111.5162124633789,0.0,full_88blocks_v2
