configuration,point,profile,lambda,dataset,sequence,block,source,points,released_sha256,base_sha256,stage,stage_index,stage_bits,cumulative_bits,mse_Y,mse_U,mse_V,psnr_Y,psnr_U,psnr_V,yuv611,x_mean,x_std,x_rms,x_l2,x_zero_fraction,f_mean,f_std,f_rms,f_l2,f_zero_fraction,d_mean,d_std,d_rms,d_l2,d_zero_fraction,f4_mean,f4_std,f4_rms,f4_l2,f4_zero_fraction,f5p_mean,f5p_std,f5p_rms,f5p_l2,f5p_zero_fraction,cB_mean,cB_std,cB_rms,cB_l2,cB_zero_fraction,FB_mean,FB_std,FB_rms,FB_l2,FB_zero_fraction,run
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,8,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,536.0,8032.0,0.0004567567375488,1.6386189599870704e-05,1.3096240763843524e-05,33.40315246582031,47.85522079467773,48.82853698730469,37.13783264160156,0.4549649655818939,0.0838617905974388,0.4626293182373047,209.05728149414065,0.0,-0.0081192180514335,0.0449071899056434,0.0456352643668651,134.70294189453125,0.0,0.0028795623220503,0.0423477552831172,0.0424455441534519,125.2877426147461,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,8,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020443031098693,0.0450347512960433,0.0450811311602592,70.00493621826172,0.0,-0.0042523741722106,0.0435997955501079,0.0438066758215427,129.30543518066406,0.0,0.0001387909287586,0.0337309911847114,0.0337312743067741,99.56558227539062,0.0,-0.0075478050857782,0.0435096733272075,0.0441595017910003,130.3468780517578,0.0,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,x_low,0.0,1352.0,1352.0,1.1341534218445304e-06,1.1013935363735072e-06,9.990901617129566e-07,59.45328140258789,59.58057403564453,60.00395202636719,59.53802490234375,0.45242440700531,0.081170454621315,0.4596481919288635,7.38304328918457,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r1,1.0,8.0,1360.0,0.0024239725898951,0.0027191997505724,0.0001692797231953,26.15472412109375,25.655590057373047,37.71395111083984,27.53723526000977,0.4419691860675812,0.0580957122147083,0.4457711279392242,14.27859878540039,0.0,-0.0086410464718937,0.0574820935726165,0.0581279546022415,12.161946296691896,0.0,0.0027151806280016,0.0407753400504589,0.0408656448125839,8.550202369689941,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r2,2.0,432.0,1792.0,0.0024689438287168,0.0019321923609822,0.0001311399391852,26.07488822937012,27.13949966430664,38.82264709472656,27.801433563232425,0.444630354642868,0.0610750988125801,0.4488054811954498,28.34944725036621,0.0,0.0002532804501242,0.0403541103005409,0.0403549037873744,16.650493621826172,0.0,0.0027458469849079,0.0438397228717803,0.0439256280660629,18.123779296875,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r3,3.0,1688.0,3480.0,0.0017445442499592,0.0007376786670647,4.816757791559212e-05,27.583181381225582,31.321327209472656,43.172454833984375,29.999107360839844,0.4496947824954986,0.0687837153673172,0.4549248218536377,55.87247467041016,0.0,0.0010882056085392,0.0357459336519241,0.035762496292591,28.68999290466309,0.0,0.0022153093013912,0.0424629002809524,0.0425206460058689,34.111629486083984,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r4,4.0,4376.0,7856.0,0.0013217944651842,0.0011440602829679,5.148687705514021e-05,28.788360595703125,29.415512084960938,42.883033752441406,30.628589630126957,0.4534454345703125,0.1094791367650032,0.4664745032787323,111.29890441894533,0.0,-0.0019596396014094,0.0457252562046051,0.0457672327756881,71.32831573486328,0.0,0.0029912793543189,0.04179023578763,0.0418971553444862,65.29679107666016,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,312.0,8168.0,0.0004540312220342,1.5442812582477927e-05,1.095015431928914e-05,33.429141998291016,48.11273956298828,49.60579681396485,37.28667449951172,0.4497005641460418,0.0887003988027572,0.458364874124527,207.13021850585935,0.0,-0.0082226423546671,0.0451742336153984,0.0459164790809154,135.5330047607422,0.0,0.0028280955739319,0.0424646958708763,0.042558766901493,125.62194061279295,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,9,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019596396014094,0.0457252562046051,0.0457672327756881,71.32831573486328,0.0,-0.0042907185852527,0.043831817805767,0.0440413281321525,129.99806213378906,0.0,0.0001486119726905,0.0340549871325492,0.0340553149580955,100.52205657958984,0.0,-0.0076748598366975,0.0438440963625907,0.0445107631385326,131.3837127685547,0.0,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,x_low,0.0,1632.0,1632.0,1.089784518626402e-06,1.4164062349664164e-06,1.4958036445023026e-06,59.62659454345703,58.48812484741211,58.251251220703125,59.31237030029297,0.4823975563049316,0.0664053186774253,0.4869466722011566,7.911946773529053,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r1,1.0,8.0,1640.0,0.0034590375144034,0.0027845699805766,0.0001710684446152,24.61044692993164,25.552417755126957,37.66830062866211,26.36042594909668,0.4730615317821502,0.0574145019054412,0.4765329360961914,15.174413681030272,0.0,-0.0088920146226882,0.0593667700886726,0.0600290037691593,12.486032485961914,0.0,0.0028126186225563,0.0408800095319747,0.0409766547381877,8.523143768310547,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r2,2.0,496.0,2136.0,0.0036044518928974,0.0019796958658844,0.0001402877824148,24.43160820007324,27.034015655517575,38.52980422973633,26.519182205200195,0.4751781225204468,0.0611854158341884,0.479101151227951,30.50110244750977,0.0,0.0006234887987375,0.0426893755793571,0.0426939278841018,17.754104614257812,0.0,0.0023554821964353,0.0489080660045146,0.0489647537469863,20.36180305480957,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r3,3.0,1984.0,4120.0,0.0024477522820234,0.0007888348191045,5.989142300677486e-05,26.11232566833496,31.030139923095703,42.226356506347656,28.74130630493164,0.4790019690990448,0.0657289996743202,0.4834906160831451,59.575382232666016,0.0,0.0015798113308846,0.037551961839199,0.0375851765275001,30.251001358032227,0.0,0.0021827244199812,0.0473353639245033,0.0473856627941131,38.13907241821289,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r4,4.0,5496.0,9616.0,0.0012474596733227,0.0008554703090339,5.68245341128204e-05,29.039735794067383,30.677949905395508,42.45464324951172,30.921375274658203,0.4830194413661957,0.0863536074757576,0.4906778037548065,117.4986343383789,0.0,-0.0013021292397752,0.0444416478276252,0.0444607213139534,69.54361724853516,0.0,0.0026943357661366,0.043394785374403,0.0434783510863781,68.00703430175781,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,1832.0,11448.0,0.0005416460335254,2.590781332401093e-05,2.7417832825449292e-05,32.662845611572266,45.86569213867188,45.61967468261719,35.93280792236328,0.4783724546432495,0.078340969979763,0.4847447872161865,219.05101013183597,0.0,-0.0075588170439004,0.043293572962284,0.0439484827220439,129.72401428222656,0.0,0.0030241867061704,0.0422977805137634,0.042405754327774,125.1702880859375,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,10,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013021292397752,0.0444416478276252,0.0444607213139534,69.54361724853516,0.0,-0.0042559998109936,0.0421485267579555,0.0423628613352775,125.0436782836914,1.1477493444544963e-07,5.783234519185498e-05,0.0352930575609207,0.0352931059896945,104.1756820678711,0.0,-0.0071036051958799,0.0418898947536945,0.0424879379570484,125.41287231445312,0.0,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,x_low,0.0,1504.0,1504.0,1.371787902826327e-06,1.219900241267169e-06,1.3962863931737957e-06,58.62712860107422,59.136756896972656,58.55025863647461,58.68122100830078,0.4816127121448517,0.0653270855545997,0.4860230982303619,7.669315338134766,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r1,1.0,8.0,1512.0,0.0037564621306955,0.0028091990388929,0.0001721690059639,24.2522087097168,25.514175415039062,37.64045333862305,26.083484649658203,0.4721411764621734,0.0607048794627189,0.4760276973247528,15.380926132202148,0.0,-0.008988007903099,0.0589214973151683,0.0596030727028846,12.579497337341309,0.0,0.002759464783594,0.0408817455172538,0.0409747697412967,8.647909164428711,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r2,2.0,600.0,2112.0,0.0040222755633294,0.0020168996416032,0.0001409733085893,23.95528030395508,26.95315933227539,38.50862884521485,26.149185180664062,0.4760855138301849,0.0622304230928421,0.4801354110240936,30.35124397277832,0.0,0.0003871586814057,0.0426564887166023,0.0426582433283329,17.614084243774414,0.0,0.0019486151868477,0.0470748282968997,0.0471151471138,19.454389572143555,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r3,3.0,2096.0,4208.0,0.0029363695066422,0.0008483806159347,6.544258940266445e-05,25.3218936920166,30.714094161987305,41.84139633178711,28.06085777282715,0.4816647171974182,0.0662843808531761,0.4862042069435119,60.12834548950195,0.0,0.001604538061656,0.0378240719437599,0.0378580912947654,30.58183860778809,0.0,0.0018894434906542,0.0469852536916732,0.0470232293009758,37.98545837402344,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r4,4.0,6112.0,10320.0,0.0014388235285878,0.0007382504409179,5.220168168307282e-05,28.419925689697266,31.31796264648437,42.823150634765625,30.58258438110352,0.4861834645271301,0.0853056609630584,0.4936105608940124,118.75309753417967,0.0,-0.0008699235622771,0.0440637394785881,0.0440723299980163,69.25814819335938,0.0,0.0023751184344291,0.0441416874527931,0.0442055352032184,69.46747589111328,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,4256.0,14576.0,0.0005964637966826,3.040992123715114e-05,3.447705967118964e-05,32.24415969848633,45.16984939575195,44.62469482421875,35.407440185546875,0.4810715615749359,0.0795293524861335,0.4876010417938232,220.3433380126953,0.0,-0.0071377092972397,0.0425148420035839,0.0431098453700542,127.24951934814452,0.0,0.0029706028290092,0.0423823148012161,0.0424862913787364,125.40894317626952,2.2954648670747707e-07,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,11,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008699235622771,0.0440637394785881,0.0440723299980163,69.25814819335938,0.0,-0.0042325728572905,0.0413032881915569,0.0415195897221565,122.55548095703124,0.0,4.130197339691222e-05,0.0362790673971176,0.0362790897488594,107.08682250976562,0.0,-0.0068659731186926,0.04111098498106,0.0416803881525993,123.03011322021484,0.0,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,x_low,0.0,1616.0,1616.0,1.0477427849764354e-06,1.2476463098209931e-06,1.2900145520688966e-06,59.797454833984375,59.0390853881836,58.89405059814453,59.5897331237793,0.4728540480136871,0.0722517892718315,0.478342205286026,7.859964847564697,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r1,1.0,8.0,1624.0,0.0027644580695778,0.0028014588169753,0.0001678398257354,25.58390045166016,25.526159286499023,37.75104904174805,27.097576141357425,0.4630823135375976,0.0601794049143791,0.4669762253761291,14.979677200317385,0.0,-0.0087981140241026,0.0599544569849967,0.0605965666472911,12.696969032287598,0.0,0.0026077833026647,0.0406719967722892,0.0407555103302001,8.539617538452148,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r2,2.0,456.0,2080.0,0.0024552398826926,0.0019270939519628,0.0001398850872647,26.099061965942383,27.150972366333008,38.54228591918945,27.78595352172852,0.4656082093715668,0.0626395121216774,0.4698028266429901,29.214786529541016,0.0,0.0006193426088429,0.042000662535429,0.0420052260160446,17.062191009521484,0.0,0.0020708017982542,0.0455862022936344,0.045633215457201,18.535850524902344,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r3,3.0,1640.0,3720.0,0.0015975702553987,0.00068109924905,5.456791404867545e-05,27.96540069580078,31.667896270751957,42.63063049316406,30.26136589050293,0.4714106321334839,0.0671067982912063,0.4761631190776825,58.817230224609375,0.0,0.0012416110839694,0.0362727604806423,0.0362940058112144,29.28384017944336,0.0,0.0023579760454595,0.0428484082221984,0.0429132394492626,34.62457656860352,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r4,4.0,3344.0,7064.0,0.0016064782394096,0.0014208344509825,6.556355219800025e-05,27.94125366210937,28.47456741333008,41.833377838134766,29.74443244934082,0.4752218425273895,0.097107894718647,0.4850419461727142,115.87224578857422,0.0,-0.0023010475561022,0.0472753569483757,0.0473313219845294,73.85725402832031,0.0,0.0030920305289328,0.042405467480421,0.0425180457532405,66.34646606445312,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,328.0,7392.0,0.0003576075250748,1.5945870472933166e-05,1.4971505152061582e-05,34.46593475341797,47.97351837158203,48.247344970703125,37.87705993652344,0.4719161093235016,0.0785693973302841,0.4784119129180908,216.1892547607422,0.0,-0.0085411043837666,0.0466340854763984,0.0474097952246665,139.94085693359375,0.0,0.0028586841654032,0.0424348078668117,0.0425309911370277,125.53995513916016,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,12,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,base_features,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023010475561022,0.0472753569483757,0.0473313219845294,73.85725402832031,0.0,-0.0044297133572399,0.0455440767109394,0.0457589924335479,135.06814575195312,0.0,0.0002356394979869,0.0352471694350242,0.0352479591965675,104.04241180419922,0.0,-0.0080553265288472,0.0456818006932735,0.0463865846395492,136.92062377929688,0.0,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,x_low,0.0,1504.0,1504.0,1.1636223007371882e-06,1.1399390587030211e-06,1.2824502846342511e-06,59.34188461303711,59.43118667602539,58.91959762573242,59.30025863647461,0.4860594272613525,0.0934625715017318,0.4949636459350586,7.619868755340576,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r1,1.0,8.0,1512.0,0.0041251699440181,0.0029142096173018,0.0001874631852842,23.8455810546875,25.354793548583984,37.270843505859375,25.712390899658203,0.4690190255641937,0.0871777236461639,0.4770522117614746,14.66499137878418,0.0,-0.0089111225679516,0.0608142912387847,0.0614636987447738,12.34181308746338,0.0,0.0026456194464117,0.0399648211896419,0.0400522910058498,8.042435646057129,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r2,2.0,552.0,2064.0,0.003544800216332,0.0020017351489514,0.0001616599183762,24.50408172607422,26.985933303833008,37.91397857666016,26.490550994873047,0.4710156619548797,0.0909364148974418,0.4797136485576629,29.93505477905273,0.0,0.0010097316699102,0.044337049126625,0.0443485453724861,18.076807022094727,0.0,0.0020141671411693,0.0528471581637859,0.05288552865386,21.55654525756836,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r3,3.0,1848.0,3912.0,0.0020309051033109,0.0007437094463966,8.150834764819592e-05,26.92310333251953,31.285968780517575,40.88798141479492,29.21407127380371,0.4746188223361969,0.0950641334056854,0.4840457141399383,59.63199615478516,0.0,0.0018304026452824,0.0376441441476345,0.0376886166632175,30.32826232910156,0.0,0.00220752437599,0.0462860390543937,0.0463386550545692,37.28899765014648,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r4,4.0,4400.0,8312.0,0.0015233398880809,0.0012048759963363,7.131541497074068e-05,28.172033309936523,29.19057846069336,41.46816635131836,29.961368560791016,0.4784538149833679,0.1153017431497573,0.4921509325504303,118.18080139160156,0.0,-0.0016293372027575,0.0461336411535739,0.0461624078452587,72.40714263916016,0.0,0.0028662777040153,0.0428205281496048,0.0429163537919521,67.31561279296875,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
R06_2k128_L1024,1K,2k128,1024,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,1dbe72e98e2371ab4ace28f42056eb02b223f83c49d8920a1db5adb57893494d,r5,5.0,1816.0,10128.0,0.0003992338024545,3.104859570157714e-05,3.8405429222621024e-05,33.987728118896484,45.07958221435547,44.15607452392578,36.6452522277832,0.4744092524051666,0.1048743575811386,0.4858629107475281,219.5562744140625,0.0,-0.0079524470493197,0.0453142412006855,0.0460067614912986,135.7994842529297,0.0,0.0028464233037084,0.0425532273948192,0.0426483191549778,125.88628387451172,0.0,,,,,,,,,,,,,,,,,,,,,full_88blocks_v2
