run,configuration,point,profile,lambda,dataset,sequence,endpoint,num_blocks,points,physical_bits,physical_bpp,y_mse,y_psnr,u_mse,u_psnr,v_mse,v_psnr,yuv611,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,r5_bits
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Basketball,B_unpool,8.0,796217.0,107032.0,0.1344256653650952,0.0002729422216456067,35.63929277780535,3.688873465977239e-05,44.33106241485133,1.549202355884137e-05,48.098918512504376,38.28321719927348,13976.0,2640.0,8480.0,25008.0,56928.0,112192.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Basketball,B_native,8.0,796217.0,107032.0,0.1344256653650952,0.0002155899800770393,36.66371427615046,3.6744134008316826e-05,44.34811983686192,1.493500532753006e-05,48.2579461814077,39.073543959396545,13976.0,2640.0,8480.0,25008.0,56928.0,112192.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Basketball,Canonical_Base,8.0,796217.0,107032.0,0.1344256653650952,0.00015327272942589773,38.14535108768546,3.638355948931007e-05,44.39094815142095,1.4644553824397117e-05,48.343238554302545,40.200786653979534,13976.0,2640.0,8480.0,25008.0,56928.0,112192.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Basketball,Official_Full,8.0,796217.0,219224.0,0.27533197608189725,7.681837838692216e-05,41.14534864901184,3.153782377128345e-05,45.01168277929462,1.3518320741305448e-05,48.69077253518612,42.57181840106897,13976.0,2640.0,8480.0,25008.0,56928.0,112192.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Dancer,B_unpool,8.0,702038.0,117408.0,0.1672388104347628,0.00034979606885382275,34.56185075602585,3.0671878278668676e-05,45.13259627959995,1.6645292073149887e-05,47.78708579921887,37.53634832687174,12728.0,2768.0,9696.0,27000.0,65216.0,126472.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Dancer,B_native,8.0,702038.0,117408.0,0.1672388104347628,0.0002739937639358553,35.62259321555768,3.0451777355784157e-05,45.163873541548284,1.5612399748589108e-05,48.06530337330336,38.37059202602472,12728.0,2768.0,9696.0,27000.0,65216.0,126472.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Dancer,Canonical_Base,8.0,702038.0,117408.0,0.1672388104347628,0.00018590320091932348,37.30713132392538,3.039067762286372e-05,45.1725961632053,1.5257327223170255e-05,48.16521539375539,39.64757493756412,12728.0,2768.0,9696.0,27000.0,65216.0,126472.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Dancer,Official_Full,8.0,702038.0,243880.0,0.34738860289613954,8.671712057452731e-05,40.61895151231832,2.4435722403345686e-05,46.11974817219024,1.2697278414772418e-05,48.96289357478007,42.349543852610026,12728.0,2768.0,9696.0,27000.0,65216.0,126472.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Exercise,B_unpool,8.0,645135.0,72264.0,0.11201376456090585,0.00024087401989506075,36.18210039456502,3.456840774287552e-05,44.61320624056334,1.604342471461012e-05,47.94702919349936,38.7066047251816,10016.0,1512.0,5040.0,15048.0,40648.0,104760.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Exercise,B_native,8.0,645135.0,72264.0,0.11201376456090585,0.0002105091486433072,36.76729025153885,3.4290570564455497e-05,44.648252885527995,1.553928468804204e-05,48.08568976731128,39.167210520259054,10016.0,1512.0,5040.0,15048.0,40648.0,104760.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Exercise,Canonical_Base,8.0,645135.0,72264.0,0.11201376456090585,0.0001800002872546056,37.44726801824524,3.430052067117735e-05,44.646992874527704,1.53822148516202e-05,48.12981126915422,39.68255153164417,10016.0,1512.0,5040.0,15048.0,40648.0,104760.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Exercise,Official_Full,8.0,645135.0,177024.0,0.2743983817340557,0.00010225429815061964,39.90318427830505,3.0373876103792227e-05,45.174997828899784,1.4400822760383487e-05,48.4161269470427,41.6262788057216,10016.0,1512.0,5040.0,15048.0,40648.0,104760.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Model,B_unpool,8.0,657755.0,153064.0,0.23270670690454653,0.0005550072071363958,32.55701377239046,4.5610964450441275e-05,43.40930744442326,2.8696892911798466e-05,45.42165122928347,35.52163016350619,11704.0,3592.0,12240.0,36128.0,89400.0,190632.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Model,B_native,8.0,657755.0,153064.0,0.23270670690454653,0.0004293601655844501,33.671782502336,4.4738250033979216e-05,43.493210076209294,2.6579978423577165e-05,45.75445375933738,36.40979485619533,11704.0,3592.0,12240.0,36128.0,89400.0,190632.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Model,Canonical_Base,8.0,657755.0,153064.0,0.23270670690454653,0.0002982514692035788,35.254174082932096,4.452332577433847e-05,43.51412402479809,2.5560339535845412e-05,45.924333814383374,37.62043779209675,11704.0,3592.0,12240.0,36128.0,89400.0,190632.0
full_88blocks_v2,R03_32k8k_L8192,8K,32k8k,8192,Owlii,Model,Official_Full,8.0,657755.0,343696.0,0.5225289051394516,0.00010679488475921886,39.71449548562584,3.437665845732834e-05,44.63736340681916,1.872878283084127e-05,47.27490446171254,41.27490509778584,11704.0,3592.0,12240.0,36128.0,89400.0,190632.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Longdress,B_unpool,16.0,857966.0,261680.0,0.3050004312525205,0.002844411260983536,25.46007610662719,0.00043720130138979866,33.5931855398316,0.0006112559597263762,32.13776893490146,27.31142638931203,19568.0,952.0,14392.0,51504.0,175264.0,430880.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Longdress,B_native,16.0,857966.0,261680.0,0.3050004312525205,0.0024875345185007332,26.042308840132407,0.0003943870801782354,34.04077320655788,0.000623308596491819,32.05296883402858,27.79344938517261,19568.0,952.0,14392.0,51504.0,175264.0,430880.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Longdress,Official_Full,16.0,857966.0,692560.0,0.8072114745805777,0.00036665504547149887,34.357423343821196,0.0001536751556425313,38.13396338352488,0.0002581395708702909,35.88145416249054,35.019994701117824,19568.0,952.0,14392.0,51504.0,175264.0,430880.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Loot,B_unpool,16.0,805285.0,112672.0,0.13991568202561827,0.0005007166088627008,33.00408002733726,0.00019182011289096406,37.171058577513605,1.6559331813705705e-05,47.80957191432488,35.375638831982755,14384.0,304.0,6128.0,22256.0,69600.0,95568.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Loot,B_native,16.0,805285.0,112672.0,0.13991568202561827,0.0004526629199985098,33.44225079393824,1.6560082094637302e-05,47.80937514582564,1.5110588545806763e-05,48.20718619895362,37.08375826355109,14384.0,304.0,6128.0,22256.0,69600.0,95568.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Loot,Official_Full,16.0,805285.0,208240.0,0.2585916787224399,8.427158059531718e-05,40.743188603876845,1.0220653425458068e-05,49.90521338056559,1.0595729240132374e-05,49.74869148054954,43.014129560547026,14384.0,304.0,6128.0,22256.0,69600.0,95568.0
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Redandblack,B_unpool,8.0,757691.0,167368.0,0.22089215788494254,0.0007487266921225143,31.256766839884513,0.00023263355306978704,36.33327646176164,0.0006644093555760857,31.775642608587184,31.95619001370699,14888.0,488.0,10112.0,36208.0,105672.0,165512.0
