configuration,point,profile,lambda,dataset,sequence,block,source,points,released_sha256,base_sha256,endpoint,physical_bits,physical_bpp,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,r5_bits,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,run
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,10032,0.1473820297349709,1504,8,632,2136,5752,4024,0.000977401,4.77171e-05,4.52676e-05,30.0993,43.2133,43.4421,33.4064,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,13,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,14056,0.2064993829699712,1504,8,632,2136,5752,4024,0.000280477,2.76741e-05,3.43853e-05,35.521,45.5793,44.6363,37.9177,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,14,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,9680,0.1422107304460245,1384,8,544,2112,5632,3800,0.00110228,0.000401471,3.57955e-05,29.5771,33.9635,44.4617,31.985975000000003,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,14,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,9680,0.1422107304460245,1384,8,544,2112,5632,3800,0.000896047,3.95091e-05,3.6695e-05,30.4767,44.033,44.3539,33.905887500000006,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,14,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68068,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,13480,0.1980372568607862,1384,8,544,2112,5632,3800,0.000293773,2.24923e-05,2.24149e-05,35.3199,46.4797,46.4946,38.1117125,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,15,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,11992,0.1761741762035581,1464,8,608,2384,7528,7544,0.00153297,0.000181296,3.4947e-05,28.1447,37.4161,44.5659,31.356275,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,15,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,11992,0.1761741762035581,1464,8,608,2384,7528,7544,0.00112506,4.35302e-05,4.24578e-05,29.4882,43.6121,43.7204,33.032712499999995,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,8i,Soldier,15,/data/run01/scz0ade/Tanzeyu/data/8iVFB/soldier/soldier_vox10_0690.ply,68069,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,19536,0.2870028941221407,1464,8,608,2384,7528,7544,0.000373023,3.14002e-05,3.07375e-05,34.2826,45.0307,45.1233,36.9812,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,9696,0.0974208003858249,1848,8,776,2200,4864,3592,0.00104507,0.00071964,4.30019e-05,29.8085,31.4289,43.6651,31.743125,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,9696,0.0974208003858249,1848,8,776,2200,4864,3592,0.000612406,6.98801e-05,3.57162e-05,32.1296,41.5565,44.4713,34.850675,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,13288,0.1335115094396495,1848,8,776,2200,4864,3592,0.000189357,4.9983e-05,1.75436e-05,37.2272,43.0118,47.5588,39.241725,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,5856,0.058838305183518,1720,8,488,1400,2240,712,0.000897885,0.000895512,6.95079e-05,30.4678,30.4793,41.5797,31.858225,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,5856,0.058838305183518,1720,8,488,1400,2240,712,0.000448902,8.21513e-05,5.26559e-05,33.4785,40.8539,42.7855,35.5638,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,6568,0.0659921428356124,1720,8,488,1400,2240,712,0.000125038,6.27152e-05,3.94071e-05,39.0296,42.0263,44.0443,40.03102500000001,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,5544,0.0557034774483306,1568,8,408,1352,2208,1160,0.000979372,0.000847691,6.30546e-05,30.0905,30.7176,42.0028,31.657925,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,5544,0.0557034774483306,1568,8,408,1352,2208,1160,0.000562641,7.79343e-05,4.29705e-05,32.4977,41.0827,43.6683,34.96715,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,6704,0.0673586062073608,1568,8,408,1352,2208,1160,0.000182512,6.58113e-05,2.27139e-05,37.3871,41.817,46.4371,39.0720875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,5216,0.0524078893164668,1432,8,376,1296,2104,768,0.0009737,0.000885482,6.34486e-05,30.1157,30.5282,41.9758,31.649775,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,5216,0.0524078893164668,1432,8,376,1296,2104,768,0.000533819,6.16914e-05,4.31958e-05,32.7261,42.0978,43.6456,35.2625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,5984,0.0601243883569282,1432,8,376,1296,2104,768,0.000159072,4.8188e-05,2.12623e-05,37.9841,43.1706,46.7239,39.7248875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,8912,0.0895435409486872,1984,8,712,2048,4160,2504,0.00124749,0.000758579,4.7083e-05,29.0396,31.2,43.2714,31.088625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,8912,0.0895435409486872,1984,8,712,2048,4160,2504,0.000671739,5.51763e-05,3.6014e-05,31.728,42.5825,44.4353,34.673225,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,11416,0.1147025430285249,1984,8,712,2048,4160,2504,0.000190258,3.1298e-05,1.709e-05,37.2066,45.0448,47.6726,39.494625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,10920,0.1097189707315602,1960,40,752,2536,5632,4696,0.00146991,0.000678273,3.95393e-05,28.3271,31.686,44.0297,30.7097875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,10920,0.1097189707315602,1960,40,752,2536,5632,4696,0.000829574,5.4911e-05,3.5439e-05,30.8115,42.6034,44.5052,33.9972,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,15616,0.1569021471560481,1960,40,752,2536,5632,4696,0.000236404,3.56154e-05,1.64586e-05,36.2635,44.4836,47.8361,38.7375875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,9928,0.0997518261376309,1728,8,584,2104,5504,3344,0.00107415,0.000598622,4.45978e-05,29.6894,32.2285,43.5069,31.733975,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,9928,0.0997518261376309,1728,8,584,2104,5504,3344,0.000673798,4.30305e-05,3.98349e-05,31.7147,43.6622,43.9974,34.743475000000004,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99527,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,13272,0.1333507490429732,1728,8,584,2104,5504,3344,0.00022772,1.62134e-05,1.61823e-05,36.426,47.9013,47.9096,39.295862500000005,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99528,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,7520,0.0755566272807652,1736,56,576,1728,3424,1952,0.0011546,0.000814852,7.29578e-05,29.3757,30.8892,41.3693,31.0640875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99528,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,7520,0.0755566272807652,1736,56,576,1728,3424,1952,0.000607157,6.17437e-05,5.01898e-05,32.167,42.0941,42.9938,34.7612375,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Basketball,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/basketball_player_vox11_00000200.ply,99528,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,9472,0.0951691986174744,1736,56,576,1728,3424,1952,0.000182144,3.85049e-05,3.00843e-05,37.3959,44.1448,45.2166,39.2171,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,6864,0.0782186566994097,1328,40,424,1496,3576,1000,0.000947351,0.000723355,5.67735e-05,30.2349,31.4065,42.4585,31.9093,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,6864,0.0782186566994097,1328,40,424,1496,3576,1000,0.000661095,6.41398e-05,4.32789e-05,31.7974,41.9287,43.6372,34.5437875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,7864,0.0896141486427969,1328,40,424,1496,3576,1000,0.000252465,4.50052e-05,1.76016e-05,35.978,43.4674,47.5445,38.3599875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,6288,0.0716540368070195,1248,24,392,1336,3288,832,0.000911745,0.000702849,5.82886e-05,30.4013,31.5314,42.3442,32.035425000000004,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,6288,0.0716540368070195,1248,24,392,1336,3288,832,0.000642645,5.23188e-05,4.32404e-05,31.9203,42.8134,43.6411,34.747037500000005,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,7120,0.0811349780639279,1248,24,392,1336,3288,832,0.000251089,3.51924e-05,1.61809e-05,36.0017,44.5355,47.91,38.5569625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,7320,0.083414050481454,1488,32,448,1656,3696,2520,0.00113925,0.000693189,5.1042e-05,29.4338,31.5915,42.9207,31.389375,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,7320,0.083414050481454,1488,32,448,1656,3696,2520,0.000694105,4.46469e-05,3.86036e-05,31.5858,43.5021,44.1337,34.64382499999999,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,9840,0.1121303629422824,1488,32,448,1656,3696,2520,0.00021826,2.61983e-05,1.15133e-05,36.6103,45.8173,49.388,39.3583875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,7272,0.0828670731012477,1448,72,464,1784,3504,2320,0.00117366,0.000724658,5.53556e-05,29.3046,31.3987,42.5684,31.2243375,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,7272,0.0828670731012477,1448,72,464,1784,3504,2320,0.000718083,4.28336e-05,4.17347e-05,31.4383,43.6822,43.795,34.513375,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,9592,0.1093043131445501,1448,72,464,1784,3504,2320,0.000227284,2.1857e-05,1.28237e-05,36.4343,46.6041,48.9199,39.266225,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,8896,0.1013742963283725,1992,16,680,2048,4160,1456,0.000984636,0.000833315,6.03134e-05,30.0672,30.7919,42.1959,31.673875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,8896,0.1013742963283725,1992,16,680,2048,4160,1456,0.000621404,6.31567e-05,5.10159e-05,32.0663,41.9958,42.9229,34.6645625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,10352,0.1179661325979442,1992,16,680,2048,4160,1456,0.000175099,3.78903e-05,3.17641e-05,37.5672,44.2147,44.9806,39.3248125,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,11024,0.1256224716540368,1792,24,712,2280,6216,5160,0.00149909,0.000600258,9.91902e-05,28.2417,32.2166,40.0353,30.2127625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,11024,0.1256224716540368,1792,24,712,2280,6216,5160,0.00103212,9.23199e-05,9.91698e-05,29.8627,40.347,40.0362,32.444925,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,16184,0.1844225400262093,1792,24,712,2280,6216,5160,0.000231023,5.77814e-05,6.82257e-05,36.3634,42.3821,41.6605,37.777875,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,11680,0.1330978291835223,1776,64,704,2400,6736,6704,0.0020851,0.000510191,8.07193e-05,26.8087,32.9227,40.9302,29.3381375,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,11680,0.1330978291835223,1776,64,704,2400,6736,6704,0.00159027,7.8685e-05,8.24814e-05,27.9853,41.0411,40.8364,31.2236625,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,18384,0.209492336618996,1776,64,704,2400,6736,6704,0.000287628,4.42006e-05,4.99505e-05,35.4117,43.5457,43.0146,37.37881250000001,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_unpool,7760,0.0884280098000113,1656,88,568,1848,3600,2400,0.00125638,0.000847084,6.96511e-05,29.0088,30.7207,41.5707,30.793025,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,B_native,7760,0.0884280098000113,1656,88,568,1848,3600,2400,0.000709827,5.62215e-05,4.93086e-05,31.4885,42.501,43.0708,34.31285,external_family_probes_88blocks
DIAGNOSTIC_2k128_L2048_RANGE_UNKNOWN,2K_alt,2k128,2048,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c8152c03adcaa0384ad4b168abda03d79da5f8474e9de2ac88d15395cbfe87aa,,Official_Full,10160,0.1157768788103242,1656,88,568,1848,3600,2400,0.000205257,3.55933e-05,3.08856e-05,36.877,44.4863,45.1024,38.8563375,external_family_probes_88blocks
