configuration,point,profile,lambda,dataset,sequence,block,source,points,released_sha256,base_sha256,endpoint,physical_bits,physical_bpp,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,r5_bits,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,run
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,19760,0.2251723548515754,1248,80,568,2168,7312,8384,0.000110473,2.92803e-05,1.05261e-05,39.5674,45.3343,49.7773,41.5645,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11440,0.130362942282491,1488,96,624,2464,6768,8208,0.000673485,0.000212771,1.33576e-05,31.7167,36.7209,48.7427,34.470475,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11440,0.130362942282491,1488,96,624,2464,6768,8208,0.000574995,3.18789e-05,1.33544e-05,32.4034,44.965,48.7438,36.01615,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,19648,0.2238960742977608,1488,96,624,2464,6768,8208,0.000102243,2.1431e-05,7.36378e-06,39.9036,46.6896,51.329,42.180025,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11328,0.1290866617286764,1448,112,624,2480,6664,7416,0.000707482,0.000223511,1.32547e-05,31.5028,36.507,48.7763,34.2875125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11328,0.1290866617286764,1448,112,624,2480,6664,7416,0.000605936,2.96235e-05,1.36507e-05,32.1757,45.2836,48.6484,35.873275,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,18744,0.213594666970543,1448,112,624,2480,6664,7416,0.000118579,1.86365e-05,7.04915e-06,39.2599,47.2964,51.5186,41.7968,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,13872,0.1580782642386672,1992,96,952,2880,7952,5552,0.000453203,0.000209237,2.29986e-05,33.4371,36.7936,46.383,35.4749,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,13872,0.1580782642386672,1992,96,952,2880,7952,5552,0.000488555,4.26649e-05,2.13079e-05,33.1109,43.6993,46.7146,36.1349125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87754,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,19424,0.2213460355083528,1992,96,952,2880,7952,5552,8.65598e-05,3.10666e-05,1.76254e-05,40.6268,45.0771,47.5386,42.0470625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,15528,0.1769471824967238,1792,96,856,3056,9728,13096,0.00109919,0.000173524,5.39281e-05,29.5893,37.6064,42.6818,32.228,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,15528,0.1769471824967238,1792,96,856,3056,9728,13096,0.000955062,7.90819e-05,5.74541e-05,30.1997,41.0192,42.4068,33.078025,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,28624,0.3261808443963307,1792,96,856,3056,9728,13096,0.000120062,3.89538e-05,3.49227e-05,39.2059,44.0945,44.5689,40.48735,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,16624,0.1894364993447666,1776,136,904,3304,10504,15840,0.00170437,0.000133122,4.52221e-05,27.6844,38.7575,43.4465,31.0388,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,16624,0.1894364993447666,1776,136,904,3304,10504,15840,0.00149813,9.17187e-05,4.90179e-05,28.2445,40.3754,43.0965,31.6173625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,32464,0.3699390348128312,1776,136,904,3304,10504,15840,0.000148954,2.75792e-05,2.53467e-05,38.2695,45.5942,45.9608,40.1465,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,12744,0.1452224944447609,1656,144,752,2776,7416,6232,0.000659784,0.000188137,2.86847e-05,31.806,37.2553,45.4235,34.189350000000005,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,12744,0.1452224944447609,1656,144,752,2776,7416,6232,0.000648626,4.50942e-05,2.8198e-05,31.8801,43.4588,45.4978,35.02965,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/dancer_vox11_00000001.ply,87755,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,18976,0.2162383909748732,1656,144,752,2776,7416,6232,0.000106133,2.99305e-05,1.75874e-05,39.7415,45.2389,47.548,41.4044875,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80641,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,7992,0.0991059138651554,1104,64,560,1776,4488,4776,0.000568798,0.000325892,2.87066e-05,32.4504,34.8693,45.4202,34.373987500000005,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80641,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,7992,0.0991059138651554,1104,64,560,1776,4488,4776,0.000587516,6.41288e-05,2.66693e-05,32.3098,41.9295,45.7399,35.191025,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80641,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,12768,0.1583313698986867,1104,64,560,1776,4488,4776,9.64321e-05,5.26466e-05,2.12924e-05,40.1578,42.7863,46.7178,41.3063625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,8232,0.1020808015674214,1224,24,496,1856,4632,4768,0.000516592,0.000303465,2.29724e-05,32.8685,35.1789,46.3879,34.847224999999995,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,8232,0.1020808015674214,1224,24,496,1856,4632,4768,0.000533931,5.29965e-05,2.0526e-05,32.7251,42.7575,46.8769,35.748124999999995,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,13000,0.1612063192877161,1224,24,496,1856,4632,4768,9.20511e-05,4.27977e-05,1.63061e-05,40.3597,43.6858,47.8765,41.7150625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,7736,0.0959301604622901,1336,24,544,1800,4032,3616,0.000584169,0.000344078,2.9661e-05,32.3346,34.6334,45.2781,34.2398875,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,7736,0.0959301604622901,1336,24,544,1800,4032,3616,0.000522982,6.47388e-05,2.69728e-05,32.8151,41.8884,45.6907,35.5587125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,11352,0.1407703181964733,1336,24,544,1800,4032,3616,9.68626e-05,5.20849e-05,2.06867e-05,40.1384,42.8329,46.8431,41.3133,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,6984,0.0866049949158007,1272,16,512,1640,3544,2520,0.000478364,0.000350057,2.43961e-05,33.2024,34.5586,46.1268,34.987475,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,6984,0.0866049949158007,1272,16,512,1640,3544,2520,0.000424688,5.02342e-05,2.23609e-05,33.7193,42.99,46.5051,36.47636249999999,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,9504,0.1178542198854195,1272,16,512,1640,3544,2520,8.07617e-05,4.10466e-05,1.76043e-05,40.9279,43.8672,47.5438,42.1223,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,8584,0.1064457726742888,1112,16,584,2064,4808,2528,0.000429901,0.000239708,1.47898e-05,33.6663,36.2032,48.3004,35.812675,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,8584,0.1064457726742888,1112,16,584,2064,4808,2528,0.000454499,1.80492e-05,1.42428e-05,33.4247,47.4354,48.464,37.05595,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,11112,0.1377942015327,1112,16,584,2064,4808,2528,0.000130452,1.38103e-05,1.10847e-05,38.8455,48.598,49.5527,41.4029625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,9680,0.1200367054388532,1160,32,584,2168,5736,2992,0.000423207,0.000181999,1.67799e-05,33.7345,37.3993,47.7521,35.944799999999994,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,9680,0.1200367054388532,1160,32,584,2168,5736,2992,0.000471387,1.95186e-05,1.74377e-05,33.2662,47.0955,47.5851,36.784725,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,12672,0.157138959847226,1160,32,584,2168,5736,2992,0.000135195,1.4915e-05,1.24824e-05,38.6904,48.2638,49.037,41.1804,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11240,0.1393814637533791,1472,8,544,2088,7128,8536,0.000587978,9.16977e-05,1.22563e-05,32.3064,40.3764,49.1164,35.4164,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11240,0.1393814637533791,1472,8,544,2088,7128,8536,0.000602357,1.76928e-05,1.19655e-05,32.2015,47.522,49.2207,36.2439625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,6,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,19776,0.2452320130949133,1472,8,544,2088,7128,8536,0.000226458,1.08492e-05,8.63338e-06,36.4501,49.646,50.6382,39.8731,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11976,0.1485082215222836,1336,80,776,2472,7312,7136,0.000491304,0.000173481,2.37724e-05,33.0865,37.6075,46.2393,35.295725000000004,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11976,0.1485082215222836,1336,80,776,2472,7312,7136,0.000596788,5.16428e-05,2.23983e-05,32.2418,42.8699,46.4979,35.352325,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,7,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/exercise_vox11_00000001.ply,80642,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,19112,0.2369980903251407,1336,80,776,2472,7312,7136,0.000143804,3.76201e-05,1.78915e-05,38.4223,44.2458,47.4735,40.2816375,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,8472,0.1030418759654094,1176,88,688,1856,4664,5168,0.000586424,0.000323893,2.90566e-05,32.3179,34.896,45.3675,34.2713625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,8472,0.1030418759654094,1176,88,688,1856,4664,5168,0.000435051,5.66242e-05,2.72551e-05,33.6146,42.47,45.6455,36.2253875,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,0,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,13640,0.1658983933154137,1176,88,688,1856,4664,5168,9.14801e-05,4.84794e-05,2.26292e-05,40.3867,43.1444,46.4533,41.4897375,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11240,0.1367080601807368,1608,72,728,2480,6352,6288,0.000627968,0.000211577,2.12108e-05,32.0206,36.7453,46.7344,34.4504125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11240,0.1367080601807368,1608,72,728,2480,6352,6288,0.000582428,5.00755e-05,2.04774e-05,32.3476,43.0037,46.8872,35.4970625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,1,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,17528,0.2131867329935902,1608,72,728,2480,6352,6288,9.92058e-05,3.20843e-05,1.37037e-05,40.0346,44.9371,48.6316,41.7220375,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11472,0.1395297923837555,1496,40,664,2528,6744,9760,0.000695674,0.000232171,3.20362e-05,31.5759,36.3419,44.9436,33.8426125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11472,0.1395297923837555,1496,40,664,2528,6744,9760,0.000520328,4.2915e-05,2.90358e-05,32.8372,43.6739,45.3707,35.758475000000004,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,2,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,21232,0.2582371471314416,1496,40,664,2528,6744,9760,8.18695e-05,2.36667e-05,1.73166e-05,40.8688,46.2586,47.6154,42.385850000000005,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82220,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,11528,0.1402091948431038,1432,32,696,2456,6912,10152,0.000733455,0.000226001,3.29441e-05,31.3463,36.4589,44.8222,33.6698625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82220,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,11528,0.1402091948431038,1432,32,696,2456,6912,10152,0.000553683,5.25366e-05,3.09834e-05,32.5674,42.7954,45.0887,35.4110625,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,3,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82220,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,21680,0.2636828022378983,1432,32,696,2456,6912,10152,8.20878e-05,2.65593e-05,1.78408e-05,40.8572,45.7578,47.4858,42.29834999999999,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,16800,0.2043323319427383,1376,56,784,3360,11224,21880,0.00138296,9.01876e-05,4.94349e-05,28.5919,40.4485,43.0597,31.88245,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,16800,0.2043323319427383,1376,56,784,3360,11224,21880,0.00107833,7.4772e-05,5.45524e-05,29.6725,41.2626,42.6319,32.741187499999995,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,4,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82219,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,Official_Full,38680,0.4704508690205427,1376,56,784,3360,11224,21880,0.000193055,3.40416e-05,2.62385e-05,37.1432,44.6799,45.8106,39.1687125,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82220,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_unpool,17152,0.2086110435417173,1408,80,792,3376,11496,24768,0.00166538,0.000108145,6.7355e-05,27.7849,39.6599,41.7163,31.0107,full_88blocks_v2
DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,5,/data/run01/scz0ade/Tanzeyu/data/Owlii_vox10_floor_v1/model_vox11_00000001.ply,82220,c3e38cd37b9bcfae99cf87bbf3cb1001574497df9bab33be238a8927abe1d389,,B_native,17152,0.2086110435417173,1408,80,792,3376,11496,24768,0.00131008,0.00010152,7.39546e-05,28.827,39.9345,41.3103,31.77585,full_88blocks_v2
