run,configuration,point,profile,lambda,dataset,sequence,stage,stage_index,num_blocks,points,stage_bits,cumulative_bits,stage_bpp,cumulative_bpp,mse_Y,psnr_Y,mse_U,psnr_U,mse_V,psnr_V,yuv611,x_rms,f_rms,d_rms
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,x_low,0.0,16.0,1089091.0,21912.0,21912.0,0.02011953087483048,0.02011953087483048,1.2414679709636308e-06,59.060644804696175,1.266427645158281e-06,58.974196177219405,1.2744483052258925e-06,58.9467777589535,59.03560534554374,0.4762915408337317,,
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,r1,1.0,16.0,1089091.0,536.0,22448.0,0.0004921535482342614,0.020611684423064738,0.0019968836078434245,26.99647248070943,0.002087567983485945,26.803593724326,4.2482013809369065e-05,43.71794904224919,29.06254720635397,0.4649470311390374,0.06561697175084348,0.038315300865563486
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,r2,2.0,16.0,1089091.0,11456.0,33904.0,0.01051886389658899,0.031130548319653728,0.00212117882322207,26.734227173085703,0.0015566008167013994,28.07822746026,4.7041029017239884e-05,43.275231866848706,28.969852795702867,0.467377095410634,0.04378843645465471,0.04989047275781489
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,r3,3.0,16.0,1089091.0,43000.0,76904.0,0.039482467488942616,0.07061301580859634,0.0015813902886336996,28.009609325460715,0.0008099115966954016,30.915623825566946,3.184317401778275e-05,44.96983649800379,30.492889534541877,0.47122489216405333,0.03779208759932172,0.04472959534575871
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,r4,4.0,16.0,1089091.0,143728.0,220632.0,0.13197060668024985,0.2025836224888462,0.000533098154622151,32.73192820830511,7.356249365234505e-05,41.33343557287449,1.3906865187683438e-05,48.56770755351069,35.786589047026986,0.4769535570135971,0.039647260324528616,0.041794794418577405
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,8i,Soldier,r5,5.0,16.0,1089091.0,222656.0,443288.0,0.20444205305158156,0.40702567554042773,0.00011392688742740254,39.43373767726722,1.107424827177466e-05,49.556857443374405,8.891329097449735e-06,50.510333147841074,42.08370208185235,0.47531385390016506,0.03703198761693997,0.03984090282982711
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,x_low,0.0,8.0,796217.0,13976.0,13976.0,0.017553003766561125,0.017553003766561125,1.2744242144731293e-06,58.946859853926156,1.2853923593526496e-06,58.90964285957317,1.2457097406571317e-06,59.04583139631907,58.95457917243115,0.49374693470643993,,
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,r1,1.0,8.0,796217.0,504.0,14480.0,0.0006329932669109049,0.01818599703347203,0.0020014523208559533,26.986547513174575,0.002096389236563423,26.78528078750551,4.2367485322053984e-05,43.7296731233051,29.05427987373226,0.4826641604595815,0.0679836466100991,0.03850856846327256
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,r2,2.0,8.0,796217.0,6392.0,20872.0,0.008027962226377985,0.026213959259850015,0.0016978751809455918,27.70094240016137,0.0015279045380756032,28.159037791910325,4.8498364194952776e-05,43.142729095026084,29.68842766098808,0.4839455475407163,0.04460377462696964,0.051776188982083846
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,r3,3.0,8.0,796217.0,22248.0,43120.0,0.02794213135363852,0.054156090613488535,0.0010965858975948305,29.599573435666436,0.0007498306504961901,31.250368110879833,3.32656151793212e-05,44.780044407580135,31.703481641557325,0.48770529481763697,0.03769384052211482,0.044201977214039435
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,r4,4.0,8.0,796217.0,59504.0,102624.0,0.07473339554417954,0.12888948615766807,0.00043619865984218735,33.603156730627674,0.00022299496255624355,36.51704947529133,1.758525528609961e-05,47.548513226248545,35.710562885663236,0.4943428869193025,0.04284535405360323,0.04212697369640393
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Basketball,r5,5.0,8.0,796217.0,58176.0,160800.0,0.07306550852343018,0.20195499468109823,9.300374247546268e-05,40.314995750617655,3.515438928354367e-05,44.540204424047985,1.4169704449410091e-05,48.486392081384906,41.86457137614235,0.49218487407107125,0.041128256938367136,0.04121065361119426
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,x_low,0.0,8.0,702038.0,12728.0,12728.0,0.018130072731105725,0.018130072731105725,1.2872390545805106e-06,58.90340792299715,1.1718892767425182e-06,59.31113419692793,1.4403359599096406e-06,58.415361964344285,58.89336796240689,0.4959779951781159,,
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,r1,1.0,8.0,702038.0,824.0,13552.0,0.001173725638783086,0.01930379836988881,0.002593083387609506,25.86183517092442,0.0020902266595643503,26.798066174005587,4.230992444688836e-05,43.73557750190539,28.213081837682186,0.4861468319711444,0.06968052443985062,0.038797181818487916
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,r2,2.0,8.0,702038.0,5872.0,19424.0,0.008364219600648398,0.027668017970537206,0.002313451181305366,26.357396605960666,0.0015408410623603383,28.122421564144485,5.396639701595081e-05,42.678765759745126,28.618195869956697,0.4882942223867236,0.04590642957932252,0.05377270131636691
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,r3,3.0,8.0,702038.0,21488.0,40912.0,0.030608029764770568,0.05827604773530778,0.0014177615194621892,28.48396815339062,0.0007763655270164626,31.099337568474414,4.161552036514322e-05,43.80744670530075,30.72632414926486,0.49208836356085706,0.039047498658383,0.04735182664084223
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,r4,4.0,8.0,702038.0,64024.0,104936.0,0.09119734259399064,0.1494733903292984,0.0005481684332618733,32.61085977287769,0.00017340358329876506,37.60941932287713,2.2167910934304926e-05,46.54275232120159,34.97716628516811,0.49817839458282975,0.042361888192525995,0.04333455209542539
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Dancer,r5,5.0,8.0,702038.0,73768.0,178704.0,0.10507693315746441,0.2545503234867628,0.00011209136507303725,39.50427841870432,2.8477836915742436e-05,45.454930013846734,1.608112914174277e-05,47.93683460387837,41.302179391243875,0.49649382992699986,0.040062713947338575,0.041669728060981015
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,x_low,0.0,8.0,645135.0,10016.0,10016.0,0.01552543266138095,0.01552543266138095,1.3207495057373187e-06,58.79179543166554,1.0064556199584134e-06,59.97205370732712,1.4939488966054167e-06,58.256642581443565,58.87243360984549,0.46535232196872794,,
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,r1,1.0,8.0,645135.0,264.0,10280.0,0.0004092166755795299,0.015934649336960482,0.001444749890878258,28.40207329663775,0.0020642704308582254,26.852334083355007,4.3881539560486e-05,43.57718143839023,30.105244412696464,0.4512200426248826,0.06659376293605085,0.03849492778077523
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,r2,2.0,8.0,645135.0,4600.0,14880.0,0.007130290559340293,0.023064939896300773,0.0013267249599815713,28.772191003026485,0.0014758258645001447,28.309648827217497,4.8418412790035236e-05,43.14989451321949,30.51158616982449,0.4531483627689566,0.04341929407864706,0.04993273075520637
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,r3,3.0,8.0,645135.0,15864.0,30744.0,0.02459020205073357,0.047655141947034345,0.0008267458254974928,30.826279892996308,0.0007056763324769089,31.513944480285897,3.1596402460473084e-05,45.00362362967288,32.68440593349207,0.4571455158027537,0.03684681511927925,0.04261411926210772
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,r4,4.0,8.0,645135.0,41680.0,72424.0,0.06460663272028336,0.1122617746673177,0.00037770514214570763,34.228471025690745,0.0002334408368978909,36.31823168478877,1.726877106013922e-05,47.62738568095017,36.16455543998543,0.4661856216649214,0.042295803179775486,0.04058887163985978
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Exercise,r5,5.0,8.0,645135.0,36872.0,109296.0,0.05715392902260767,0.16941570368992537,0.00012450731732610852,39.04805124223127,3.269782929998426e-05,44.85481077747363,1.5181190466163226e-05,48.186941709561054,40.91625749255278,0.46301907236030587,0.04133615201838495,0.040715440577065276
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,x_low,0.0,8.0,657755.0,11704.0,11704.0,0.017793859415739903,0.017793859415739903,1.2786209369601498e-06,58.93258188427248,1.2433969924127938e-06,59.0539018745854,1.3069764620778835e-06,58.8373223375208,58.93583943971763,0.5231738502563086,,
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,r1,1.0,8.0,657755.0,552.0,12256.0,0.0008392182499562907,0.018633077665696194,0.003312712329190698,24.798162759409976,0.002128375107740492,26.719518289777998,6.417694485167105e-05,41.92620961370184,27.179338057492462,0.5144318585834072,0.07000933556034232,0.03790285868252773
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,r2,2.0,8.0,657755.0,5936.0,18192.0,0.0090246368328633,0.027657714498559496,0.003529177967351565,24.5232644073611,0.001590214010197784,27.985444246144247,9.794972130637991e-05,40.08996795353507,26.901874830480743,0.5170731382128212,0.04577393722989923,0.052320260783938734
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,r3,3.0,8.0,657755.0,22704.0,40896.0,0.03451741149820222,0.06217512599676171,0.002278833871535754,26.42287334014485,0.0008216740027676727,30.853004536046335,8.388072050290647e-05,40.76337847769253,28.769202881825997,0.5208911976929301,0.04004325122207299,0.049693536214997204
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,r4,4.0,8.0,657755.0,69424.0,110320.0,0.10554689816116944,0.16772202415793114,0.0008472337166248235,30.719967693161294,0.00017985132924759416,37.45086348044181,4.391783133184738e-05,43.57359113545794,33.16803259685844,0.5256052120086149,0.043232193736517835,0.04717248705661063
full_88blocks_v2,DIAGNOSTIC_8k256_L8192,same_lambda_control,8k256,8192,Owlii,Model,r5,5.0,8.0,657755.0,125936.0,236256.0,0.19146338682336128,0.3591854109812924,0.00016824081736029498,37.7406863039423,4.203653785217892e-05,43.763730598562304,2.7565867913772014e-05,45.59628329169546,39.47551646423894,0.5233678957206047,0.04021285432347426,0.042320152994070666
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,x_low,0.0,16.0,857966.0,19568.0,19568.0,0.022807430597482883,0.022807430597482883,1.2653432041021503e-06,58.97791663079495,1.2588577469020356e-06,59.00023343145478,1.211037349520122e-06,59.16842462603968,59.00451973028302,0.4921782813004715,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,r1,1.0,16.0,857966.0,632.0,20200.0,0.0007366259269015323,0.023544056524384415,0.00340265007063371,24.681827115586152,0.0029195369157269586,25.3468602899459,0.0007372184834080932,31.324037847639893,25.59523260388784,0.48376388158208494,0.07745031185609189,0.03835176128113359
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,r2,2.0,16.0,857966.0,12792.0,32992.0,0.014909681735639875,0.03845373826002429,0.005438293711443361,22.64537340732611,0.0020661689767447096,26.848341636165536,0.0008879695162405905,30.516019431805667,24.154575188990986,0.48839352055518404,0.06483052956724399,0.08905753914010735
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,r3,3.0,16.0,857966.0,45768.0,78760.0,0.05334477123802109,0.09179850949804538,0.004585358773270347,23.386266780625007,0.0011328462567643939,29.458290260319725,0.0007778731608654139,31.090912128137678,25.108350384025933,0.4916168290484964,0.05377754751712671,0.0728384384139106
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,r4,4.0,16.0,857966.0,152048.0,230808.0,0.1772191438821585,0.2690176533802039,0.0020192279871154425,26.948146429403344,0.0004176706341328111,33.79166058329335,0.0005229368579114928,32.815507469187686,28.537005828612635,0.4969178281345861,0.050097864717762175,0.05794977334388292
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Longdress,r5,5.0,16.0,857966.0,340384.0,571192.0,0.3967336700988151,0.665751323479019,0.0004188356673729876,33.77956341597551,0.00016584255513523824,37.80304019690209,0.0002773612136547779,35.56954270996815,34.50624542534041,0.4955736623876361,0.04526860650918504,0.04841296676559
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,x_low,0.0,16.0,805285.0,14384.0,14384.0,0.017861999167996422,0.017861999167996422,1.2788980584324583e-06,58.93164071959744,1.3144316495331878e-06,58.81261992290482,1.3738949989902558e-06,58.62046457306775,58.87786610169465,0.4610876951399012,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,r1,1.0,16.0,805285.0,216.0,14600.0,0.0002682280186517817,0.018130227186648206,0.0011492592501933122,29.395819920007593,0.0020044253188287223,26.980101201192657,5.299028463927285e-05,42.75803747650541,30.76413227471795,0.4478886752031035,0.06501616919708703,0.039218988480563606
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,r2,2.0,16.0,805285.0,5096.0,19696.0,0.006328194365969812,0.02445842155261802,0.0010934685561787558,29.611937010345738,0.0013350303644663812,28.745088564190855,5.1240056588358535e-05,42.90390399302092,31.165076827410775,0.45049951990663145,0.04318182185176979,0.04815936389998965
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,r3,3.0,16.0,805285.0,18120.0,37816.0,0.02250135045356613,0.04695977200618415,0.000758164033041381,31.202368221545882,0.000542831047670313,32.65335320470156,2.94300711195764e-05,45.31208688399802,33.14745617724686,0.45524148402401005,0.036448672267895534,0.041708091330358944
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,r4,4.0,16.0,805285.0,53808.0,91624.0,0.06681857975747717,0.11377835176366131,0.0005564505876118781,32.545733946361295,0.00040944853510674925,33.878006783327955,1.8754247007657096e-05,47.26900368302614,34.55267676806523,0.46509617765633604,0.04378205231935254,0.04060058822493464
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Loot,r5,5.0,16.0,805285.0,56120.0,147744.0,0.06968961299415735,0.18346796475781865,0.00012476121562373456,39.03920402301332,1.1721840443022968e-05,49.310041945041604,1.1716002874630133e-05,49.31220530432241,41.60718392343049,0.46066324669667996,0.04373553888522516,0.04097735161434979
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,x_low,0.0,8.0,757691.0,14888.0,14888.0,0.01964917096811233,0.01964917096811233,1.2389365501628888e-06,59.069509346406726,1.2745863069696602e-06,58.94630751507699,1.2971238406103132e-06,58.87018558436984,59.02919364723589,0.47155585649092147,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,r1,1.0,8.0,757691.0,368.0,15256.0,0.00048568611742781686,0.020134857085540147,0.0020082611594608936,26.97179811079946,0.0024110439384942063,26.177948750345333,0.0010498510305822326,29.78872321107184,27.224682578276745,0.45920180510459513,0.0753705476449225,0.038856685372397705
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,r2,2.0,8.0,757691.0,8928.0,24184.0,0.011783167544553122,0.03191802463009327,0.0025882465964751997,25.869943484104137,0.0016817074094116274,27.74249562361814,0.0012391363240029025,29.068809119408243,26.503870705956402,0.46200701608701505,0.06017356696992468,0.0750991042166035
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,r3,3.0,8.0,757691.0,31432.0,55616.0,0.041483929464649835,0.07340195409474311,0.0017642628272845425,27.534367162922173,0.0007485225814325109,31.257950933254676,0.0009871324452130608,30.056245734030867,28.315049955602326,0.4656568359453603,0.050868498644857874,0.06511735673067527
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,r4,4.0,8.0,757691.0,86960.0,142576.0,0.11476974122696455,0.18817169532170766,0.0007279327923246957,31.379087158379214,0.00040845831676979995,33.8885225668488,0.0005520036453774861,32.5805805422352,31.84295325741991,0.475009887636777,0.05101459318580822,0.05007500574256421
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Redandblack,r5,5.0,8.0,757691.0,121744.0,264320.0,0.16067763771775037,0.34884933303945803,0.00015299275013458052,38.15329148601655,8.389903612102875e-05,40.76243028560132,0.0003229188091998761,34.90906657696351,38.07390572233302,0.4731492648169597,0.04651408722520323,0.041079080002086286
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,x_low,0.0,16.0,1089091.0,21912.0,21912.0,0.02011953087483048,0.02011953087483048,1.2414689373055616e-06,59.0606414242078,1.2664293646818925e-06,58.974190280482134,1.2744498257855594e-06,58.946772577336674,59.035601425383206,0.4762915389839926,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,r1,1.0,16.0,1089091.0,376.0,22288.0,0.000345242041298661,0.02046477291612914,0.00199523624460281,27.00005674587251,0.002013509992247348,26.960462108208322,4.078004323278958e-05,43.89552318142185,29.107040720608154,0.4650811550706175,0.0655903247478462,0.03893552109764841
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,r2,2.0,16.0,1089091.0,9968.0,32256.0,0.009152586882087907,0.029617359798217044,0.00208097581683051,26.81732966726427,0.0014307991490086522,28.444213268267838,4.4670281007943515e-05,43.49981315497372,29.106000553353397,0.46765782130039285,0.043948842962294836,0.04987986374214095
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,r3,3.0,16.0,1089091.0,37264.0,69520.0,0.03421568996530134,0.06383304976351839,0.0015227347432223359,28.17375743143267,0.0006716163906422758,31.72878713548531,3.087103531521924e-05,45.10448805433776,30.734477472302384,0.4717751914812205,0.037534711220859884,0.044415721192801905
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,r4,4.0,16.0,1089091.0,121056.0,190576.0,0.11115324614747528,0.17498629591099366,0.0005678599776615959,32.457587389820176,0.00020079205682673064,36.97253471529767,1.5054665796173018e-05,48.223288811003364,34.99266848315276,0.4779580295873293,0.04202989699451621,0.042430535346512234
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,8i,Soldier,r5,5.0,16.0,1089091.0,137600.0,328176.0,0.12634389596461637,0.30133019187561005,0.0001719973930082942,37.64478135712757,1.3889037530561999e-05,48.573278485495344,1.0573657132761414e-05,49.75774776375012,40.52496429900136,0.47533245603499724,0.0401620361220192,0.04093302904583295
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,x_low,0.0,8.0,796217.0,13976.0,13976.0,0.017553003766561125,0.017553003766561125,1.274425465027202e-06,58.94685559232738,1.2853925725197718e-06,58.90964213934719,1.2457116733305174e-06,59.04582465840327,58.95457504396434,0.49374694244738554,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,r1,1.0,8.0,796217.0,320.0,14296.0,0.00040190048692755867,0.017954904253488686,0.002015539648534557,26.95608654236105,0.0020260903596468318,26.933411898637345,4.0397784383358226e-05,43.93642453118797,29.075794460498955,0.48274223047686426,0.06800105851956374,0.03920612290277408
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,r2,2.0,8.0,796217.0,5520.0,19816.0,0.006932783399500387,0.02488768765298907,0.0016805280910979301,27.74554223624818,0.0014000402477775608,28.538594792242936,4.5457433464261394e-05,43.42395088271728,29.804474886556164,0.4843335016759818,0.044693255374927736,0.05173048204235118
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,r3,3.0,8.0,796217.0,17928.0,37744.0,0.022516474780116476,0.04740416243310555,0.0010172278405350683,29.925817621167646,0.0005850540408766257,32.32804016703208,3.1367921474062324e-05,45.03514257912138,32.11476105914491,0.48825497845560417,0.03749596991449756,0.04486353991449316
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,r4,4.0,8.0,796217.0,45208.0,82952.0,0.056778491290690854,0.1041826537237964,0.0006952798743714511,31.57840341556313,0.000506475898601416,32.954412163519805,2.3699796143091077e-05,46.2525538961485,33.584673319130886,0.4954439033112319,0.0460485285126909,0.04311910460164446
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Basketball,r5,5.0,8.0,796217.0,36568.0,119520.0,0.04592717814364677,0.15010983186744317,0.00012206721970987389,39.13400947115517,3.7828861154059484e-05,44.22176733038542,1.5821812629023395e-05,48.007437629567264,40.879157723360464,0.4921449978936539,0.04562122267355305,0.04194126699689256
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,x_low,0.0,8.0,702038.0,12728.0,12728.0,0.018130072731105725,0.018130072731105725,1.287240433037669e-06,58.90340327229909,1.1718880830308841e-06,59.311138620747236,1.4403349509206974e-06,58.41536500667952,58.89336540765265,0.4959779863753628,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,r1,1.0,8.0,702038.0,608.0,13336.0,0.0008660499858981993,0.018996122717003922,0.0026157619396502733,25.824017836661135,0.0020285342607405075,26.928176529215,4.0853335598658e-05,43.88772478349427,28.220001041584506,0.48640280056407276,0.06982468886291507,0.038769916270809904
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,r2,2.0,8.0,702038.0,5056.0,18392.0,0.007201889356416604,0.026198012073420526,0.0023016149794786527,26.379673246127986,0.0014116308794905406,28.502788499963533,5.1836337912916517e-05,42.853656877005555,28.704310606717126,0.4885223097192792,0.04604471600114434,0.05394535277869111
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,r3,3.0,8.0,702038.0,18128.0,36520.0,0.025821964053227887,0.052019976126648416,0.0013463404760221587,28.708450974975964,0.0006187806478231568,32.08463277188312,4.000310574423491e-05,43.97906289791463,31.03930018995669,0.4927455068684169,0.03887525103073397,0.047799732420579534
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,r4,4.0,8.0,702038.0,50776.0,87296.0,0.07232656921705093,0.12434654534369935,0.0007572583935179555,31.207559042105842,0.0004282368990747885,33.683159144022824,2.7953752108391915e-05,45.535598904393254,33.308014037631395,0.4990335200342232,0.045547598405996065,0.04414459848389435
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Dancer,r5,5.0,8.0,702038.0,46120.0,133416.0,0.06569444958819894,0.19004099493189827,0.00014773253678004403,38.30523844648414,3.1194604134631136e-05,45.059205212769626,1.7819501984149554e-05,47.49104437704198,40.29771003358956,0.4964715380406128,0.04441716125220509,0.04241415433168883
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,x_low,0.0,8.0,645135.0,10016.0,10016.0,0.01552543266138095,0.01552543266138095,1.3207474167417857e-06,58.791802300795126,1.0064569486671065e-06,59.97204797383564,1.4939511277076025e-06,58.25663609558152,58.87243723427349,0.4653523134149383,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,r1,1.0,8.0,645135.0,208.0,10224.0,0.00032241313833538716,0.015847845799716338,0.001425816990137346,28.459362145080526,0.0019970557333523885,26.996098147739403,4.206190022648161e-05,43.76111111125833,30.189172766185116,0.45141025477546476,0.0665935005613414,0.03906143002388534
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,r2,2.0,8.0,645135.0,3952.0,14176.0,0.006125849628372356,0.021973695428088694,0.0012947467720179787,28.878151630646755,0.0013519738343679326,28.690317134976265,4.578802191450413e-05,43.39248117996035,30.668963512352143,0.4536101395699067,0.043590782562948946,0.0497325392673973
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,r3,3.0,8.0,645135.0,12640.0,26816.0,0.019592798406535068,0.04156649383462376,0.0007372363458578206,31.323932621447863,0.0005353242774270914,32.71383060532994,2.984685147482228e-05,45.25101475564115,33.23855513620728,0.45797877174564566,0.03664409466354048,0.04334069987545551
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,r4,4.0,8.0,645135.0,28904.0,55720.0,0.04480302572329822,0.08636951955792199,0.0006883491329867544,31.621912302668825,0.0005624619638326063,32.49906841138626,2.4491096564012743e-05,46.109917693449376,33.54255749010608,0.4679389989214636,0.0460211939301835,0.0418135474863406
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Exercise,r5,5.0,8.0,645135.0,19336.0,75056.0,0.029972021359870416,0.1163415409177924,0.00015663030429045633,38.051242083517025,3.5154377149043044e-05,44.540205923134636,1.635549310735425e-05,47.86336357648776,40.08887775009057,0.46300742181547505,0.04642111881178321,0.041590973220134685
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,x_low,0.0,8.0,657755.0,11704.0,11704.0,0.017793859415739903,0.017793859415739903,1.2786235659602566e-06,58.93257295465908,1.2433954718501509e-06,59.05390718561939,1.3069780394743524e-06,58.83731709600201,58.93583275119698,0.5231738427645153,,
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,r1,1.0,8.0,657755.0,416.0,12120.0,0.000632454333300393,0.018426313749040295,0.003343969130398541,24.757377403716134,0.002060906439855215,26.859417236875043,6.27072978145267e-05,42.02681913457228,27.178812599218013,0.514469054784723,0.0700296841227995,0.03853658719258175
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,r2,2.0,8.0,657755.0,5168.0,17288.0,0.007857028832924114,0.02628334258196441,0.0035105400373596756,24.54626069515726,0.0014640172194090766,28.344538151831156,9.602992602499696e-05,40.17593405687366,26.97475454745605,0.5173105974698228,0.045914689936451786,0.05229522837214663
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,r3,3.0,8.0,657755.0,19752.0,37040.0,0.03002941824843597,0.05631276083040038,0.002213390495587004,26.549419592684632,0.0006729427012550681,31.7202191287577,8.19822010879608e-05,40.862804257667364,28.984942617816607,0.5215222614722984,0.039937456988091466,0.05009387865973234
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,r4,4.0,8.0,657755.0,57624.0,94664.0,0.08760708774543713,0.1439198485758375,0.0009624355254231025,30.166283546930778,0.00035938202834469,34.444436444943825,4.799514058131611e-05,43.18802731906789,32.32877063069955,0.5259299380173206,0.04556412369556333,0.04763790270766339
full_88blocks_v2,R04_8k256_L4096,4K,8k256,4096,Owlii,Model,r5,5.0,8.0,657755.0,92176.0,186840.0,0.14013728515936785,0.28405713373520536,0.00020896222705950735,36.79932211794277,4.593882661776942e-05,43.37820101869245,3.0248332656315616e-05,45.19298559461713,38.670889915120775,0.5234311149125225,0.043356193512763805,0.04271359151629485
