sequence,frame,endpoint,source,checkpoint_profile,lambda,checkpoint_step,points,physical_bits,physical_bpp,base_bits,enhancement_bits,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,num_base_residual_streams,num_native_r5_streams,y_mse,u_mse,v_mse,y_psnr,u_psnr,v_psnr,yuv_psnr_611,hard_max_abs_difference,seconds
longdress,1300,B_native,CURRENT_CANONICAL_DIAGNOSTIC,32k8k,32768,0,857966,658152,0.7671073212691412,658152,0,15632,9520,42856,149120,441024,4,0,0.000698578,0.000160019,0.000194867,31.5579,37.9583,37.1026,33.0510375,,29.13763190060854
longdress,1300,Canonical_Base,CURRENT_CANONICAL,32k8k,32768,5525,857966,658152,0.7671073212691412,658152,0,15632,9520,42856,149120,441024,4,0,0.000415318,0.000153214,0.000178685,33.8162,38.147,37.4791,34.8154125,,58.0937864780426
longdress,1300,Canonical_Full_step1763,CURRENT_CANONICAL,32k8k,32768,3263,857966,2051424,2.3910318124494445,658152,1393272,15632,9520,42856,149120,441024,4,0,3.3527e-05,7.04807e-05,8.93175e-05,44.7461,41.5193,40.4906,43.8108125,0.0,34.77699834853411
