dataset,sample,operating_point,base_bpp,full_bpp,delta_bpp,base_Y,full_Y,delta_Y,base_YUV611,full_YUV611,delta_YUV611,pending_sample
CTC,Facade_00009_vox12,1k,0.6694380311825499,0.673347597402394,0.003909566219844174,30.0707,30.0617,-0.009000000000000341,32.5230125,32.49155,-0.0314625000000035,False
CTC,Facade_00009_vox12,2k,1.0581291096652121,1.0864333666440071,0.028304256978795017,32.4007,32.7192,0.3185000000000002,34.628325000000004,34.7940875,0.1657624999999996,False
CTC,Facade_00009_vox12,32k,2.011662286156439,2.9445800192345644,0.9329177330781255,38.807,42.9261,4.119099999999996,39.9928,43.0593375,3.0665374999999955,False
CTC,Facade_00009_vox12,4k,1.387530112744622,1.3930436035674791,0.0055134908228571256,36.4049,36.5077,0.102800000000002,37.85937499999999,37.9014875,0.04211250000000888,False
CTC,Facade_00009_vox12,512,0.5699495954162842,0.5710472813164712,0.0010976859001869954,29.3384,29.4561,0.11769999999999925,31.891824999999997,31.965187500000003,0.07336250000000533,False
CTC,Facade_00009_vox12,8k,1.2417333663307406,1.2743080725650575,0.03257470623431691,35.6676,35.8964,0.22879999999999967,37.256575,37.4233625,0.1667875000000052,False
CTC,House_without_roof_00057_vox12,16k,0.8264472559394235,1.1249426397964835,0.29849538385706,35.1189,38.7661,3.647200000000005,37.36535,40.14435,2.7790000000000035,False
CTC,House_without_roof_00057_vox12,1k,0.2649939314193673,0.28264963408057137,0.017655702661204087,30.4925,30.9208,0.4283000000000001,33.0796375,33.405375,0.32573750000000246,False
CTC,House_without_roof_00057_vox12,2k,0.4598171279372291,0.5229872884633034,0.06317016052607433,31.7711,32.9225,1.1513999999999989,34.267575,35.0989,0.8313249999999996,False
CTC,House_without_roof_00057_vox12,32k,1.064951858676833,2.150032637311304,1.0850807786344712,35.7523,43.6625,7.910200000000003,37.9511875,43.9088125,5.957625,False
CTC,House_without_roof_00057_vox12,4k,0.7180860201969788,0.7763031464842964,0.05821712628731768,34.6994,36.0906,1.3912000000000049,36.92865,37.964912500000004,1.0362625000000065,False
CTC,House_without_roof_00057_vox12,512,0.21503131222615338,0.2175969245650163,0.0025656123388629326,29.9656,30.0696,0.10400000000000276,32.6621125,32.74975,0.08763749999999959,False
CTC,House_without_roof_00057_vox12,8k,0.6287268148768392,0.7983162653428877,0.16958945046604845,34.2452,36.6285,2.3833000000000055,36.556149999999995,38.37321250000001,1.817062500000013,False
CTC,Shiva_00035_vox12,16k,3.4251614258590553,3.6035563236524064,0.17839489779335116,35.1246,36.9391,1.8145000000000024,35.946475,37.3171875,1.3707125000000033,False
CTC,Shiva_00035_vox12,1k,1.3272158647233463,1.3734734405409799,0.04625757581763357,25.371,25.718,0.3470000000000013,27.8872,28.2000125,0.3128124999999997,False
CTC,Shiva_00035_vox12,2k,2.2587332479794515,2.419322744695441,0.16058949671598954,27.898,29.1324,1.2344000000000008,29.9418125,30.896012499999998,0.9541999999999966,False
CTC,Shiva_00035_vox12,32k,4.212515310187369,5.292857624176024,1.0803423139886554,36.559,42.7948,6.235800000000005,37.129425,41.81,4.680575000000005,False
CTC,Shiva_00035_vox12,4k,2.9855995053174413,3.0236520098460855,0.03805250452864417,34.0224,34.9218,0.8994,34.9035375,35.5544875,0.6509500000000017,False
CTC,Shiva_00035_vox12,512,1.1545050597939615,1.15854813840013,0.004043078606168482,24.8186,24.93,0.11139999999999972,27.4619,27.5718875,0.10998749999999902,False
CTC,Shiva_00035_vox12,8k,2.7691045373647847,2.874779513482874,0.10567497611808951,33.3182,34.3121,0.9939000000000036,34.417625,35.162875,0.7452499999999986,False
