checkpoint,physical_bpp,y_psnr,u_psnr,v_psnr,yuv_psnr_611,pareto,shortlisted
Direct_s3525,1.3706517422103879,45.7444,46.36315,45.574425,45.800496875,True,False
Direct_s3250,1.3775264583473332,45.83775,46.24707500000001,45.530150000000006,45.850465625000005,True,False
Direct_s2250,1.3775710119275495,45.608675,46.335175,45.504325,45.68644375,False,False
Direct_s1762,1.3816712492824135,45.811499999999995,46.334050000000005,45.583299999999994,45.848293749999996,False,False
Direct_s2750,1.3817735092996903,45.840250000000005,46.294225000000004,45.523725,45.85743125,True,False
Direct_s2500,1.3819541151037642,45.77245,46.378325000000004,45.50895,45.81524687500001,False,False
TwoStage_s3525,1.3838878343927428,45.929100000000005,46.466325,45.641200000000005,45.960265625,False,False
Direct_s3000,1.4018470321831498,45.920300000000005,46.336924999999994,45.507575,45.9207875,True,True
Direct_s2000,1.4075413958890584,45.820225,46.072325000000006,45.5002,45.811734375,False,False
