dataset,sample,method,endpoint,operating_point,physical_bits,physical_bpp,Y,U,V,YUV611,reconstruction_sha256,result_set
CTC,redandblack_viewdep_vox12,Original_Unicorn,Original Unicorn,R09,300744,0.10854962179221798,35.4529,40.7772,34.3165,35.9763875,c5485cf89f68a3f89b908e069dfe556949b3415ad164e00a7686b0242f4c0aae,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R01,1677784,0.4192621535456702,42.6941,51.0238,51.8738,44.882775,44119975b5ff60b7f022d986b00dc2a6626b559de288e0e56a71b5858683503a,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R02,1316592,0.32900373186357784,41.3573,50.683,51.5572,43.798,50cb173f35abd0dbf79733ecb23deb311d60c0396dcb2bdac53225620983e00a,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R03,1040360,0.25997600052377035,39.7551,50.3627,51.2819,42.5219,d51390613429675f5dd33a9cc287aa83514242c85b9f630340a3adb39f5dd70e,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R04,1196784,0.2990648600588642,40.3203,50.3016,51.982,43.02567500000001,4f9d11b22b41e9993ddc620e20ed746205b330bbe97756f0f815cbdbb5c79635,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R05,923000,0.23064886047468186,38.8538,49.9867,51.4478,41.81966249999999,ddd9cc91f46671da601ec84f74b3e0190d58dfb4b37fccfe8a0da9330f98614e,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R06,701856,0.1753870927598248,37.2124,48.2141,50.4738,40.2452875,f3558167f6f00bb4646b6331c5eb6f3049e177b2b9818e09ce8f5b455bb9c27f,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R07,570120,0.14246752798897683,35.934,49.1961,49.9412,39.342662499999996,29d30203610b4c5d918a11c019ff7d6a7b96db681d23dd3440b54945c951fe1d,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R08,479560,0.11983745127761476,34.5626,49.0021,49.2558,38.2041875,7bec859dc7d9a974365741f3a1f9cc6ad2b2b0b41bffee393b1a7d314935edef,retained_formal
CTC,soldier_viewdep_vox12,Original_Unicorn,Original Unicorn,R09,419192,0.10475206621896299,33.3187,47.8099,49.0779,37.099999999999994,bea1db95eaf56adcd93d343a674c38c8e67f76047055fe194ba9b64bd1a049fa,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,16k,1214896,2.431445382860345,37.5203,39.7281,39.7392,38.0736375,39b546d3dad37a9eaed99deefe47c706e53981abfd453d6d9aefa3cefaccb1cd,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,16k,1254672,2.5110515150302204,38.0222,39.8476,39.7405,38.4651625,45c5e0fb69f916607714dc61b6a3e25d7a50f8e3099f745c8b38a019b2231a13,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,1k,569080,1.1389344754433015,28.4531,35.2351,34.9018,30.106937499999997,83b10ab6850e8b338e16a80e7a2053f02040a5688875cc26f915b76cf1cfaf0b,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,1k,576120,1.1530240563583236,28.6842,35.5135,35.2791,30.362225,e95335f3f2d071b07603bfa0f69a6dfdf59da18ab4790f44f167f37add2aab4f,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,2k,910496,1.8222311171596686,31.5924,36.444,37.1419,32.8925375,44f769f78c546099ecc1246cfe4bfda52044be9c255c0312683df1ca340887b8,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,2k,939008,1.8792939198655085,32.1518,36.6165,37.2784,33.3507125,98fa9b836fc5ec60bdf92f6567f5029089065d1e13fb11ebc2f4d96db8201c0d,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,32k,1513976,3.0300124084377376,39.2277,40.4541,40.2527,39.509125,7b2378b5977912c9579661c64cacf82837777a58e79677b15bb18c3ff30339df,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,32k,1940608,3.883857022775487,43.1039,40.563,40.1952,42.4227,7d0ca0a485f49fc7c84cda24da9f6dca409d1a75c598127dc2e6dc287181d956,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,4k,1039592,2.0805988071888883,36.1201,38.8516,39.1084,36.835074999999996,833824c749f5cfd2447b7c630614d4fed950a99e9bff11762509ee39159d320a,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,4k,1045440,2.092302765880799,36.4088,38.7304,38.9631,37.0182875,1223672c52798244ecb486215123891cf40a538837766dac93357d1bb97ea1bc,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,512,506408,1.0135051835247968,27.7574,35.0234,35.0343,29.5752625,eb87234469fbc9bc1c680da16cb54d60900c7e6a09f9be38597112633f890262,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,512,507432,1.0155545771124364,28.0401,35.3224,35.1794,29.842799999999997,6c84dcff9bf72c0bd8a0203f57f87de48d84dd58f95c830b8d99c463a258fa64,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Base,8k,979752,1.9608373694111996,35.6234,38.74,38.9794,36.432475,2ee8be162ede9192e4ee23d9b924e56f3a11cb37f164271f686fa73f8ca5deb7,retained_formal
CTC,Staue_Klimt_vox12,Ours,Ours Full,8k,997904,1.9971660729295921,35.8209,38.8806,39.0308,36.604600000000005,ef388d36cb13ab909f35b1c526540f47792686c2dc2dde8af2063901a6c23b2a,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,16k,1032840,0.32995816581289145,38.9,44.7051,44.4659,40.321374999999996,0d0a6bb23404001d714c438a0f20771e59262113bf091b007c9848d540ca2f0f,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,16k,1633232,0.5217635210360949,41.1325,45.7168,45.0762,42.198499999999996,2dcff1e746e8ee1ccab5e846dee967a8e80e9af2042fa5c5b912b39f058d43e1,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,1k,401480,0.1282595604455285,33.5874,40.3652,40.0704,35.245000000000005,0eef9eafabca916419af02661c7c48f2c145dc2c377f00506536795566844d52,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,1k,463816,0.14817384748331983,34.4032,40.5574,40.1999,35.8970625,d468fc15808898477f4d8338e35b90d73dad2a3b82c74a81bc49b75e313409af,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,2k,588608,0.18804075758374425,35.4991,41.7018,41.5955,37.0364875,f9191585c3a289944848ea26de7fcbbbb23994dc5319fbbb1a46e735fefdc8b3,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,2k,711456,0.2272866240817324,36.9029,41.7355,41.6146,38.095937500000005,9d103341b8dd2cdb00745a2257a13fec998e7e4c3388c78a5bebc277ce63beed,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,32k,1312560,0.41931943971899693,40.0048,45.5479,45.3919,41.371075000000005,37fd5f0b5125dbb602f68e56835e9e980a48d8f82b5f908f73c0979f7776a203,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,32k,3242288,1.0358036109340731,46.2028,46.2333,45.6684,46.139812500000005,d4b16c68822a02d7b9db69a4a13892e9bccc0f7e45489e9e2cf16ce61e5e57a8,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,4k,946792,0.30246868026637147,38.5012,43.9001,43.4285,39.791974999999994,209fa660601a8354c085834876c42280bf0140d1a9fdf7b36a5982052c931408,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,4k,970920,0.3101767769945515,38.634,43.7927,43.4588,39.8819375,9a0a1785d8c8954bbe2acf2406b78419c2021f9f11b8393f2e2e6d0dd89ea71f,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,512,327488,0.1046215675281091,32.7822,39.6338,39.4159,34.4678625,e5b3c4455d19ea2aa5c07105e2372176dee73892d95e848994c93545e0eb348b,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,512,333736,0.10661759655486923,32.8887,39.6345,39.4537,34.55255,cf18e46a2650591e2cf780bf048a0efc5926d5876084241e211438b954b0862d,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Base,8k,798160,0.25498567989738724,37.4562,43.4678,43.1988,38.925475000000006,cb5b69f7d3274ac08ad7eaefe7adab35bd8e4d7fc65216e2b061a1d8a953d5d2,retained_formal
CTC,Thaidancer_viewdep_vox12,Ours,Ours Full,8k,1133976,0.3622677675495134,39.1388,43.9261,43.4994,40.2822875,2a6d1d14765e7d4f4e9e65e271b2002227fe1934b44d4167b61357b4c59ad0ff,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,16k,330928,0.11311789996561288,39.93,44.5936,49.5593,41.7166125,7d9ffea5212fea42930f974411dae0cee366b5ccb8f79a05d05a480558594723,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,16k,619952,0.21191216312757347,42.079,45.0101,49.7742,43.4072875,fb1523898d8530bb998952492814cb4a323403edc9b95f1306d7e91d1a24b85d,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,1k,126920,0.04338382930315835,37.0848,43.3513,47.6293,39.186175,1d74ba1b338cae8f5e3fc0d3f50b72e9ecd4ff8c58859af2016688816040ef2a,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,1k,132680,0.045352714087165534,37.2209,43.3923,47.6266,39.2930375,8d8094e582efbdef9fbdc0a7bde1d5a611d1035f50f34994604e409a5f3b5c07,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,2k,189800,0.0648774881952368,38.5861,43.6577,48.4482,40.4528125,b365632e70636443a69f9a15663753964f2ee019788698e237db113bc354a851,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,2k,202728,0.06929654071045294,38.87,43.6828,48.4439,40.66833749999999,69eba7106cb5e3251648efcfd0911cabd611bd8f3d13b3309b0928226dedb074,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,32k,443568,0.1516205357417534,40.5237,44.959,50.0042,42.263175000000004,5406071b0ea5f86100ab2876e7f8d1c12462218cb77e898aa796c3dc9c9bdf44,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,32k,1825160,0.6238766931212771,45.9142,45.1133,50.066,46.3330625,ee70d895f4fbb71863eb4e5796eaee07404900dc6ab7cd87aa666341b77e9a0c,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,4k,272440,0.09312551572133991,39.2754,44.0234,48.651,41.04085,90abf0f34283c26d28dd075ccdd9adba50bca88044f77d10aa2680788388c64c,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,4k,297152,0.10157257835717073,39.8399,44.0355,48.5273,41.450275000000005,a220d5fb98b1e4b2a1b201985880db0c2ca4d674d33e2ae8952834ad2215dbee,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,512,100192,0.034247656992925,35.9482,43.2155,47.4472,38.2939875,7dd700690e0ccd0b8c62f23755076444645cc687e87cc0be5b8ad79824e1a50c,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,512,101928,0.03484105699032717,36.0183,43.2854,47.3694,38.345575,199658eae432aac4e18a819a19087e20f5ca4acd00c2127ac20946a46194f519,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Base,8k,241032,0.08238962452410072,39.0252,44.1682,48.9771,40.9120625,c3ceb50e465c430714798d4060ab323912dc0cae5117c280abd7083bab7cb96f,retained_formal
CTC,basketball_player_vox11_00000200,Ours,Ours Full,8k,385544,0.13178675610508103,40.5391,44.325,49.0771,42.0795875,82c02f412ffb0583e2d5441f0763d94d9137a355428f8049fb2c6423db1f2b2d,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,16k,638800,0.18287559564110234,41.6648,50.7401,51.0326,43.9701875,bdc65143ee2ebe52e836927343c51835b1cd70ac155f7626c41bb9f4b1b557ba,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,16k,669856,0.19176630399775557,41.7515,50.765,51.0641,44.0422625,732fe84a41d939f0e75e1bb9d0e12d835ca186be6be27bff7c94e265f4c4e868,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,1k,313192,0.0896605722448781,38.7531,49.0514,50.1981,41.47101250000001,6eb1d07685d9e969e35a9729382366183240104a22d3a1c36370a9f2e2db1084,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,1k,313816,0.08983921089810297,38.839,49.2898,50.0837,41.5509375,a895a8cbff17a9a26f79972d9ada01a00083cb55e0f244b80cefc4692d89ec5a,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,2k,516328,0.14781432458700547,41.0594,48.8927,50.991,43.2800125,8f5587431d69984d3b796b17def3a571d3f4ebe03e23d49559b4adcb0117c1b7,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,2k,519816,0.1488128688537496,41.1147,48.7942,50.7614,43.280474999999996,ad03c82071e0387b4c553aa667d012d3ee143b908627e216c64aed9766d195a6,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,32k,815864,0.23356545861323158,42.7155,50.9643,51.2343,44.81145,38eb40ee0035ebc77bd460d44fda24e40376d77006a5ad18600b5ea959ad4dfd,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,32k,1931328,0.5529003731658405,44.2294,50.8141,51.2147,45.92565,38ba05a991e8fa24f6541d89e009531281def3639a3b80852d28ac017d3da174,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,4k,602912,0.17260158284152832,40.7743,50.6052,50.7233,43.246787499999996,16add18e41ff78315f7c8b4d3c48fbb4962def72aab8d59e5d1f91f3a58c8825,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,4k,606640,0.17366883428258975,40.8033,50.5594,50.5298,43.238625,dd05f0f444bd9874542f3838e42d781a162c48c896d6844d9629b5baa6bf29ce,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,512,262936,0.07527328994284421,37.9966,48.4173,50.0135,40.801300000000005,e7892c87f8bf9d68765e02577e838e3032355c9f5fcf3b9d2eb86a093d45e4ce,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,512,263000,0.07529161185599549,38.0058,48.8932,50.0056,40.8667,6cea67adc0846e9dd716e07fa65966a739f26ee4cdcb923a361b7c153e80dc5e,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Base,8k,493760,0.1413535599620393,40.3942,50.5648,50.7806,42.963825,7a9d86a99dc28cbf3d6d7cd4f00ca6be8f97acdae4ba1433b373ee894d16c5b6,retained_formal
CTC,boxer_viewdep_vox12,Ours,Ours Full,8k,504800,0.14451408998063317,40.3901,50.5462,50.7997,42.9608125,f88e2ae2fcb3c31966522e8b8de1f181774fe8f2e156185df88f2e2bdffbb783,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,16k,355792,0.13722530216857878,39.4002,45.6358,49.8405,41.4846875,428d2b606f948d29a4fdb833878dd0f3b008703c5e37861fa1e71b24e09be6e3,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,16k,650960,0.25106855325487376,41.59,46.0147,50.1236,43.209787500000004,b605dca4de9b307553dadd727bcb39d2329bae6622dab93746307a73a6211bb7,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,1k,138144,0.05328071497609881,36.1805,43.9241,46.8941,38.48765,308794d22bd76d0cf25d846e83b306727f48b045333d36c2ec2cfa46674a569f,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,1k,144864,0.05587254961704872,36.3351,43.9545,46.8886,38.6067125,891a715c8be4f8b68d7a62c8ea4255f1d91ea8545fc0739f4426f0c9bf7db53a,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,2k,210688,0.081260187028639,37.9012,44.4842,48.0658,39.99465000000001,3b5796628c2c77a3b32c6a261226a8a1f0c33e11cac9c5d4d08a56a697e2daca,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,2k,223744,0.08629575147391311,38.2005,44.5057,48.0732,40.222737499999994,3cb50a5f8ddc1b0b7e8236fddc436a5cf47b49117cc8dab3e9b091ab57c61a28,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,32k,470712,0.1815487600462519,40.0189,46.0174,50.3369,42.058462500000005,cb92a7697ee9674fdcf34bf2bfc5622e49baeaf5cbcbbfffa7be7225864a5183,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,32k,1868536,0.7206750495032702,45.4021,46.1405,50.4612,46.1267875,b1aa7fa71c24c64641ccba49516591fa993095dd40fde6a29d794aa1e5cb4979,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,4k,300616,0.11594448845592223,38.7807,45.0172,49.0066,40.8385,6ab2bc55fef418cd9fa4d5c4c2f140eae80a8cd99887cdb7b5b5cc339ff84b5a,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,4k,323056,0.1245993648462371,39.2548,45.0256,48.929,41.185424999999995,395502fd8349c1d3189ff11e2fee32b1c3540696d0d9c1ad177d620a3619bc16,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,512,106200,0.04096024387929764,34.9537,43.772,46.5479,37.5052625,acf6a994e0761e41ecadd2b306b3bc6aab992011387a5f5bef1a956aa3381600,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,512,107880,0.04160820253953512,35.0219,43.8246,46.4718,37.553475000000006,aeb18fdd5da4cb177e4fff2f68ac75dba0f614730d763b442cb601d521b9b5e1,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Base,8k,267008,0.10298222973374299,38.4442,45.1482,49.1393,40.6190875,dc76856daddbe6740207011b82c46caa08c40223a098d5f499ea2522d4e3b169,retained_formal
CTC,dancer_vox11_00000001,Ours,Ours Full,8k,424352,0.16366818654112725,40.0191,45.2954,49.3401,41.8437625,219eb0e287cf9c55ebb319428ba0b2b337292f7ef5f48a278e7cca603f35c6df,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,16k,2516736,0.8128671932178383,39.2028,43.3919,42.1884,40.09963750000001,4f805446439ba0d2126fe8ccd1218e06dd58a08a7705aa64d78fd2e3f9b4484e,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,16k,2680296,0.8656945688832676,39.7339,43.4047,42.2008,40.5011125,e999faaf00e25e496ecee27e1b06c3c499fbb882ea2c82bb7312c4dc6994e637,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,1k,1118808,0.3613578534695984,34.5946,39.1884,37.8079,35.5704875,5b90118f72ae31e4fe0ab0e1f4348eb6ecf8d1a1534b22608ffec398a50081f0,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,1k,1121368,0.3621846942723833,34.554,39.2406,37.796,35.545075000000004,0ce0ca4151465538fba3477901b4b2eba223fe204ba931117b2f2e95ff670dbe,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,2k,1781984,0.5755535473085363,37.1543,40.9527,39.8591,37.9672,4a7e3d0019dd33901cdd2192f05184e4f09bd737ebf29d08d3f6ac5f0aa5881e,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,2k,1793824,0.5793776860214165,37.1762,40.8548,39.8714,37.972925000000004,2537b5eadcc82938c35f2d355665fc2c77be8f91fb89ac89b834fb15981e24b4,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,32k,3238824,1.0460905610308637,40.3728,44.378,42.9646,41.197425,1b08aada639f8e2cfe6156944b226dc545c963ff05c2b84c4fe3bd2cbca8baa3,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,32k,5095824,1.6458731277385064,43.6378,44.4056,42.9346,43.645875,77a31cb9e288d2ff706e2e6230749ac1fb6430840cdbe401c6b12b1ba1eae42d,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,4k,2288864,0.7392680262599471,38.6427,42.493,41.2009,39.4437625,6f6fc39ae24d10f15de8445997010fa881abb0642113367bf09404f57d99ee87,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,4k,2297608,0.7420922043769593,38.6836,42.4183,41.1978,39.464712500000005,63ec8ad674ef0539777b6e4a7ea9dea1e59311d1e4ad20b650f8e853a6fde8a8,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,512,892272,0.2881901940556606,33.5618,38.6354,37.1358,34.64275,a41506d08af41ff9b484be17a1a5d9d2f441a780cc0eb94507b200b6b317bbe6,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,512,892304,0.2882005295656954,33.5813,38.7038,37.1491,34.667587499999996,2790e67ba134d8595448726363124c0ec71678b321cec3aa199157d4412e138d,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Base,8k,1929624,0.6232390067316469,37.8061,42.0713,41.2125,38.765049999999995,e93e6b98bb53eedc1ae37e03742e93971ca7d2bc1fe8147cf222f04f0c7d4d55,retained_formal
CTC,longdress_viewdep_vox12,Ours,Ours Full,8k,1988312,0.6421943321354908,38.0257,42.0518,41.2121,38.927262500000005,10ba2eb090b04e3b19e5195885b4dec51bea1eee317d8d91a90105478275eb08,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,16k,500560,0.16589748731061202,42.9605,53.041,52.7944,45.4498,c0143e98a3386c6a7e24c16521c12a3f09451406e89b5a6dd596b3cef76e412b,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,16k,514560,0.17053742023043894,42.9975,53.0942,52.8347,45.4892375,d8e09de15abf8d209b9d14520db7621f5790454378d519b5d56c51b8bb9127c8,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,1k,321824,0.10666012657074157,39.7883,49.9743,51.7473,42.556425000000004,63ed613b3f77e17ef27edb375e2e51f852b45d14423828d5be2b93a6bb5e53a7,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,1k,321856,0.10667073213170118,39.6604,50.5339,51.5064,42.5003375,c018755b9ea5b79cd10b71a16fbd7ab3f4a4b94331915cadaeff78c43fc0035b,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,2k,476832,0.15803346385906536,42.6065,50.3584,52.7283,44.840712499999995,868397ba112289b283e72423629c789b903eca2c0bd88fbd012003836b577c01,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,2k,477912,0.158391401541452,42.6071,50.1519,52.2769,44.758925000000005,af3f6d74c99bfb48f93e1b762ade2ada16c505ab68122439386c5c099f8f5fef,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,32k,620488,0.20564447839696945,44.1905,53.436,53.1341,46.4641375,53f52ffa6f1450412514c31954d183ed9096cb48cb2a838d6d7f4764e94c7ccf,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,32k,1101344,0.3650115915467051,45.1819,53.0492,53.117,47.1572,5ef3784f4b8dc5c058ea7759448eb4422e72315956c5756473957b95622c2225,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,4k,469040,0.1554510097654017,41.8243,52.8885,52.1257,44.495000000000005,c9570a5e298d1768c7a227df82dab2d28c1d3d341ca1b0bcfb1c283c77cd2667,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,4k,470520,0.1559415169597834,41.8479,52.6895,51.7435,44.44005,632c19a6020690f7360fd3abb102c72d6cf32683b543a92f20824e2aa665f337,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,512,263616,0.08736861118522116,38.4119,49.7371,51.5879,41.47455,6dd279da4baa60aacfc32421a36eb6b73a2aea59b2e438d328671cef528585fb,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,512,263648,0.08737921674618075,38.473,50.511,51.5939,41.6178625,51e49ecab73fecc6ab2a29b6dfc3fdad9a5a52937e8d82175a4591d2aa348538,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Base,8k,407200,0.13495576321096614,41.3895,52.8672,52.4854,44.211200000000005,f88056f21f6a4644fcda4a8ec5019aeb5981021effe0b9d14e7f37037c9c5055,retained_formal
CTC,loot_viewdep_vox12,Ours,Ours Full,8k,412784,0.13680643359841713,41.3224,52.8416,52.4452,44.15265,6032b619440bb55aa10de16bc19b942cf71a40ca35542edeacc5818979bb030e,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,16k,1014760,0.3662643783745349,41.8214,45.0089,41.7694,42.2133375,87912c964b6156eccecc7a09b534228b5002623a872f91853b3e1fc35c216ef4,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,16k,1070528,0.3863931101467678,42.0496,45.009,41.8232,42.391225,74b27b13195099ea7dc6fe912b4686a6c1ff93d64ff1e076a040f6157f5f4e7b,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,1k,508360,0.18348590739729448,38.3225,41.6864,36.2762,38.4872,3b30677a661daaed2551f4ac2cc2ee8fe9a726e805d1c60107361215c779270b,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,1k,509888,0.18403741905537746,38.0807,41.6956,36.2726,38.30655,9ae2479517ec73854d6ad5cc12531a0b6a6ccc273e599f3eb1c5120275af3d5e,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,2k,835888,0.301702864431721,40.5633,43.0931,38.8522,40.665637499999995,5067e824595736137c75f5e5d2e304bca554a4f100faea23f0a1da4fbf05c7b0,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,2k,840872,0.30350177418557284,40.3964,42.9571,38.8571,40.524075,cf04e708422a22d52f26b894ad0043909b61fb646866b1ecd0fff63d4532a7b7,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,32k,1325920,0.4785735194276117,42.8493,45.5717,42.414,43.1351875,32b30d81adb39538568e92a38ffdbf2821522b095e79a076336dd6ba2849b9e7,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,32k,2154920,0.7777902501545713,44.9092,45.6369,42.4548,44.69336249999999,520ccbe9ef15e3a73ce7633e205d12ca4a8c98e20589136fb7fbef4758e15459,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,4k,923016,0.33315057892481936,41.1495,44.4719,41.0447,41.5517,ecbf5a227bfc5f387772f5c4b9ae679bc375960ecf41a1436281b68fecc97fed,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,4k,927888,0.3349090637403824,41.1733,44.4367,41.0465,41.565374999999996,6df51518f9cf580f543e35543ca84e80a246ff1b5e9ceaf878eb0bd62dd6f04a,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,512,411736,0.14861073563642388,37.4215,41.4193,35.6947,37.705375000000004,414e1f64955aaa4441040cbc13a11cec510a540a961200b3a7b655e4b9ded35a,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,512,411768,0.14862228561879212,37.3452,41.5656,35.7206,37.669675,bb2ade3fc4851ab49c8db56757807ae7079fe27cb1fe393b2dcfab5f4c3b8ef2,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Base,8k,774712,0.2796221856392572,40.6285,44.2562,40.9566,41.122975,7b6cd234b1fb5eec06ac8845d13b2d03d9db6b8c56644b4dff78660497a4349a,retained_formal
CTC,redandblack_viewdep_vox12,Ours,Ours Full,8k,792304,0.2859717884461917,40.6779,44.2482,40.9832,41.16235,f7704b9305e0edecd7fcc525829fd95c62dea44dd1ad828d1ec5aab5370059d1,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,16k,1265600,0.3162613194114381,41.202,50.676,51.5788,43.68335,f901cca3dafdabfd7dd1dd1810f173314dcdd83a0ec51f5bc2a019b936951493,retained_formal
