dataset,sample,method,endpoint,operating_point,physical_bits,physical_bpp,Y,U,V,YUV611,reconstruction_sha256,result_set
CTC,soldier_viewdep_vox12,Ours,Ours Full,16k,1327368,0.3316965510623592,41.3636,50.7175,51.5762,43.80941249999999,3a0faf5f583a45faeec7459db08eb0dfb825f035a125dbf52558db01133db0fc,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,1k,700472,0.1750412444143243,37.29,49.3985,51.0212,40.519962500000005,0031a9a627c2f57720f219c3df8f6d4afa4df0c7d1db357d4fd9639a3a33bf25,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,1k,702552,0.17556101649426725,37.3036,49.6777,50.9208,40.5525125,dd9563b0a1b23be2df87320bac14bcaf85a8f1a7cbeed9bab53182997bf9e557,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,2k,1082688,0.2705533623506093,40.2156,49.742,51.8765,42.86401250000001,191a9b2c58aa0d3258c2d87363e406db28cbc279e0414d27674ba67a7f8163ad,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,2k,1089464,0.2722466198571926,40.2976,49.5524,51.6218,42.869975000000004,731450804cf8360048be39bb58a70bae96a641b8e9fda57f9ec49e51dc3b10f3,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,32k,1587784,0.3967720154712159,42.4361,50.9869,51.8938,44.6871625,68794ca9b5f1437f90e3ebed0a18b5788cd5872ea0caa2be6b6739119f6ae602,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,32k,2915168,0.7284725647803438,44.2241,50.7234,51.8057,45.9842125,b83cf75d0590fff0f38311e58acce30552cf66299939bb099f22fe13bc4912ac,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,4k,1171880,0.29284158896323964,40.3945,50.4543,51.0702,42.9864375,d54a79566d9e56ef8b5247aeffc3a1f803dccdab3f506f46ddd8e51eefbd20fa,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,4k,1177944,0.2943569244886117,40.4116,50.3148,50.7033,42.9359625,0b6e2a3b601bf1bf2c41a009c00fbb6b629d206262d8a8b71a216b22bbee7e53,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,512,570056,0.14245153500190166,35.9727,49.0814,50.8846,39.475274999999996,b3eccd53a51cade285864290f0ba3901aaeb7da2043d0ac3294b6249a9fd534d,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,512,570120,0.14246752798897683,35.9907,49.5451,50.8816,39.546362499999994,1cd731141626f2d97f6c299db7a41f1be8fc228f821c5a79dae8ac4130d96e00,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Base,8k,1013328,0.25322096260789645,39.686,50.5311,51.313,42.495012499999994,43b711920cc8eb3531c16ad68f7fcb15680a8cea1a8b321bde309778ad4b19ec,retained_formal
CTC,soldier_viewdep_vox12,Ours,Ours Full,8k,1034048,0.25839869217348194,39.719,50.5141,51.2066,42.5043375,12a70f21caeab1778b612c9a765d8a0f16b76485e46e1b129e5a4e4a9b199483,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R01,422816,0.5310311133773833,44.12,46.498,50.5283,45.218287499999995,9d161c8fd93928107c11bab174d211c71849e849543873ae0f8dc21fb502d7dd,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R02,308384,0.3873114992520883,42.8058,45.8386,49.7801,44.056687499999995,549dd0d0044f9c49117f8bd6e1636f53d73f905f4d914b7251c92372f230e945,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R03,217872,0.27363394652462836,41.1873,45.0699,48.8083,42.62525000000001,aedf402f13a98ee4e9b961e3845cb5ce4f8d7672cc24c456f06ac86780fdd5ea,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R04,116680,0.1465429650459611,39.1672,44.1881,47.8895,40.8851,1ccc5d16b412d3a4ad642c6c0c3192cc014e455a8979c0bba3ceec43824a34b3,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R05,83000,0.10424293879683554,37.6517,43.8113,47.4017,39.6404,9956cfbbccdf962b113ffdb76999a478a3aeac3f26f4ba292d31591f5ffd11ea,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R06,57680,0.07244256276869246,35.9347,43.4322,46.2855,38.165737500000006,2e4767c5b3d42596ec62eb107960e8a32c6c922886fad3485d2a0168ce98dc84,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R07,40856,0.05131264466847606,34.3749,43.1693,46.0449,36.93295,6529fa0bac05795e7c5f484b06c698fb8975061288f4c816e45ce9dc5287dc88,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R08,29768,0.03738679279643615,32.868,43.1077,45.7262,35.7552375,6d413ea332c2645f092b1ede4a7be8d75748f272481c52c8287abcc1ca52fca2,retained_formal
Owlii,basketball_player,Original_Unicorn,Original Unicorn,R09,22776,0.02860526715706899,31.3506,42.8527,45.3689,34.54065,78fabf9cbec2fd8c64a7b49e3b71b0fee47f5a7a5b5e8c89f5c7a377536e14bc,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R01,450920,0.642301413883579,43.7078,47.7263,50.9594,45.1165625,c26229b970e676fd50cdb6af8a53002b7fd6aeb68207f7e507a02300992d1bf6,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R02,332184,0.47317096795330166,42.3251,47.041,50.1273,43.8898625,83752322518b79a0aacdb7c838a0880eef1e7b71614b47055250c96e91b5ca60,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R03,241040,0.34334323783043086,40.6622,46.207,49.1815,42.420212500000005,110ef9e129879221b65ef2a491c69acfd82bf3b957f79db3849bccaae3dadafe,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R04,131672,0.1875567989197166,38.3459,45.1041,47.3778,40.3196625,60b893c0aca8f37d917d774a2ee735f327b4fa28c291038bd8a6eb20a283d416,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R05,92288,0.13145727154370562,36.7839,44.6229,46.6822,39.0010625,3a68a9c97c856b5ab7477aaa9a37ced95c0fc1449c7bf3a5db0a83931c13336e,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R06,62728,0.08935128867668132,35.0289,44.0323,44.9059,37.38895,953f7061a44226ca4ac7a7c4d385b102174f6634f1d86f8711d4f46a2b65dada,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R07,45328,0.064566305527621,33.5418,43.6379,44.2449,36.1417,a0f70f763ce45603c278e7f8d7fa0319f53632fa2e671f90c5b88408a4b48c93,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R08,32752,0.046652745292989836,31.9824,43.469,43.7576,34.890125,60438e7fe700cb479adcbf10afb3a5ca379428dff11416a0f2ffb2d9ab19fa01,retained_formal
Owlii,dancer,Original_Unicorn,Original Unicorn,R09,25400,0.0361803777003524,30.6671,43.1334,43.4443,33.822537499999996,63a077b735a445d2489fd7250e0b33c2251aea1e79cf97822923bb1be9dd3dd4,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R01,367512,0.5696668139226674,42.463,46.5479,49.774,43.887487500000006,48fca953105e5f58963b8b00c9899dc57447bac67aad3cf50a19c4cff6b2fcdc,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R02,258080,0.40004030164229193,41.2819,45.9242,49.1484,42.845499999999994,7c917d0f7c4e4332a3ec56463f89088de5ed2452cfd25642a7b673f996eb4d66,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R03,173072,0.2682725321056833,39.8922,45.1329,48.3875,41.6092,cc4e3cf82d0194a07c4d1fcc46deb06fcbfbe8d6a08e0e6177227c2ee9a6b8f0,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R04,73552,0.11401024591752114,38.0687,44.4073,47.7093,40.0661,ca95bd73873524ad13cddb2c8215931a66b03391ee28a62e476a12cc2daa029b,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R05,49104,0.07611430165779255,36.8737,44.0668,47.3443,39.08166249999999,84818c436ea1b8960794b767e377c00bdddb9f4c0dc60bf0cf1084b80a72b449,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R06,32824,0.05087927333038821,35.6386,43.5726,46.5289,37.9916375,b588344704c49c0105f621d1e317acfcaa2974fd9bde905579f1ce49d5e85ffa,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R07,22712,0.03520503460516016,34.4896,43.016,46.0184,36.996500000000005,dfef0d743b62e366b7120c09447e093c3a44a53310208c57a8bae3daffc54712,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R08,16680,0.025855053593433933,33.3547,42.7221,45.6145,36.0581,352dbe7275ed52f30c61dfdfd0f09c9eb4381fa82943996a4f4badd164c6fcfc,retained_formal
Owlii,exercise,Original_Unicorn,Original Unicorn,R09,13640,0.021142861571609044,32.4324,42.4642,45.4338,35.311550000000004,80d6981e6455c2c283ca10cc97549cbb3a564e5fe7901b6b142a595f60c277dd,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R01,601416,0.9143465272023777,43.3584,46.2144,49.6081,44.4966125,7245ddaf65d666f7ea28e69588832b73b349c89582c0bf55644f2779f50bf8c8,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R02,458512,0.6970863011303601,41.6618,45.5697,48.6344,43.0218625,252ce9755b15e2a881b18a1cb1143229156013bd29cbed370fa330bd90f7dc70,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R03,340712,0.5179922615563546,39.721,44.7035,47.2385,41.2835,2ca1c57911f5394c8d4261cba7fb41df35cfc0ab2b8ad2f44f9c5fff5256971b,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R04,183360,0.2787664099854809,36.8175,43.4686,45.124,38.687200000000004,6d889513e064afd4bc984dbbcdae000b7b741d3fdeda2de37dce2e20211253ec,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R05,136632,0.207724760739181,35.4117,42.9703,44.488,37.491062500000005,e8f31443a3f22f877df34371e5612e370b38210c47d18af633dc97b744b01d6c,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R06,93856,0.14269142765923482,33.6115,42.388,42.7597,35.852087499999996,1fdb1f3584ebb7fe36fa8be6a51c28bccbe43fba2fc7501ac7ff8518377ba1b7,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R07,63064,0.09587764441167304,31.7748,42.0753,42.3405,34.383075,0fdca72c4f4954e60e9d8691fedc1d5c266db03828d3d4d73292c8f7934f423f,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R08,43400,0.06598201457989677,30.0816,41.8438,41.7016,33.004374999999996,05974ebff203f65bf3aa8b33785430cc210f6fc09fa8bf7d5069b9a1cf47af3c,retained_formal
Owlii,model,Original_Unicorn,Original Unicorn,R09,32440,0.04931927541409795,28.5956,41.6352,41.3342,31.817875,3a30520cdc41f2d6991744a56142b46730b55a53eec9f2c0af978d9b63b1ac8e,retained_formal
8iVFB,longdress,Ours,Ours Base,16k,525432,0.6124158766198194,33.203,37.8269,37.1585,34.275425,12a71a9d5e0f2787c9ec13474786b09fb3d8fce2356e12f896c7548ebe31c23b,retained_formal
8iVFB,longdress,Ours,Ours Full,16k,1243320,1.4491483345493876,38.8745,41.4894,40.4629,39.3999125,5c6c7126903d4721159be8d482095545579b4423796acb7755c2304a90718581,retained_formal
8iVFB,longdress,Ours,Ours Base,1k,158360,0.1845760787723523,27.3496,33.8929,31.633,28.7029375,e0c8e50ca8bab0d7d47e27daf1ce3332f3e8aa131ff6f6df4ea0c93aa955aafd,retained_formal
8iVFB,longdress,Ours,Ours Full,1k,270472,0.3152479235773912,30.7536,34.9962,32.5282,31.505749999999995,0e82c228160dff894d7747c2cfa5e32b964c53a2ecc5bce8764fc53a0df6b620,retained_formal
8iVFB,longdress,Ours,Ours Base,2k,223264,0.2602247641514932,28.9507,34.7223,32.4385,30.108125,60c914e53e38bd2a9b9b3d8a042757214f973a6aa94671bacfc1ae864b39d35f,retained_formal
8iVFB,longdress,Ours,Ours Full,2k,380520,0.4435140786464732,32.6652,34.8789,32.4667,32.9171,1fe068a8c2723c585542256c835df9c512ec452ebd0197b8c97e761a68bd284d,retained_formal
8iVFB,longdress,Ours,Ours Base,32k,658152,0.7671073212691412,33.8162,38.147,37.4791,34.8154125,f00128fbdc0708df59b26e68639915d9953a9ab8fde98314f7cf1d1d48306e97,retained_formal
8iVFB,longdress,Ours,Ours Full,32k,2043632,2.381949867477266,44.8822,41.4355,40.2327,43.870174999999996,a96ba057d3b445d2208582b0d81f918af8686e5a52b2ee9a7c1149fef474dddf,retained_formal
8iVFB,longdress,Ours,Ours Base,4k,483712,0.5637892410654968,33.0491,37.6324,36.4033,34.041287499999996,d9bcb349acf3d6dd18bf266ec217faed8b36be08b205e2d14af22b2c79d41e2a,retained_formal
8iVFB,longdress,Ours,Ours Full,4k,607824,0.7084476541028433,34.4283,38.7075,37.6703,35.368449999999996,f43da133d27a54cc14444b7c9532e8ca41c2482690cfaf827cced7253dfddf13,retained_formal
8iVFB,longdress,Ours,Ours Base,512,133464,0.15555861187972483,27.3239,33.5634,31.346,28.6066,7f03511145100704f79e47c81fd40dc8185ca5934a88da9c85e0be565bd21507,retained_formal
8iVFB,longdress,Ours,Ours Full,512,173232,0.20191009900159212,28.955,33.9338,31.6558,29.914949999999997,5cdbc7ddd9fd759ae10067fb63402c0618aacfa0327837b50cca321692f1a5e3,retained_formal
8iVFB,longdress,Ours,Ours Base,8k,407752,0.47525426415498984,32.3508,37.3118,36.664,33.510075,904d4924a493b998e1b3db5c3b62d37b282e8b575a5902416a8917d4a7741ee5,retained_formal
8iVFB,longdress,Ours,Ours Full,8k,866776,1.010268472177219,36.5329,39.8767,39.3125,37.298325,5bc8612a1fc9d440d9985118b597fa340e55ccbda19ae366d825ee625883e24c,retained_formal
8iVFB,loot,Ours,Ours Base,16k,147992,0.18377593026071515,39.1044,50.4136,50.4783,41.939787499999994,029d5ac84e0065f03d571ae5ac74b1f91c915f6596c33d19261cb7e31b12d234,retained_formal
8iVFB,loot,Ours,Ours Full,16k,273752,0.33994424334241913,41.8131,50.5515,50.6734,44.0129375,07cca0dcdfb74f04d0dace5f39e86e27341de177669ae410ca2c26f67c4ac42c,retained_formal
8iVFB,loot,Ours,Ours Base,1k,48224,0.05988438875677555,34.7983,47.8782,47.4983,38.0207875,c26a8a56142619c057b7667492be1a2cea4dd31628383cce8cfbc28e7213b177,retained_formal
8iVFB,loot,Ours,Ours Full,1k,51384,0.0638084653259405,34.967,47.8436,47.5216,38.1459,3155dd6ddb2097149a7c11e35f26512a9521827f687f3a9e41e982a59ea3eb22,retained_formal
8iVFB,loot,Ours,Ours Base,2k,82384,0.10230415318800176,36.6009,49.0154,48.794,39.67685,5275bd84176a33eeee1a791866cde33a5c76cf5f71379f03c821c7e36c026c4c,retained_formal
8iVFB,loot,Ours,Ours Full,2k,98912,0.12282856380039366,37.3577,49.0295,48.7974,40.2466375,5032e1ba7efe29308d16d349c3406394dbfa01fd091dd1584f6f35c74939aca2,retained_formal
8iVFB,loot,Ours,Ours Base,32k,195864,0.24322320669079892,40.3484,51.0581,51.169,43.0396875,f8498350f73b070ebe48e8298d22ecfe7ddcd085a41eacc648db71d114621c6e,retained_formal
8iVFB,loot,Ours,Ours Full,32k,642408,0.7977399305835822,46.7617,51.067,51.1562,47.849175,6cb5bc34c1d6445fd0c4bafe97a5f0bb40783033a1c6bdbac28471e314193d4e,retained_formal
8iVFB,loot,Ours,Ours Base,4k,132088,0.16402640059109508,38.4647,49.3876,49.2987,41.184312500000004,48def4dfbd556ca021fa5951c2e8bd889ec53e2cdd4e4d25647c027abae08d00,retained_formal
8iVFB,loot,Ours,Ours Full,4k,133592,0.16589406235059637,38.4809,49.3678,49.1038,41.169624999999996,07128894d3ee897b1359554cc68e2b1d5696b4be27f54568f1fb928d5e6328ca,retained_formal
8iVFB,loot,Ours,Ours Base,512,34392,0.042707861192000346,33.6449,47.3648,47.0721,37.038287499999996,8f6ecb685809e59f8c36a91e623bb6cb1facc60057ce5c64a024139ad52b6b9a,retained_formal
8iVFB,loot,Ours,Ours Full,512,34616,0.04298602358171331,33.6731,47.4333,47.0698,37.0677125,e46ccad31f6a0509ad8acfcd24668edd5cb62acecd8b6dc72f48b78249aa821f,retained_formal
8iVFB,loot,Ours,Ours Base,8k,108144,0.134292828004992,37.6072,49.5772,49.5411,40.595187499999994,ee63f5cf8e3456a1098e8c7abdb21c503a9ed5a948bcf84d3292733fbb413d0a,retained_formal
8iVFB,loot,Ours,Ours Full,8k,188296,0.23382529166692537,39.8468,49.5559,49.6269,42.28295,b8c0dd67b6ef7c426551f0797d13bf1258f632be1a6129fa1a06314ae9fedf92,retained_formal
8iVFB,redandblack,Ours,Ours Base,16k,240720,0.317702071160935,38.3226,42.0281,36.4735,38.55465,22327d53c5eebba4a854f810593d71e0d1129467de4488b08a11291a815a9270,retained_formal
8iVFB,redandblack,Ours,Ours Full,16k,501768,0.6622330211128283,41.1322,42.6936,40.214,41.2126,5c15922342c68bae82eb397c05d3f4b59511d99eb2e7c565b09f80a788955f92,retained_formal
8iVFB,redandblack,Ours,Ours Base,1k,87104,0.11495979231639283,34.1731,39.6909,31.0981,34.478449999999995,57e961a9e16313bb60b3050c3e0df633bfe559f296846cb8a1f44d2262c4cad2,retained_formal
8iVFB,redandblack,Ours,Ours Full,1k,106936,0.1411340506882093,34.8692,39.9118,31.109,35.0295,6fd86c6ec28b4909c53d4ad2ff6e99672a970a8cbd405e0a9eb74e5c0dc1d890,retained_formal
8iVFB,redandblack,Ours,Ours Base,2k,125024,0.16500657919917222,35.7253,40.2973,31.7672,35.8020375,4fbf2f062742c6227de2257e025d9080cadb74db6b247f4c72d1a62440cbbe5d,retained_formal
8iVFB,redandblack,Ours,Ours Full,2k,159816,0.21092503408381516,36.9345,40.3656,31.7682,36.7176,31359683644345bf09cafc14f6522bdd60ecbb510c23d68bef13c5e7746e9a9d,retained_formal
8iVFB,redandblack,Ours,Ours Base,32k,310720,0.4100880174107915,39.1502,42.2328,36.7553,39.2361625,c0ef35c43648c306b6a718cc66bd809d5c51db2e265bb1f93cf8b415dce09c51,retained_formal
8iVFB,redandblack,Ours,Ours Full,32k,901848,1.1902582979077223,46.2263,43.3438,39.9978,45.087424999999996,1d7a29f7a1e325d929b2b9a50b9894af1778f38b4dbea5ef3a75d5b06d1b80aa,retained_formal
8iVFB,redandblack,Ours,Ours Base,4k,213344,0.2815712473818483,37.8181,41.1688,35.8741,37.9939375,86c0eb01ec27767141e6f54052338218075fd0b22ed58b6291c218878742a1f6,retained_formal
8iVFB,redandblack,Ours,Ours Full,4k,248744,0.3282921401996328,38.0405,41.4401,37.3383,38.377674999999996,ccaef26a97914fd68a18b0c61ddd70d474b4464bdadedb0b8363ed048ac38152,retained_formal
8iVFB,redandblack,Ours,Ours Base,512,67928,0.08965132224086073,33.5624,39.2695,30.3598,33.8754625,ed4e7e0eeea61402416acd059f3ec61c0934ad42ff00b655db2090a70261894d,retained_formal
8iVFB,redandblack,Ours,Ours Full,512,70136,0.09256543894542762,33.6595,39.4742,30.3323,33.970437499999996,0fa8604cb191a20537e3c3a0f23d3ef49239d096cc1c880e459bea7b2b58197a,retained_formal
8iVFB,redandblack,Ours,Ours Base,8k,182512,0.24087919745648292,37.1725,41.79,35.9386,37.59545,d399c2504c04359831b6c9d6f847f080bb1ff960e77af50eef776cfc45f50e83,retained_formal
8iVFB,redandblack,Ours,Ours Full,8k,341488,0.4506956001852998,39.2827,41.8061,39.0287,39.566375,62fa36b510f3e9748b34d3ca0a42e927b37d6b01377f892f7d152d9da0433af6,retained_formal
8iVFB,soldier,Ours,Ours Base,16k,328944,0.3020353671089009,37.5321,49.0435,50.1629,40.549875,d93df3578a876a49f0d8b4fe087b4699b38b157c53892ebe97f4af62b7abe793,retained_formal
8iVFB,soldier,Ours,Ours Full,16k,586128,0.538180923357185,40.5835,49.08,50.2677,42.8560875,183f50c7e2dae95469506b7c496aa857e272bc2c5527605ae09f7151a21faa26,retained_formal
8iVFB,soldier,Ours,Ours Base,1k,122248,0.1122477368741455,32.9555,46.9362,47.4435,36.5140875,b621fce3b7b33f91c0554496a1bfebf9866d21edcad90f7e977c771db475dbad,retained_formal
8iVFB,soldier,Ours,Ours Full,1k,133376,0.12246543218151651,33.3844,47.0156,47.4719,36.8492375,b5930df480cfe7099296d6be33a781b5f1d7791aa598fb1f3f894947fa39e031,retained_formal
8iVFB,soldier,Ours,Ours Base,2k,185496,0.17032185556578835,34.5814,48.2771,49.0107,38.097025,9b07b7e72704be3a27070d62c8a15ad237fe0ae75c44676913846c5f322000ec,retained_formal
8iVFB,soldier,Ours,Ours Full,2k,224208,0.20586709466885686,35.7074,48.2975,49.0144,38.9445375,52d12380be18f77463148e4795aeca9f31d4ea35fb9e69f96fccf6cabb6b1641,retained_formal
8iVFB,soldier,Ours,Ours Base,32k,428416,0.39337025097076367,38.7975,50.102,51.219,41.76325,963ed4de1cc929f0ee6820e1a0986ecd0bd759edbae3f34626f5e8edbbfde1b0,retained_formal
8iVFB,soldier,Ours,Ours Full,32k,1269448,1.1656032416024005,45.8462,50.019,51.1781,47.034287500000005,2acc11c3471d733bd6be033f2ae1c12321e363b19f716bf38fce12907e070c94,retained_formal
8iVFB,soldier,Ours,Ours Base,4k,299152,0.27468044451749213,37.1159,47.3584,48.6007,39.831812500000005,c9109104bce6d68bdfd8efe08a5392101cd860e5aff6db3f3f40e4d5609f1755,retained_formal
8iVFB,soldier,Ours,Ours Full,4k,306400,0.2813355357816748,37.2169,47.3335,48.3905,39.878175,4e3d999e4dbd25f6dd7baa0f9f159ef38e5821968d770279b2b2bd5ad91c5f6e,retained_formal
8iVFB,soldier,Ours,Ours Base,512,90808,0.08337962576130002,31.7325,46.338,46.9396,35.459075,d43719f45d3bf6d6d2d1cfc8892dc23517b22cc9a96825cd6aa0f327ccff3c8c,retained_formal
8iVFB,soldier,Ours,Ours Full,512,92824,0.08523071074868858,31.8147,46.4137,46.9658,35.5334625,2ead38953b881df2c0abf69f6c624849b521277a11d04884f497958f7d96d5a4,retained_formal
8iVFB,soldier,Ours,Ours Base,8k,246016,0.2258911330641792,36.0651,47.7901,48.886,39.1333375,bbc71fb8353903a38db754b05758b1fe00bc8809a19cdf4902767b22db9520ac,retained_formal
8iVFB,soldier,Ours,Ours Full,8k,410648,0.37705572812556526,38.5452,47.7095,48.8827,40.982925,9832328cf7b7ff2fff27948ce2e4236b28693859708c918b307776b8fa8e6ef2,retained_formal
Owlii,basketball_player,Ours,Ours Base,16k,141040,0.1771376396133215,39.3337,44.914,49.2806,41.2746,58833e047609d6f903009fc76a87f3a163f6a4887d7715bc21c6e3c332a98b30,retained_formal
Owlii,basketball_player,Ours,Ours Full,16k,261944,0.3289856910867264,42.0039,45.4562,49.5725,43.3815125,fb584ddb508921b15fca05b6e5d2ccf2da126b94f876d9a8e2e3ced9674a12b1,retained_formal
Owlii,basketball_player,Ours,Ours Base,1k,48560,0.06098839889125703,35.2484,43.4344,46.4701,37.674362499999994,92e714264be9768a7ade1ae64551ba23e800b6e94c58b2e6ae40a07de15397e6,retained_formal
Owlii,basketball_player,Ours,Ours Full,1k,54456,0.0683934153628973,35.7023,43.4488,46.4746,38.01715,9fb5b17bb382c0b52e60f3e43e4ce9dffac1cca8048e82995b7f13be886a753c,retained_formal
Owlii,basketball_player,Ours,Ours Base,2k,73648,0.09249739706637763,36.913,43.859,47.4026,39.09245,03b8aa1b41259810db3228bb2b7d7e89a53881062c3c5abc5796523e28861789,retained_formal
Owlii,basketball_player,Ours,Ours Full,2k,86880,0.10911598220083218,37.8269,43.8903,47.4002,39.781487500000004,4e9194c716214f1bf9b9896c1b99d69ee1a49f0924678527a1d9e56ed03eb9cd,retained_formal
Owlii,basketball_player,Ours,Ours Base,32k,188512,0.23675957684902482,40.1079,45.315,49.796,41.9698,bae1e179bfbea5d5155eba285a6eca32f482ea5817a42a187e79a06e6e31a393,retained_formal
Owlii,basketball_player,Ours,Ours Full,32k,607320,0.7627568866276404,46.0289,45.521,49.8957,46.4487625,c506fab815d24ee08832bbfe3bcec018deab4e782991a19141822e926798455f,retained_formal
Owlii,basketball_player,Ours,Ours Base,4k,119776,0.15043135225698523,38.7556,44.1707,48.0487,40.594125,024e128e790acd2ef548324906477cdb8e0e32300c72e03203462ffaec5d5bf8,retained_formal
Owlii,basketball_player,Ours,Ours Full,4k,128320,0.16116209525795103,39.1507,44.1945,47.974,40.8840875,d06124d37d08e2938ce58104e18e234043244efb0ab3933600601534366d4fe7,retained_formal
Owlii,basketball_player,Ours,Ours Base,512,38344,0.04815772584609472,34.2214,43.3292,46.2919,36.8686875,8c709d332265c80c8eae0448d3aa41ced72acd97aab8845eeb92f4b6d6a70363,retained_formal
Owlii,basketball_player,Ours,Ours Full,512,39552,0.04967490018424625,34.3225,43.3507,46.2535,36.942400000000006,13d0f357a2290a4aa140a442f82546a43589c7f7e2cc8e69f01a0c3b7de161ce,retained_formal
Owlii,basketball_player,Ours,Ours Base,8k,104872,0.13171283707833417,38.1844,44.4253,48.4907,40.2528,077b169af1cc52f4c897e24eece9131943d91ea9977688b3e54de0dc6e71f122,retained_formal
Owlii,basketball_player,Ours,Ours Full,8k,173472,0.21787025396342957,40.2047,44.5524,48.6553,41.8044875,17608a4518e7bb2a20f82e4a5783a1fcab2882d5c63fe453ab831618d1b5830d,retained_formal
Owlii,dancer,Ours,Ours Base,16k,151784,0.21620482082166492,38.513,45.7667,48.9782,40.7278625,d48b92827c64a9a0aebb4d44d4c555d09501ed769c15b0781e44440e7766ddd3,retained_formal
Owlii,dancer,Ours,Ours Full,16k,287064,0.4089009426840143,41.4612,46.4958,49.7076,43.121325000000006,7554a6197d1b668426783fa21b4aa056d4e4d0071cd91105f0c0e38db5200909,retained_formal
Owlii,dancer,Ours,Ours Base,1k,50968,0.07260005868628194,33.5125,43.8427,45.0926,36.251287500000004,6d0021f92cb4336270c5555d638dab9bd666a47c67117dee9ba1bf920de76846,retained_formal
Owlii,dancer,Ours,Ours Full,1k,60424,0.08606941504590919,34.789,43.8746,45.1534,37.22025,2ef91294217c41db21441612b7ec5846103a4a64b46bface31eddf487f860e94,retained_formal
Owlii,dancer,Ours,Ours Base,2k,78576,0.11192556528279096,35.0693,44.2752,46.16,37.606375,d730db3c0992f864fdf943c3a745b697848100eb7a3e6097129cf2774f57d22d,retained_formal
Owlii,dancer,Ours,Ours Full,2k,98832,0.14077870428666253,36.8635,44.2922,46.1887,38.9577375,9f2cd7db3731465dc11e4feb852e2ba7dbb246baf3ec7765238b3292a910218c,retained_formal
Owlii,dancer,Ours,Ours Base,32k,200448,0.2855230058771747,39.382,46.1642,49.4983,41.49431249999999,e6e7e7b6ace162fb4fd8529f9fa294f84be7603fdf3597fe8149cc11c935b7a6,retained_formal
Owlii,dancer,Ours,Ours Full,32k,644104,0.9174774015081805,45.6367,46.5412,49.9997,46.2951375,7560690c17ebf1d93385f1a9bed5758c55642e6f4d33608be257018ea13d388c,retained_formal
Owlii,dancer,Ours,Ours Base,4k,133872,0.19069053242132192,38.0255,45.002,47.971,40.140750000000004,df42221ab3420ecbb39f6794006f4576614c8ca707d91b268a6c276b66402a88,retained_formal
Owlii,dancer,Ours,Ours Full,4k,143096,0.2038294223389617,38.377,45.0242,47.9982,40.41055,d11e923b48f99daa4b51f180e9d0226fc50790f0f409145712ff63fad80019cb,retained_formal
