endpoint,num_models,num_h5,total_points,mean_model_bpp,mean_model_y_psnr,mean_model_yuv_psnr_611
Base,28,792,57904570,0.5239161657205323,32.384877932304946,35.781622102118405
Full,28,792,57904570,2.041407593259358,44.13122583919308,44.79052900940244
