endpoint,rate_id,checkpoint_profile,base_lambda,model_id,num_h5,total_points,total_bits,bpp,y_mse,y_psnr,u_mse,u_psnr,v_mse,v_psnr,yuv_psnr_611
Base,Canonical_Base,32k8k,32768,RWT463,16,1551288,1042832,0.6722362320858538,0.0022235573156164424,26.529516714612207,8.507082694941236e-05,40.702193455209354,8.585072378043279e-05,40.66256039087537,30.067731766719742
Base,Canonical_Base,32k8k,32768,RWT499,16,1596325,653256,0.4092249385306877,0.0008525283754761717,30.6929115707724,1.852186374973768e-05,47.323153148732054,1.0996586871432823e-05,49.587420905616,35.1335054348728
Base,Canonical_Base,32k8k,32768,RWT529,8,663415,266048,0.4010280141389628,0.0003606776329642833,34.428807891520556,4.5414610776361707e-05,43.42804403558671,3.39491925554894e-05,44.69170550481138,36.83657461119017
Base,Canonical_Base,32k8k,32768,RWT535,64,3331913,3667984,1.1008642782689704,0.0019976195143240534,26.99487228104717,4.787972690238312e-05,43.1984833539859,2.7390030835499007e-05,45.6240747882017,31.348973978558828
Base,Canonical_Base,32k8k,32768,RWT541,16,1350922,432096,0.31985266358827524,0.00024186205650215186,36.164322587330496,2.3033246040407958e-05,46.37644853260412,2.1037304732323555e-05,46.77009902106693,38.76656038470675
Full,Canonical_Full,32k8k,32768,RWT14,32,1603798,3585760,2.235792786872162,4.297314824491614e-05,43.668028284126734,1.4236730352887333e-05,48.46589740526811,9.857156512933673e-06,50.06248347618836,45.06706882327711
Full,Canonical_Full,32k8k,32768,RWT21,32,2731318,2045632,0.748954167914538,2.748698917226042e-05,45.60872828635426,1.0169448346900654e-05,49.92702605228189,1.0326305181641244e-05,49.86055044043373,46.67999327635515
Full,Canonical_Full,32k8k,32768,RWT26,8,681857,2631800,3.8597535846959112,5.645224659276064e-05,42.483187700645324,0.0001164840447771307,39.33733557382947,0.00013814333335376773,38.59670068818639,41.60414530823598
Full,Canonical_Full,32k8k,32768,RWT43,32,2346552,5185008,2.2096284250253135,3.6819271605018764e-05,44.33924807386866,2.5184367696475516e-05,45.98868948494132,1.761945640092357e-05,47.54007494659558,44.94553160934362
Full,Canonical_Full,32k8k,32768,RWT45,16,1541246,997856,0.6474346081027947,2.9717202204125748e-05,45.269920806619865,7.930692078707745e-06,51.00688911944835,6.917195584942312e-06,51.600699443935596,46.77838917538789
Full,Canonical_Full,32k8k,32768,RWT65,32,1890004,2957816,1.5649786984577811,4.152477099815662e-05,43.81692753928011,2.6224602593856942e-05,45.812910843585314,1.7369394230118035e-05,47.602153276153416,44.53957866942743
Full,Canonical_Full,32k8k,32768,RWT115,32,2206378,1711744,0.7758162925844982,3.0258200030914915e-05,45.19156910413684,2.154077720557855e-05,46.66738631121383,1.668086214479568e-05,47.777815067527655,45.69932700044531
Full,Canonical_Full,32k8k,32768,RWT144,64,4126571,7809192,1.8924167305009414,4.0522096238256895e-05,43.923080963532215,5.144849939198913e-05,42.88627287865255,4.7102734864830877e-05,43.26953876263394,43.711787177809974
Full,Canonical_Full,32k8k,32768,RWT158,32,2881477,4427216,1.5364398188845512,4.295567427295098e-05,43.669794594774,2.6109114000771134e-05,45.83207865484781,1.4408761613179632e-05,48.413733437990594,44.53307245768529
Full,Canonical_Full,32k8k,32768,RWT166,16,951094,1870904,1.9671073521649804,4.317516112592446e-05,43.64766033008464,0.0001101559779681083,39.57991929488106,8.969915900047734e-05,40.47211628786055,42.74224969540618
Full,Canonical_Full,32k8k,32768,RWT182,32,2854013,2596280,0.9096945248672659,3.2961406849303066e-05,44.81994260146948,1.55957907029996e-05,48.0699260171836,1.5883315230270496e-05,47.99058844733656,45.62252125916713
Full,Canonical_Full,32k8k,32768,RWT226,32,1792507,3433472,1.9154580707355675,3.719500167586514e-05,44.29515417387943,1.0045778326556046e-05,49.98016409355414,8.265796403500794e-06,50.82715296117592,45.82228026225083
Full,Canonical_Full,32k8k,32768,RWT285,32,2860405,5820280,2.0347747958768077,4.441795013311053e-05,43.52441487805119,1.8252839736366e-05,47.38669559377741,9.395126048028164e-06,50.27097388890133,44.850519843873236
Full,Canonical_Full,32k8k,32768,RWT287,32,2104286,5363704,2.548942491657503,4.201291997936591e-05,43.76617133104805,6.0280301021391575e-05,42.19824587618141,5.708094301107359e-05,42.43508860695396,43.403795308677964
Full,Canonical_Full,32k8k,32768,RWT296,32,2896904,1894952,0.6541300643721711,3.519477456028919e-05,44.53521812319973,1.919585569155899e-05,47.16792523617465,1.0596875226293312e-05,49.74822179267582,45.51593197100611
Full,Canonical_Full,32k8k,32768,RWT323,32,1833437,3671840,2.002708574115173,4.376823579953933e-05,43.58840958480932,3.2081874817351236e-05,44.93740260118586,2.9614738813550724e-05,45.28492093255483,43.969097630324576
Full,Canonical_Full,32k8k,32768,RWT339,16,1598356,4269352,2.671089544506981,4.3721874446556333e-05,43.59301227226783,3.8643733387618276e-05,44.12920922853922,2.6167601297082755e-05,45.82236085964854,43.93870546522434
Full,Canonical_Full,32k8k,32768,RWT380,16,1376586,5287400,3.8409514552668704,4.665933482070861e-05,43.3106145683577,4.0501499513433956e-05,43.92528897319793,3.304707485177097e-05,44.808669758744486,43.57470576776108
Full,Canonical_Full,32k8k,32768,RWT391,16,1175911,3735648,3.1768118505567173,3.319831342312471e-05,44.788839792368016,2.2079035280221036e-05,46.56019906560127,1.389941487587071e-05,48.570034818703135,45.482909079814064
Full,Canonical_Full,32k8k,32768,RWT405,8,483584,1028048,2.1258933298041294,3.965253749999999e-05,44.01729015484183,1.89430375e-05,47.225503809969865,1.6290574999999998e-05,47.880635863532504,44.90123507531917
Full,Canonical_Full,32k8k,32768,RWT438,64,4357239,7234088,1.6602458575258323,2.8309578444078917e-05,45.48066597635018,3.074338615196458e-05,45.12248299942223,2.3277159725596865e-05,46.33070013315704,45.54214737383505
Full,Canonical_Full,32k8k,32768,RWT449,32,3114413,10076784,3.235532345902743,4.1252171892520357e-05,43.845531812690616,2.8341883717156333e-06,55.47571288147164,1.28329098471301e-06,58.91674856698629,47.183206540575206
Full,Canonical_Full,32k8k,32768,RWT453,32,2002771,2631320,1.3138396751301071,3.6228817080135464e-05,44.40945846036031,1.601379498273642e-05,47.955057358660795,9.29699394718018e-06,50.316574517889414,45.591047829839006
Full,Canonical_Full,32k8k,32768,RWT463,16,1551288,4937720,3.182980852040369,4.4988250865474366e-05,43.46900891791974,5.043826259463104e-05,42.97239881626315,5.4713001835958255e-05,42.61909456945648,43.30069336165476
Full,Canonical_Full,32k8k,32768,RWT499,16,1596325,2296528,1.4386343633032121,2.839886389613644e-05,45.46699033668035,1.4905408273127339e-05,48.2665612373481,9.287591119615366e-06,50.320969123913116,46.42368404766791
Full,Canonical_Full,32k8k,32768,RWT529,8,663415,1094288,1.6494773256558866,3.903279422669069e-05,44.08570357922028,3.4039948215069e-05,44.680111092786035,2.5324506903069724e-05,45.96459002092488,44.39486532362908
Full,Canonical_Full,32k8k,32768,RWT535,64,3331913,12710008,3.8146278129110813,4.5612063088291904e-05,43.40920283654759,3.793342882782354e-05,44.20977899356271,2.425495321348426e-05,46.151995587680844,43.852123950066144
Full,Canonical_Full,32k8k,32768,RWT541,16,1350922,2087576,1.5452972118301427,4.314645893456469e-05,43.650548413921975,2.084758976284345e-05,46.809441475585,1.994867305240421e-05,47.00085987455174,44.464198979208575
