dataset,sample,operating_point,base_bits,full_bits,enhancement_bits,base_bpp,full_bpp,delta_bpp,base_reconstruction_sha256,full_reconstruction_sha256,base_Y,full_Y,delta_Y,class_Y,base_U,full_U,delta_U,class_U,base_V,full_V,delta_V,class_V,base_YUV611,full_YUV611,delta_YUV611,class_YUV611
CTC,Staue_Klimt_vox12,1k,569080,576120,7040,1.1389344754433015,1.1530240563583236,0.014089580915022104,83b10ab6850e8b338e16a80e7a2053f02040a5688875cc26f915b76cf1cfaf0b,e95335f3f2d071b07603bfa0f69a6dfdf59da18ab4790f44f167f37add2aab4f,28.4531,28.6842,0.23110000000000142,positive,35.2351,35.5135,0.27839999999999776,positive,34.9018,35.2791,0.3772999999999982,positive,30.1069375,30.362225,0.2552874999999979,positive
CTC,Staue_Klimt_vox12,2k,910496,939008,28512,1.8222311171596688,1.8792939198655083,0.05706280270583952,44f769f78c546099ecc1246cfe4bfda52044be9c255c0312683df1ca340887b8,98fa9b836fc5ec60bdf92f6567f5029089065d1e13fb11ebc2f4d96db8201c0d,31.5924,32.1518,0.5594000000000001,positive,36.444,36.6165,0.17249999999999943,positive,37.1419,37.2784,0.13649999999999807,positive,32.8925375,33.3507125,0.4581749999999971,positive
CTC,Staue_Klimt_vox12,4k,1039592,1045440,5848,2.0805988071888883,2.092302765880799,0.011703958691910543,833824c749f5cfd2447b7c630614d4fed950a99e9bff11762509ee39159d320a,1223672c52798244ecb486215123891cf40a538837766dac93357d1bb97ea1bc,36.1201,36.4088,0.2886999999999986,positive,38.8516,38.7304,-0.12119999999999465,negative,39.1084,38.9631,-0.14530000000000598,negative,36.835075,37.0182875,0.18321249999999623,positive
CTC,Staue_Klimt_vox12,8k,979752,997904,18152,1.9608373694112,1.997166072929592,0.0363287035183919,2ee8be162ede9192e4ee23d9b924e56f3a11cb37f164271f686fa73f8ca5deb7,ef388d36cb13ab909f35b1c526540f47792686c2dc2dde8af2063901a6c23b2a,35.6234,35.8209,0.19750000000000512,positive,38.74,38.8806,0.14059999999999917,positive,38.9794,39.0308,0.051400000000001,positive,36.432475,36.604600000000005,0.1721250000000083,positive
CTC,Staue_Klimt_vox12,16k,1214896,1254672,39776,2.431445382860345,2.5110515150302204,0.07960613216987555,39b546d3dad37a9eaed99deefe47c706e53981abfd453d6d9aefa3cefaccb1cd,45c5e0fb69f916607714dc61b6a3e25d7a50f8e3099f745c8b38a019b2231a13,37.5203,38.0222,0.5018999999999991,positive,39.7281,39.8476,0.11950000000000216,positive,39.7392,39.7405,0.001300000000000523,near_zero_positive,38.0736375,38.4651625,0.39152500000000146,positive
CTC,Staue_Klimt_vox12,32k,1513976,1940608,426632,3.0300124084377376,3.883857022775487,0.8538446143377496,7b2378b5977912c9579661c64cacf82837777a58e79677b15bb18c3ff30339df,7d0ca0a485f49fc7c84cda24da9f6dca409d1a75c598127dc2e6dc287181d956,39.2277,43.1039,3.8762000000000043,positive,40.4541,40.563,0.10890000000000555,positive,40.2527,40.1952,-0.05749999999999744,negative,39.509125,42.4227,2.9135750000000016,positive
CTC,Thaidancer_viewdep_vox12,512,327488,333736,6248,0.1046215675281091,0.1066175965548692,0.0019960290267601044,e5b3c4455d19ea2aa5c07105e2372176dee73892d95e848994c93545e0eb348b,cf18e46a2650591e2cf780bf048a0efc5926d5876084241e211438b954b0862d,32.7822,32.8887,0.10649999999999693,positive,39.6338,39.6345,0.0007000000000019213,near_zero_positive,39.4159,39.4537,0.03779999999999717,positive,34.4678625,34.55255,0.08468749999999403,positive
CTC,Thaidancer_viewdep_vox12,1k,401480,463816,62336,0.1282595604455285,0.1481738474833198,0.0199142870377913,0eef9eafabca916419af02661c7c48f2c145dc2c377f00506536795566844d52,d468fc15808898477f4d8338e35b90d73dad2a3b82c74a81bc49b75e313409af,33.5874,34.4032,0.8157999999999959,positive,40.3652,40.5574,0.1921999999999997,positive,40.0704,40.1999,0.12950000000000017,positive,35.245000000000005,35.8970625,0.6520624999999924,positive
CTC,Thaidancer_viewdep_vox12,2k,588608,711456,122848,0.1880407575837442,0.2272866240817324,0.0392458664979882,f9191585c3a289944848ea26de7fcbbbb23994dc5319fbbb1a46e735fefdc8b3,9d103341b8dd2cdb00745a2257a13fec998e7e4c3388c78a5bebc277ce63beed,35.4991,36.9029,1.403800000000004,positive,41.7018,41.7355,0.03370000000000317,positive,41.5955,41.6146,0.01910000000000167,positive,37.0364875,38.095937500000005,1.0594500000000053,positive
CTC,Thaidancer_viewdep_vox12,4k,946792,970920,24128,0.3024686802663714,0.3101767769945515,0.007708096728180069,209fa660601a8354c085834876c42280bf0140d1a9fdf7b36a5982052c931408,9a0a1785d8c8954bbe2acf2406b78419c2021f9f11b8393f2e2e6d0dd89ea71f,38.5012,38.634,0.13280000000000314,positive,43.9001,43.7927,-0.10739999999999839,negative,43.4285,43.4588,0.030299999999996885,positive,39.791975,39.8819375,0.08996249999999861,positive
CTC,Thaidancer_viewdep_vox12,8k,798160,1133976,335816,0.2549856798973872,0.3622677675495134,0.10728208765212621,cb5b69f7d3274ac08ad7eaefe7adab35bd8e4d7fc65216e2b061a1d8a953d5d2,2a6d1d14765e7d4f4e9e65e271b2002227fe1934b44d4167b61357b4c59ad0ff,37.4562,39.1388,1.6826000000000008,positive,43.4678,43.9261,0.45830000000000126,positive,43.1988,43.4994,0.30060000000000286,positive,38.925475000000006,40.2822875,1.3568124999999966,positive
CTC,Thaidancer_viewdep_vox12,16k,1032840,1633232,600392,0.3299581658128914,0.5217635210360949,0.19180535522320352,0d0a6bb23404001d714c438a0f20771e59262113bf091b007c9848d540ca2f0f,2dcff1e746e8ee1ccab5e846dee967a8e80e9af2042fa5c5b912b39f058d43e1,38.9,41.1325,2.2325000000000017,positive,44.7051,45.7168,1.0116999999999976,positive,44.4659,45.0762,0.6103000000000023,positive,40.321375,42.1985,1.8771249999999995,positive
CTC,Thaidancer_viewdep_vox12,32k,1312560,3242288,1929728,0.4193194397189969,1.0358036109340731,0.6164841712150763,37fd5f0b5125dbb602f68e56835e9e980a48d8f82b5f908f73c0979f7776a203,d4b16c68822a02d7b9db69a4a13892e9bccc0f7e45489e9e2cf16ce61e5e57a8,40.0048,46.2028,6.198,positive,45.5479,46.2333,0.6854000000000013,positive,45.3919,45.6684,0.27649999999999864,positive,41.371075000000005,46.139812500000005,4.7687375,positive
CTC,basketball_player_vox11_00000200,512,100192,101928,1736,0.034247656992925,0.0348410569903271,0.0005933999974020998,7dd700690e0ccd0b8c62f23755076444645cc687e87cc0be5b8ad79824e1a50c,199658eae432aac4e18a819a19087e20f5ca4acd00c2127ac20946a46194f519,35.9482,36.0183,0.0701000000000036,positive,43.2155,43.2854,0.06990000000000407,positive,47.4472,47.3694,-0.07780000000000342,negative,38.2939875,38.345575,0.05158749999999657,positive
CTC,basketball_player_vox11_00000200,1k,126920,132680,5760,0.0433838293031583,0.0453527140871655,0.0019688847840071966,1d74ba1b338cae8f5e3fc0d3f50b72e9ecd4ff8c58859af2016688816040ef2a,8d8094e582efbdef9fbdc0a7bde1d5a611d1035f50f34994604e409a5f3b5c07,37.0848,37.2209,0.136099999999999,positive,43.3513,43.3923,0.04099999999999682,positive,47.6293,47.6266,-0.00269999999999726,near_zero_negative,39.186175,39.2930375,0.1068624999999983,positive
CTC,basketball_player_vox11_00000200,2k,189800,202728,12928,0.0648774881952368,0.0692965407104529,0.004419052515216099,b365632e70636443a69f9a15663753964f2ee019788698e237db113bc354a851,69eba7106cb5e3251648efcfd0911cabd611bd8f3d13b3309b0928226dedb074,38.5861,38.87,0.2838999999999956,positive,43.6577,43.6828,0.0251000000000019,positive,48.4482,48.4439,-0.004300000000000637,near_zero_negative,40.4528125,40.66833749999999,0.21552499999999242,positive
CTC,basketball_player_vox11_00000200,4k,272440,297152,24712,0.0931255157213399,0.1015725783571707,0.00844706263583081,90abf0f34283c26d28dd075ccdd9adba50bca88044f77d10aa2680788388c64c,a220d5fb98b1e4b2a1b201985880db0c2ca4d674d33e2ae8952834ad2215dbee,39.2754,39.8399,0.5645000000000024,positive,44.0234,44.0355,0.012099999999996669,positive,48.651,48.5273,-0.12370000000000658,negative,41.04085,41.450275000000005,0.4094250000000059,positive
CTC,basketball_player_vox11_00000200,8k,241032,385544,144512,0.0823896245241007,0.131786756105081,0.0493971315809803,c3ceb50e465c430714798d4060ab323912dc0cae5117c280abd7083bab7cb96f,82c02f412ffb0583e2d5441f0763d94d9137a355428f8049fb2c6423db1f2b2d,39.0252,40.5391,1.5138999999999996,positive,44.1682,44.325,0.15680000000000405,positive,48.9771,49.0771,0.10000000000000142,positive,40.9120625,42.0795875,1.1675250000000048,positive
CTC,basketball_player_vox11_00000200,16k,330928,619952,289024,0.1131178999656128,0.2119121631275734,0.0987942631619606,7d9ffea5212fea42930f974411dae0cee366b5ccb8f79a05d05a480558594723,fb1523898d8530bb998952492814cb4a323403edc9b95f1306d7e91d1a24b85d,39.93,42.079,2.149000000000001,positive,44.5936,45.0101,0.4164999999999992,positive,49.5593,49.7742,0.2149000000000001,positive,41.7166125,43.4072875,1.690675000000006,positive
CTC,basketball_player_vox11_00000200,32k,443568,1825160,1381592,0.1516205357417534,0.6238766931212771,0.47225615737952376,5406071b0ea5f86100ab2876e7f8d1c12462218cb77e898aa796c3dc9c9bdf44,ee70d895f4fbb71863eb4e5796eaee07404900dc6ab7cd87aa666341b77e9a0c,40.5237,45.9142,5.390500000000003,positive,44.959,45.1133,0.15429999999999922,positive,50.0042,50.066,0.061800000000005184,positive,42.263175,46.3330625,4.0698875,positive
CTC,boxer_viewdep_vox12,512,262936,263000,64,0.0752732899428442,0.0752916118559954,1.8321913151195246e-05,e7892c87f8bf9d68765e02577e838e3032355c9f5fcf3b9d2eb86a093d45e4ce,6cea67adc0846e9dd716e07fa65966a739f26ee4cdcb923a361b7c153e80dc5e,37.9966,38.0058,0.009199999999999875,near_zero_positive,48.4173,48.8932,0.4759000000000029,positive,50.0135,50.0056,-0.007899999999999352,near_zero_negative,40.801300000000005,40.8667,0.0653999999999968,positive
CTC,boxer_viewdep_vox12,1k,313192,313816,624,0.0896605722448781,0.0898392108981029,0.00017863865322480244,6eb1d07685d9e969e35a9729382366183240104a22d3a1c36370a9f2e2db1084,a895a8cbff17a9a26f79972d9ada01a00083cb55e0f244b80cefc4692d89ec5a,38.7531,38.839,0.0858999999999952,positive,49.0514,49.2898,0.2383999999999986,positive,50.1981,50.0837,-0.11439999999999628,negative,41.47101250000001,41.5509375,0.0799249999999958,positive
CTC,boxer_viewdep_vox12,2k,516328,519816,3488,0.1478143245870054,0.1488128688537496,0.0009985442667442002,8f5587431d69984d3b796b17def3a571d3f4ebe03e23d49559b4adcb0117c1b7,ad03c82071e0387b4c553aa667d012d3ee143b908627e216c64aed9766d195a6,41.0594,41.1147,0.05530000000000257,positive,48.8927,48.7942,-0.09850000000000136,negative,50.991,50.7614,-0.2295999999999978,negative,43.2800125,43.280475,0.00046250000000469527,near_zero_positive
CTC,boxer_viewdep_vox12,4k,602912,606640,3728,0.1726015828415283,0.1736688342825897,0.001067251441061401,16add18e41ff78315f7c8b4d3c48fbb4962def72aab8d59e5d1f91f3a58c8825,dd05f0f444bd9874542f3838e42d781a162c48c896d6844d9629b5baa6bf29ce,40.7743,40.8033,0.029000000000003467,positive,50.6052,50.5594,-0.045800000000006946,negative,50.7233,50.5298,-0.19350000000000023,negative,43.2467875,43.238625,-0.008162500000004513,near_zero_negative
CTC,boxer_viewdep_vox12,8k,493760,504800,11040,0.1413535599620393,0.1445140899806331,0.003160530018593788,7a9d86a99dc28cbf3d6d7cd4f00ca6be8f97acdae4ba1433b373ee894d16c5b6,f88e2ae2fcb3c31966522e8b8de1f181774fe8f2e156185df88f2e2bdffbb783,40.3942,40.3901,-0.004100000000001103,near_zero_negative,50.5648,50.5462,-0.018599999999999284,negative,50.7806,50.7997,0.01910000000000167,positive,42.963825,42.9608125,-0.003012499999996976,near_zero_negative
CTC,boxer_viewdep_vox12,16k,638800,669856,31056,0.1828755956411023,0.1917663039977555,0.008890708356653176,bdc65143ee2ebe52e836927343c51835b1cd70ac155f7626c41bb9f4b1b557ba,732fe84a41d939f0e75e1bb9d0e12d835ca186be6be27bff7c94e265f4c4e868,41.6648,41.7515,0.08670000000000044,positive,50.7401,50.765,0.024900000000002365,positive,51.0326,51.0641,0.031500000000001194,positive,43.9701875,44.0422625,0.07207499999999811,positive
CTC,boxer_viewdep_vox12,32k,815864,1931328,1115464,0.2335654586132315,0.5529003731658405,0.319334914552609,38eb40ee0035ebc77bd460d44fda24e40376d77006a5ad18600b5ea959ad4dfd,38ba05a991e8fa24f6541d89e009531281def3639a3b80852d28ac017d3da174,42.7155,44.2294,1.5138999999999996,positive,50.9643,50.8141,-0.1501999999999981,negative,51.2343,51.2147,-0.019599999999996953,negative,44.81145,45.92565,1.1141999999999967,positive
CTC,dancer_vox11_00000001,512,106200,107880,1680,0.0409602438792976,0.0416082025395351,0.0006479586602375006,acf6a994e0761e41ecadd2b306b3bc6aab992011387a5f5bef1a956aa3381600,aeb18fdd5da4cb177e4fff2f68ac75dba0f614730d763b442cb601d521b9b5e1,34.9537,35.0219,0.06820000000000448,positive,43.772,43.8246,0.052599999999998204,positive,46.5479,46.4718,-0.07609999999999673,negative,37.5052625,37.553475000000006,0.04821250000000532,positive
CTC,dancer_vox11_00000001,1k,138144,144864,6720,0.0532807149760988,0.0558725496170487,0.0025918346409498985,308794d22bd76d0cf25d846e83b306727f48b045333d36c2ec2cfa46674a569f,891a715c8be4f8b68d7a62c8ea4255f1d91ea8545fc0739f4426f0c9bf7db53a,36.1805,36.3351,0.15459999999999496,positive,43.9241,43.9545,0.030400000000000205,positive,46.8941,46.8886,-0.005500000000004945,near_zero_negative,38.48765,38.6067125,0.1190624999999983,positive
CTC,dancer_vox11_00000001,2k,210688,223744,13056,0.081260187028639,0.0862957514739131,0.005035564445274088,3b5796628c2c77a3b32c6a261226a8a1f0c33e11cac9c5d4d08a56a697e2daca,3cb50a5f8ddc1b0b7e8236fddc436a5cf47b49117cc8dab3e9b091ab57c61a28,37.9012,38.2005,0.29929999999999524,positive,44.4842,44.5057,0.021499999999996078,positive,48.0658,48.0732,0.0073999999999969646,near_zero_positive,39.99465000000001,40.2227375,0.22808749999999378,positive
CTC,dancer_vox11_00000001,4k,300616,323056,22440,0.1159444884559222,0.1245993648462371,0.008654876390314897,6ab2bc55fef418cd9fa4d5c4c2f140eae80a8cd99887cdb7b5b5cc339ff84b5a,395502fd8349c1d3189ff11e2fee32b1c3540696d0d9c1ad177d620a3619bc16,38.7807,39.2548,0.47409999999999997,positive,45.0172,45.0256,0.008399999999994634,near_zero_positive,49.0066,48.929,-0.07759999999999678,negative,40.8385,41.185425,0.3469249999999988,positive
CTC,dancer_vox11_00000001,8k,267008,424352,157344,0.1029822297337429,0.1636681865411272,0.0606859568073843,dc76856daddbe6740207011b82c46caa08c40223a098d5f499ea2522d4e3b169,219eb0e287cf9c55ebb319428ba0b2b337292f7ef5f48a278e7cca603f35c6df,38.4442,40.0191,1.5748999999999995,positive,45.1482,45.2954,0.147199999999998,positive,49.1393,49.3401,0.20080000000000098,positive,40.6190875,41.8437625,1.2246749999999977,positive
CTC,dancer_vox11_00000001,16k,355792,650960,295168,0.1372253021685787,0.2510685532548737,0.113843251086295,428d2b606f948d29a4fdb833878dd0f3b008703c5e37861fa1e71b24e09be6e3,b605dca4de9b307553dadd727bcb39d2329bae6622dab93746307a73a6211bb7,39.4002,41.59,2.1898000000000053,positive,45.6358,46.0147,0.37889999999999446,positive,49.8405,50.1236,0.28310000000000457,positive,41.4846875,43.2097875,1.7250999999999976,positive
CTC,dancer_vox11_00000001,32k,470712,1868536,1397824,0.1815487600462519,0.7206750495032702,0.5391262894570183,cb92a7697ee9674fdcf34bf2bfc5622e49baeaf5cbcbbfffa7be7225864a5183,b1aa7fa71c24c64641ccba49516591fa993095dd40fde6a29d794aa1e5cb4979,40.0189,45.4021,5.383199999999995,positive,46.0174,46.1405,0.12310000000000088,positive,50.3369,50.4612,0.12429999999999808,positive,42.058462500000005,46.1267875,4.068324999999994,positive
CTC,longdress_viewdep_vox12,512,892272,892304,32,0.2881901940556606,0.2882005295656954,1.0335510034820139e-05,a41506d08af41ff9b484be17a1a5d9d2f441a780cc0eb94507b200b6b317bbe6,2790e67ba134d8595448726363124c0ec71678b321cec3aa199157d4412e138d,33.5618,33.5813,0.01950000000000074,positive,38.6354,38.7038,0.06840000000000401,positive,37.1358,37.1491,0.013299999999993872,positive,34.64275,34.6675875,0.024837500000003843,positive
CTC,longdress_viewdep_vox12,1k,1118808,1121368,2560,0.3613578534695984,0.3621846942723833,0.0008268408027848895,5b90118f72ae31e4fe0ab0e1f4348eb6ecf8d1a1534b22608ffec398a50081f0,0ce0ca4151465538fba3477901b4b2eba223fe204ba931117b2f2e95ff670dbe,34.5946,34.554,-0.04059999999999775,negative,39.1884,39.2406,0.052199999999999136,positive,37.8079,37.796,-0.011899999999997135,negative,35.5704875,35.545075000000004,-0.02541249999999451,negative
CTC,longdress_viewdep_vox12,2k,1781984,1793824,11840,0.5755535473085363,0.5793776860214165,0.0038241387128802318,4a7e3d0019dd33901cdd2192f05184e4f09bd737ebf29d08d3f6ac5f0aa5881e,2537b5eadcc82938c35f2d355665fc2c77be8f91fb89ac89b834fb15981e24b4,37.1543,37.1762,0.02190000000000225,positive,40.9527,40.8548,-0.09790000000000276,negative,39.8591,39.8714,0.012300000000003308,positive,37.9672,37.972925,0.005724999999998204,near_zero_positive
CTC,longdress_viewdep_vox12,4k,2288864,2297608,8744,0.7392680262599471,0.7420922043769593,0.0028241781170121882,6f6fc39ae24d10f15de8445997010fa881abb0642113367bf09404f57d99ee87,63ec8ad674ef0539777b6e4a7ea9dea1e59311d1e4ad20b650f8e853a6fde8a8,38.6427,38.6836,0.0409000000000006,positive,42.493,42.4183,-0.07469999999999999,negative,41.2009,41.1978,-0.003099999999996328,near_zero_negative,39.4437625,39.464712500000005,0.02095000000000624,positive
CTC,longdress_viewdep_vox12,8k,1929624,1988312,58688,0.6232390067316469,0.6421943321354908,0.018955325403843926,e93e6b98bb53eedc1ae37e03742e93971ca7d2bc1fe8147cf222f04f0c7d4d55,10ba2eb090b04e3b19e5195885b4dec51bea1eee317d8d91a90105478275eb08,37.8061,38.0257,0.2195999999999998,positive,42.0713,42.0518,-0.01950000000000074,negative,41.2125,41.2121,-0.00039999999999906777,near_zero_negative,38.76505,38.927262500000005,0.16221250000000254,positive
CTC,longdress_viewdep_vox12,16k,2516736,2680296,163560,0.8128671932178383,0.8656945688832676,0.05282737566542928,4f805446439ba0d2126fe8ccd1218e06dd58a08a7705aa64d78fd2e3f9b4484e,e999faaf00e25e496ecee27e1b06c3c499fbb882ea2c82bb7312c4dc6994e637,39.2028,39.7339,0.531099999999995,positive,43.3919,43.4047,0.01279999999999859,positive,42.1884,42.2008,0.012399999999999523,positive,40.09963750000001,40.5011125,0.4014749999999907,positive
CTC,longdress_viewdep_vox12,32k,3238824,5095824,1857000,1.0460905610308635,1.6458731277385064,0.5997825667076429,1b08aada639f8e2cfe6156944b226dc545c963ff05c2b84c4fe3bd2cbca8baa3,77a31cb9e288d2ff706e2e6230749ac1fb6430840cdbe401c6b12b1ba1eae42d,40.3728,43.6378,3.2650000000000006,positive,44.378,44.4056,0.027599999999999625,positive,42.9646,42.9346,-0.02999999999999403,negative,41.197425,43.645875,2.448449999999994,positive
CTC,loot_viewdep_vox12,512,263616,263648,32,0.0873686111852211,0.0873792167461807,1.0605560959595084e-05,6dd279da4baa60aacfc32421a36eb6b73a2aea59b2e438d328671cef528585fb,51e49ecab73fecc6ab2a29b6dfc3fdad9a5a52937e8d82175a4591d2aa348538,38.4119,38.473,0.06109999999999616,positive,49.7371,50.511,0.7739000000000047,positive,51.5879,51.5939,0.006000000000000227,near_zero_positive,41.47455,41.6178625,0.1433125000000004,positive
CTC,loot_viewdep_vox12,1k,321824,321856,32,0.1066601265707415,0.1066707321317011,1.0605560959595084e-05,63ed613b3f77e17ef27edb375e2e51f852b45d14423828d5be2b93a6bb5e53a7,c018755b9ea5b79cd10b71a16fbd7ab3f4a4b94331915cadaeff78c43fc0035b,39.7883,39.6604,-0.1278999999999968,negative,49.9743,50.5339,0.5596000000000032,positive,51.7473,51.5064,-0.24090000000000344,negative,42.556425,42.5003375,-0.05608749999999674,negative
CTC,loot_viewdep_vox12,2k,476832,477912,1080,0.1580334638590653,0.158391401541452,0.0003579376823867053,868397ba112289b283e72423629c789b903eca2c0bd88fbd012003836b577c01,af3f6d74c99bfb48f93e1b762ade2ada16c505ab68122439386c5c099f8f5fef,42.6065,42.6071,0.0006000000000057071,near_zero_positive,50.3584,50.1519,-0.20650000000000546,negative,52.7283,52.2769,-0.4513999999999996,negative,44.8407125,44.758925000000005,-0.08178749999999724,negative
CTC,loot_viewdep_vox12,4k,469040,470520,1480,0.1554510097654017,0.1559415169597834,0.0004905071943817063,c9570a5e298d1768c7a227df82dab2d28c1d3d341ca1b0bcfb1c283c77cd2667,632c19a6020690f7360fd3abb102c72d6cf32683b543a92f20824e2aa665f337,41.8243,41.8479,0.02360000000000184,positive,52.8885,52.6895,-0.19899999999999807,negative,52.1257,51.7435,-0.38220000000000454,negative,44.495000000000005,44.44005,-0.05495000000000516,negative
CTC,loot_viewdep_vox12,8k,407200,412784,5584,0.1349557632109661,0.1368064335984171,0.0018506703874509867,f88056f21f6a4644fcda4a8ec5019aeb5981021effe0b9d14e7f37037c9c5055,6032b619440bb55aa10de16bc19b942cf71a40ca35542edeacc5818979bb030e,41.3895,41.3224,-0.06709999999999638,negative,52.8672,52.8416,-0.02559999999999718,negative,52.4854,52.4452,-0.04019999999999868,negative,44.211200000000005,44.15265,-0.05855000000000388,negative
CTC,loot_viewdep_vox12,16k,500560,514560,14000,0.165897487310612,0.1705374202304389,0.004639932919826922,c0143e98a3386c6a7e24c16521c12a3f09451406e89b5a6dd596b3cef76e412b,d8e09de15abf8d209b9d14520db7621f5790454378d519b5d56c51b8bb9127c8,42.9605,42.9975,0.036999999999999034,positive,53.041,53.0942,0.05320000000000391,positive,52.7944,52.8347,0.040299999999994895,positive,45.4498,45.4892375,0.03943749999999824,positive
CTC,loot_viewdep_vox12,32k,620488,1101344,480856,0.2056444783969694,0.3650115915467051,0.1593671131497357,53f52ffa6f1450412514c31954d183ed9096cb48cb2a838d6d7f4764e94c7ccf,5ef3784f4b8dc5c058ea7759448eb4422e72315956c5756473957b95622c2225,44.1905,45.1819,0.9913999999999987,positive,53.436,53.0492,-0.3868000000000009,negative,53.1341,53.117,-0.017099999999999227,negative,46.4641375,47.1572,0.6930625000000035,positive
CTC,redandblack_viewdep_vox12,512,411736,411768,32,0.1486107356364238,0.1486222856187921,1.1549982368297407e-05,414e1f64955aaa4441040cbc13a11cec510a540a961200b3a7b655e4b9ded35a,bb2ade3fc4851ab49c8db56757807ae7079fe27cb1fe393b2dcfab5f4c3b8ef2,37.4215,37.3452,-0.07630000000000337,negative,41.4193,41.5656,0.14630000000000365,positive,35.6947,35.7206,0.025900000000000034,positive,37.705375,37.669675,-0.03569999999999851,negative
CTC,redandblack_viewdep_vox12,1k,508360,509888,1528,0.1834859073972944,0.1840374190553774,0.0005515116580830093,3b30677a661daaed2551f4ac2cc2ee8fe9a726e805d1c60107361215c779270b,9ae2479517ec73854d6ad5cc12531a0b6a6ccc273e599f3eb1c5120275af3d5e,38.3225,38.0807,-0.2417999999999978,negative,41.6864,41.6956,0.009199999999999875,near_zero_positive,36.2762,36.2726,-0.0036000000000058208,near_zero_negative,38.4872,38.30655,-0.18064999999999998,negative
CTC,redandblack_viewdep_vox12,2k,835888,840872,4984,0.301702864431721,0.3035017741855728,0.001798909753851774,5067e824595736137c75f5e5d2e304bca554a4f100faea23f0a1da4fbf05c7b0,cf04e708422a22d52f26b894ad0043909b61fb646866b1ecd0fff63d4532a7b7,40.5633,40.3964,-0.16689999999999827,negative,43.0931,42.9571,-0.13600000000000279,negative,38.8522,38.8571,0.004899999999999238,near_zero_positive,40.6656375,40.524075,-0.14156249999999915,negative
CTC,redandblack_viewdep_vox12,4k,923016,927888,4872,0.3331505789248193,0.3349090637403824,0.0017584848155630661,ecbf5a227bfc5f387772f5c4b9ae679bc375960ecf41a1436281b68fecc97fed,6df51518f9cf580f543e35543ca84e80a246ff1b5e9ceaf878eb0bd62dd6f04a,41.1495,41.1733,0.02379999999999427,positive,44.4719,44.4367,-0.03519999999999612,negative,41.0447,41.0465,0.0018000000000029104,near_zero_positive,41.5517,41.565375,0.013675000000006321,positive
CTC,redandblack_viewdep_vox12,8k,774712,792304,17592,0.2796221856392572,0.2859717884461917,0.006349602806934473,7b6cd234b1fb5eec06ac8845d13b2d03d9db6b8c56644b4dff78660497a4349a,f7704b9305e0edecd7fcc525829fd95c62dea44dd1ad828d1ec5aab5370059d1,40.6285,40.6779,0.049399999999998556,positive,44.2562,44.2482,-0.008000000000002672,near_zero_negative,40.9566,40.9832,0.02659999999999485,positive,41.122975,41.16235,0.03937500000000682,positive
CTC,redandblack_viewdep_vox12,16k,1014760,1070528,55768,0.3662643783745349,0.3863931101467678,0.0201287317722329,87912c964b6156eccecc7a09b534228b5002623a872f91853b3e1fc35c216ef4,74b27b13195099ea7dc6fe912b4686a6c1ff93d64ff1e076a040f6157f5f4e7b,41.8214,42.0496,0.22820000000000107,positive,45.0089,45.009,0.00010000000000331966,near_zero_positive,41.7694,41.8232,0.05380000000000251,positive,42.2133375,42.391225,0.1778874999999971,positive
CTC,redandblack_viewdep_vox12,32k,1325920,2154920,829000,0.4785735194276117,0.7777902501545713,0.29921673072695953,32b30d81adb39538568e92a38ffdbf2821522b095e79a076336dd6ba2849b9e7,520ccbe9ef15e3a73ce7633e205d12ca4a8c98e20589136fb7fbef4758e15459,42.8493,44.9092,2.059899999999999,positive,45.5717,45.6369,0.06519999999999726,positive,42.414,42.4548,0.04079999999999728,positive,43.1351875,44.69336249999999,1.5581749999999914,positive
CTC,soldier_viewdep_vox12,512,570056,570120,64,0.1424515350019016,0.1424675279889768,1.599298707519181e-05,b3eccd53a51cade285864290f0ba3901aaeb7da2043d0ac3294b6249a9fd534d,1cd731141626f2d97f6c299db7a41f1be8fc228f821c5a79dae8ac4130d96e00,35.9727,35.9907,0.017999999999993577,positive,49.0814,49.5451,0.4636999999999958,positive,50.8846,50.8816,-0.0030000000000001137,near_zero_negative,39.475275,39.5463625,0.0710874999999973,positive
CTC,soldier_viewdep_vox12,1k,700472,702552,2080,0.1750412444143243,0.1755610164942672,0.0005197720799428873,0031a9a627c2f57720f219c3df8f6d4afa4df0c7d1db357d4fd9639a3a33bf25,dd9563b0a1b23be2df87320bac14bcaf85a8f1a7cbeed9bab53182997bf9e557,37.29,37.3036,0.013600000000003831,positive,49.3985,49.6777,0.279200000000003,positive,51.0212,50.9208,-0.10040000000000049,negative,40.519962500000005,40.5525125,0.03254999999999342,positive
CTC,soldier_viewdep_vox12,2k,1082688,1089464,6776,0.2705533623506093,0.2722466198571926,0.0016932575065833344,191a9b2c58aa0d3258c2d87363e406db28cbc279e0414d27674ba67a7f8163ad,731450804cf8360048be39bb58a70bae96a641b8e9fda57f9ec49e51dc3b10f3,40.2156,40.2976,0.08200000000000074,positive,49.742,49.5524,-0.18959999999999866,negative,51.8765,51.6218,-0.2546999999999997,negative,42.86401250000001,42.869975,0.005962499999988324,near_zero_positive
