record_type,dataset,sequence,arm,step,profile,lambda,bpp,Y,U,V,YUV611,x_low_bits,r1_bits,r2_bits,r3_bits,r4_bits,bit_identity,hard_prefix_decode_used,baseline_point,baseline_bpp,baseline_YUV611,delta_bpp_vs_baseline,delta_YUV611_vs_baseline,official_interp_YUV611,official_bracket,delta_to_official_curve,baseline_official_interp_YUV611,baseline_delta_to_official_curve,rd_rescue_gain_vs_baseline
candidate_external,owlii,exercise,2K-U-PATH,1500,8k256,2048,0.0705960767901291,36.5396,44.1782,47.3095,38.8406625,8528.0,184.0,3712.0,12408.0,20712.0,True,True,2K,0.0614321033582118,38.46685,0.0091639734319172,0.3738124999999996,38.94190816340765,R07_to_R06,-0.1012456634076528,38.54052612708968,-0.07367612708967641,-0.027569536317976387
candidate_external,owlii,exercise,2K-U-PATH,250,8k256,2048,0.0709308904337851,36.5065,44.1884,47.16,38.798425,8528.0,200.0,3840.0,12680.0,20512.0,True,True,2K,0.0614321033582118,38.46685,0.0094987870755733,0.3315750000000008,38.95657300099979,R07_to_R06,-0.1581480009997875,38.54052612708968,-0.07367612708967641,-0.0844718739101111
candidate_external,owlii,model,2K-U-PATH,1000,8k256,2048,0.1428981915758907,32.9873,42.6916,43.8975,35.56411249999999,10376.0,304.0,5080.0,20704.0,57528.0,True,True,2K,0.1180135460771868,34.826425,0.0248846454987039,0.7376874999999927,35.90584283686371,R07_to_R06,-0.3417303368637192,35.13266031166297,-0.3062353116629666,-0.035495025200752595
candidate_external,owlii,model,2K-U-PATH,500,8k256,2048,0.1411589421593146,32.9551,42.664,43.6731,35.5084625,10376.0,328.0,5032.0,20576.0,56536.0,True,True,2K,0.1180135460771868,34.826425,0.0231453960821278,0.6820374999999999,35.86017351347362,R07_to_R06,-0.3517110134736185,35.13266031166297,-0.3062353116629666,-0.045475701810651914
candidate_external,owlii,model,2K-U-PATH,1500,8k256,2048,0.1450266436591132,33.0015,42.7378,43.567,35.539225,10376.0,472.0,4952.0,20896.0,58696.0,True,True,2K,0.1180135460771868,34.826425,0.0270130975819263,0.7128000000000014,35.96173186898446,R07_to_R06,-0.4225068689844562,35.13266031166297,-0.3062353116629666,-0.11627155732148964
candidate_external,owlii,model,2K-U-PATH,250,8k256,2048,0.1405143252426815,32.8855,42.5159,43.6122,35.4301375,10376.0,432.0,4872.0,20536.0,56208.0,True,True,2K,0.1180135460771868,34.826425,0.0225007791654947,0.6037125000000003,35.84071674540268,R08_to_R07,-0.4105792454026797,35.13266031166297,-0.3062353116629666,-0.10434393373971312
candidate_external,8ivfb,longdress,2K-U-PATH,1000,8k256,2048,0.2645885734399731,28.9919,34.7081,32.5809,30.155050000000003,15632.0,552.0,12320.0,45008.0,153496.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0398617194620766,1.450849999999999,30.972627543304924,R07_to_R06,-0.817577543304921,30.34807253419326,-1.6438725341932567,0.8262949908883357
candidate_external,8ivfb,longdress,2K-U-PATH,500,8k256,2048,0.2602247641514932,28.9507,34.7223,32.4385,30.108125,15632.0,536.0,12224.0,44184.0,150688.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0354979101735967,1.4039249999999974,30.916855505911467,R07_to_R06,-0.8087305059114662,30.34807253419326,-1.6438725341932567,0.8351420282817905
candidate_external,8ivfb,longdress,2K-U-PATH,1500,8k256,2048,0.2666958830536408,29.0213,34.6557,32.498,30.1601875,15632.0,680.0,12384.0,45192.0,154928.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0419690290757442,1.4559874999999955,30.99956019384108,R07_to_R06,-0.8393726938410779,30.34807253419326,-1.6438725341932567,0.8044998403521788
candidate_external,8ivfb,longdress,2K-U-PATH,250,8k256,2048,0.2573248823379947,28.8376,34.6086,32.3494,29.99795,15632.0,648.0,11856.0,43512.0,149128.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0325980283600982,1.2937499999999955,30.879793318669236,R07_to_R06,-0.8818433186692332,30.34807253419326,-1.6438725341932567,0.7620292155240236
candidate_external,8ivfb,loot,2K-U-PATH,1000,8k256,2048,0.1018372377481264,36.5152,48.9919,48.7682,39.6064125,11944.0,104.0,4944.0,18112.0,46904.0,True,True,2K,0.0851176912521653,39.0078875,0.0167195464959611,0.5985249999999951,39.46229986754623,R06_to_R05,0.1441126324537691,38.849314411489715,0.15857308851028762,-0.014460456056518523
candidate_external,8ivfb,loot,2K-U-PATH,500,8k256,2048,0.1023041531880017,36.6009,49.0154,48.794,39.67685,11944.0,96.0,5000.0,18384.0,46960.0,True,True,2K,0.0851176912521653,39.0078875,0.0171864619358364,0.6689624999999992,39.47941829680033,R06_to_R05,0.197431703199669,38.849314411489715,0.15857308851028762,0.03885861468938137
candidate_external,8ivfb,loot,2K-U-PATH,1500,8k256,2048,0.1030690997597124,36.5706,48.7896,48.7373,39.6188125,11944.0,184.0,4896.0,18312.0,47664.0,True,True,2K,0.0851176912521653,39.0078875,0.0179514085075471,0.6109249999999946,39.50746338302514,R06_to_R05,0.111349116974857,38.849314411489715,0.15857308851028762,-0.04722397153543062
candidate_external,8ivfb,loot,2K-U-PATH,250,8k256,2048,0.1046983366137454,36.5821,48.9217,48.611,39.6281625,11944.0,168.0,4952.0,18592.0,48656.0,True,True,2K,0.0851176912521653,39.0078875,0.0195806453615801,0.6202749999999995,39.56719577446499,R06_to_R05,0.0609667255350103,38.849314411489715,0.15857308851028762,-0.09760636297527732
candidate_external,8ivfb,soldier,2K-U-PATH,1000,8k256,2048,0.1709462294702646,34.5739,48.2979,48.8669,38.076025,17408.0,304.0,9608.0,38784.0,120072.0,True,True,2K,0.1408073338224262,37.390325,0.0301388956478384,0.6857000000000042,38.06427521969356,R06_to_R05,0.0117497803064452,37.27349084610185,0.11683415389814655,-0.10508437359170135
candidate_external,8ivfb,soldier,2K-U-PATH,500,8k256,2048,0.1703218555657883,34.5814,48.2771,49.0107,38.097025,17408.0,304.0,9600.0,38544.0,119640.0,True,True,2K,0.1408073338224262,37.390325,0.0295145217433621,0.706700000000005,38.04789289657504,R06_to_R05,0.0491321034249665,37.27349084610185,0.11683415389814655,-0.06770205047318005
candidate_external,8ivfb,soldier,2K-U-PATH,1500,8k256,2048,0.1735832910197586,34.5855,48.2552,48.7515,38.06496250000001,17408.0,432.0,9600.0,38976.0,122632.0,True,True,2K,0.1408073338224262,37.390325,0.0327759571973324,0.67463750000001,38.13346644321767,R06_to_R05,-0.0685039432176637,37.27349084610185,0.11683415389814655,-0.18533809711581026
candidate_external,8ivfb,soldier,2K-U-PATH,250,8k256,2048,0.169763591839433,34.5037,48.0098,48.7938,37.978225,17408.0,408.0,9136.0,37944.0,119992.0,True,True,2K,0.1408073338224262,37.390325,0.0289562580170067,0.5879000000000048,38.03324517237495,R06_to_R05,-0.0550201723749452,37.27349084610185,0.11683415389814655,-0.17185432627309175
candidate_external,8ivfb,redandblack,2K-U-PATH,1000,8k256,2048,0.1671499331521689,35.8126,40.2602,31.9107,35.880812500000005,12648.0,312.0,8984.0,31056.0,73648.0,True,True,2K,0.151882495634764,34.7618875,0.0152674375174048,1.1189250000000044,35.56335966510743,R06_to_R05,0.3174528348925776,35.29283177309514,-0.5309442730951375,0.8483971079877151
candidate_external,8ivfb,redandblack,2K-U-PATH,500,8k256,2048,0.1650065791991722,35.7253,40.2973,31.7672,35.8020375,12648.0,312.0,8904.0,31024.0,72136.0,True,True,2K,0.151882495634764,34.7618875,0.0131240835644081,1.040149999999997,35.52631221728179,R06_to_R05,0.2757252827182057,35.29283177309514,-0.5309442730951375,0.8066695558133432
candidate_external,8ivfb,redandblack,2K-U-PATH,1500,8k256,2048,0.1678995791160248,35.8487,40.3343,31.7815,35.901,12648.0,360.0,9000.0,31184.0,74024.0,True,True,2K,0.151882495634764,34.7618875,0.0160170834812607,1.139112500000003,35.57631714685925,R06_to_R05,0.3246828531407502,35.29283177309514,-0.5309442730951375,0.8556271262358877
candidate_external,8ivfb,redandblack,2K-U-PATH,250,8k256,2048,0.1659990682217421,35.4626,39.9152,31.5302,35.527625,12648.0,336.0,8696.0,30752.0,73344.0,True,True,2K,0.151882495634764,34.7618875,0.014116572586978,0.7657375000000002,35.54346719312223,R06_to_R05,-0.0158421931222321,35.29283177309514,-0.5309442730951375,0.5151020799729054
candidate_external,owlii,dancer,2K-ALT-U,1000,2k128,2048,0.0914252504850164,34.0744,43.7395,45.2478,36.6792125,11144.0,288.0,4368.0,14480.0,33904.0,True,True,2K,0.0956415464689945,36.9456875,-0.0042162959839781,-0.2664749999999998,37.554636500954565,R07_to_R06,-0.8754240009545668,37.71816855233315,-0.7724810523331485,-0.1029429486214184
candidate_external,owlii,dancer,2K-ALT-U,2000,2k128,2048,0.0914252504850164,34.1286,43.588,45.2564,36.702,11144.0,288.0,4368.0,14480.0,33904.0,True,True,2K,0.0956415464689945,36.9456875,-0.0042162959839781,-0.2436875,37.554636500954565,R07_to_R06,-0.8526365009545671,37.71816855233315,-0.7724810523331485,-0.08015544862141866
candidate_external,owlii,dancer,2K-ALT-U,500,2k128,2048,0.0914252504850164,34.0498,43.858,45.1285,36.6606625,11144.0,288.0,4368.0,14480.0,33904.0,True,True,2K,0.0956415464689945,36.9456875,-0.0042162959839781,-0.2850249999999974,37.554636500954565,R07_to_R06,-0.8939740009545645,37.71816855233315,-0.7724810523331485,-0.12149294862141602
candidate_external,owlii,dancer,2K-ALT-U,3525,2k128,2048,0.0914252504850164,34.1084,43.707,45.4348,36.724025000000005,11144.0,288.0,4368.0,14480.0,33904.0,True,True,2K,0.0956415464689945,36.9456875,-0.0042162959839781,-0.2216624999999936,37.554636500954565,R07_to_R06,-0.8306115009545607,37.71816855233315,-0.7724810523331485,-0.058130448621412256
candidate_external,owlii,basketball_player,2K-ALT-U,1000,2k128,2048,0.0762907599310238,35.9644,43.514,46.5074,38.225975,12176.0,160.0,4280.0,14320.0,29808.0,True,True,2K,0.0788629230473602,38.44345,-0.0025721631163364,-0.2174750000000003,38.47113446459947,R07_to_R06,-0.2451594645994745,38.59794210623486,-0.1544921062348621,-0.0906673583646124
candidate_external,owlii,basketball_player,2K-ALT-U,2000,2k128,2048,0.0762907599310238,36.0018,43.3803,46.5255,38.239575,12176.0,160.0,4280.0,14320.0,29808.0,True,True,2K,0.0788629230473602,38.44345,-0.0025721631163364,-0.2038749999999964,38.47113446459947,R07_to_R06,-0.2315594645994707,38.59794210623486,-0.1544921062348621,-0.0770673583646086
candidate_external,owlii,basketball_player,2K-ALT-U,500,2k128,2048,0.0762907599310238,35.8995,43.5512,46.4422,38.17380000000001,12176.0,160.0,4280.0,14320.0,29808.0,True,True,2K,0.0788629230473602,38.44345,-0.0025721631163364,-0.2696499999999915,38.47113446459947,R07_to_R06,-0.2973344645994658,38.59794210623486,-0.1544921062348621,-0.14284235836460368
candidate_external,owlii,basketball_player,2K-ALT-U,3525,2k128,2048,0.0762907599310238,35.9912,43.4768,46.6575,38.2601875,12176.0,160.0,4280.0,14320.0,29808.0,True,True,2K,0.0788629230473602,38.44345,-0.0025721631163364,-0.1832624999999978,38.47113446459947,R07_to_R06,-0.2109469645994721,38.59794210623486,-0.1544921062348621,-0.056454858364610006
candidate_external,owlii,exercise,2K-ALT-U,1000,2k128,2048,0.0581087679322932,35.9329,43.831,46.8183,38.2808375,8528.0,40.0,3048.0,9696.0,16176.0,True,True,2K,0.0614321033582118,38.46685,-0.0033233354259186,-0.1860125000000039,38.39496403543444,R07_to_R06,-0.114126535434444,38.54052612708968,-0.07367612708967641,-0.04045040834476758
candidate_external,owlii,exercise,2K-ALT-U,2000,2k128,2048,0.0581087679322932,35.9549,43.7077,46.8432,38.2850375,8528.0,40.0,3048.0,9696.0,16176.0,True,True,2K,0.0614321033582118,38.46685,-0.0033233354259186,-0.1818124999999995,38.39496403543444,R07_to_R06,-0.1099265354344396,38.54052612708968,-0.07367612708967641,-0.03625040834476319
candidate_external,owlii,exercise,2K-ALT-U,500,2k128,2048,0.0581087679322932,35.8884,43.8509,46.7273,38.238575,8528.0,40.0,3048.0,9696.0,16176.0,True,True,2K,0.0614321033582118,38.46685,-0.0033233354259186,-0.2282750000000035,38.39496403543444,R07_to_R06,-0.1563890354344437,38.54052612708968,-0.07367612708967641,-0.0827129083447673
candidate_external,owlii,exercise,2K-ALT-U,3525,2k128,2048,0.0581087679322932,35.937,43.7655,46.9926,38.2975125,8528.0,40.0,3048.0,9696.0,16176.0,True,True,2K,0.0614321033582118,38.46685,-0.0033233354259186,-0.1693374999999974,38.39496403543444,R07_to_R06,-0.0974515354344376,38.54052612708968,-0.07367612708967641,-0.02377540834476119
candidate_external,owlii,model,2K-ALT-U,1000,2k128,2048,0.114316120744046,32.0614,42.0967,43.1503,34.701925,10376.0,176.0,4344.0,16584.0,43712.0,True,True,2K,0.1180135460771868,34.826425,-0.0036974253331407,-0.1244999999999976,35.0163094166052,R08_to_R07,-0.3143844166051934,35.13266031166297,-0.3062353116629666,-0.008149104942226815
candidate_external,owlii,model,2K-ALT-U,2000,2k128,2048,0.114316120744046,32.0799,42.112,43.1005,34.7114875,10376.0,176.0,4344.0,16584.0,43712.0,True,True,2K,0.1180135460771868,34.826425,-0.0036974253331407,-0.1149375000000034,35.0163094166052,R08_to_R07,-0.3048219166051993,35.13266031166297,-0.3062353116629666,0.001413395057767275
candidate_external,owlii,model,2K-ALT-U,500,2k128,2048,0.114316120744046,32.0001,42.2212,42.8785,34.63753750000001,10376.0,176.0,4344.0,16584.0,43712.0,True,True,2K,0.1180135460771868,34.826425,-0.0036974253331407,-0.1888874999999927,35.0163094166052,R08_to_R07,-0.3787719166051886,35.13266031166297,-0.3062353116629666,-0.07253660494222203
candidate_external,owlii,model,2K-ALT-U,3525,2k128,2048,0.114316120744046,32.0607,42.1438,43.1841,34.7115125,10376.0,176.0,4344.0,16584.0,43712.0,True,True,2K,0.1180135460771868,34.826425,-0.0036974253331407,-0.1149125000000026,35.0163094166052,R08_to_R07,-0.3047969166051985,35.13266031166297,-0.3062353116629666,0.0014383950577681048
candidate_external,8ivfb,longdress,2K-ALT-U,1000,2k128,2048,0.2122601594934997,27.2115,34.1419,31.6853,28.637025,15632.0,120.0,10440.0,36544.0,119376.0,True,True,2K,0.2247268539778965,28.704200000000004,-0.0124666944843968,-0.0671750000000024,30.110546151173136,R08_to_R07,-1.4735211511731343,30.34807253419326,-1.6438725341932567,0.17035138302012243
candidate_external,8ivfb,longdress,2K-ALT-U,2000,2k128,2048,0.2122601594934997,27.2291,34.1214,31.7601,28.6570125,15632.0,120.0,10440.0,36544.0,119376.0,True,True,2K,0.2247268539778965,28.704200000000004,-0.0124666944843968,-0.0471875000000032,30.110546151173136,R08_to_R07,-1.4535336511731352,30.34807253419326,-1.6438725341932567,0.19033888302012159
candidate_external,8ivfb,longdress,2K-ALT-U,500,2k128,2048,0.2122601594934997,27.0843,33.8405,31.4773,28.47795,15632.0,120.0,10440.0,36544.0,119376.0,True,True,2K,0.2247268539778965,28.704200000000004,-0.0124666944843968,-0.2262500000000038,30.110546151173136,R08_to_R07,-1.6325961511731355,30.34807253419326,-1.6438725341932567,0.011276383020121239
candidate_external,8ivfb,longdress,2K-ALT-U,3525,2k128,2048,0.2122601594934997,27.2257,34.0748,31.8189,28.6559875,15632.0,120.0,10440.0,36544.0,119376.0,True,True,2K,0.2247268539778965,28.704200000000004,-0.0124666944843968,-0.0482125000000053,30.110546151173136,R08_to_R07,-1.4545586511731372,30.34807253419326,-1.6438725341932567,0.18931388302011953
candidate_external,8ivfb,loot,2K-ALT-U,1000,2k128,2048,0.0795345747157838,35.7145,48.0458,47.8096,38.7678,11944.0,8.0,3864.0,13744.0,34488.0,True,True,2K,0.0851176912521653,39.0078875,-0.0055831165363814,-0.2400875000000013,38.64462170423853,R06_to_R05,0.1231782957614768,38.849314411489715,0.15857308851028762,-0.03539479274881081
candidate_external,8ivfb,loot,2K-ALT-U,2000,2k128,2048,0.0795345747157838,35.7284,47.8348,47.877,38.760275,11944.0,8.0,3864.0,13744.0,34488.0,True,True,2K,0.0851176912521653,39.0078875,-0.0055831165363814,-0.2476125000000024,38.64462170423853,R06_to_R05,0.1156532957614757,38.849314411489715,0.15857308851028762,-0.042919792748811914
candidate_external,8ivfb,loot,2K-ALT-U,500,2k128,2048,0.0795345747157838,35.6878,48.2947,47.7067,38.766025,11944.0,8.0,3864.0,13744.0,34488.0,True,True,2K,0.0851176912521653,39.0078875,-0.0055831165363814,-0.2418625000000034,38.64462170423853,R06_to_R05,0.1214032957614748,38.849314411489715,0.15857308851028762,-0.037169792748812824
candidate_external,8ivfb,loot,2K-ALT-U,3525,2k128,2048,0.0795345747157838,35.7174,47.9713,47.9802,38.7819875,11944.0,8.0,3864.0,13744.0,34488.0,True,True,2K,0.0851176912521653,39.0078875,-0.0055831165363814,-0.2259000000000028,38.64462170423853,R06_to_R05,0.1373657957614753,38.849314411489715,0.15857308851028762,-0.021207292748812306
candidate_external,8ivfb,soldier,2K-ALT-U,1000,2k128,2048,0.1358637616140432,33.616,47.2631,47.6671,37.078275,17408.0,72.0,8232.0,31384.0,90872.0,True,True,2K,0.1408073338224262,37.390325,-0.0049435722083829,-0.3120499999999993,37.14378139364579,R06_to_R05,-0.0655063936457907,37.27349084610185,0.11683415389814655,-0.18234054754393725
candidate_external,8ivfb,soldier,2K-ALT-U,2000,2k128,2048,0.1358637616140432,33.6193,47.0627,47.7382,37.0645875,17408.0,72.0,8232.0,31384.0,90872.0,True,True,2K,0.1408073338224262,37.390325,-0.0049435722083829,-0.3257374999999953,37.14378139364579,R06_to_R05,-0.0791938936457867,37.27349084610185,0.11683415389814655,-0.19602804754393327
candidate_external,8ivfb,soldier,2K-ALT-U,500,2k128,2048,0.1358637616140432,33.5701,47.3511,47.6456,37.0521625,17408.0,72.0,8232.0,31384.0,90872.0,True,True,2K,0.1408073338224262,37.390325,-0.0049435722083829,-0.3381624999999957,37.14378139364579,R06_to_R05,-0.0916188936457871,37.27349084610185,0.11683415389814655,-0.20845304754393365
candidate_external,8ivfb,soldier,2K-ALT-U,3525,2k128,2048,0.1358637616140432,33.6166,47.2181,47.8694,37.0983875,17408.0,72.0,8232.0,31384.0,90872.0,True,True,2K,0.1408073338224262,37.390325,-0.0049435722083829,-0.2919374999999959,37.14378139364579,R06_to_R05,-0.0453938936457873,37.27349084610185,0.11683415389814655,-0.16222804754393386
candidate_external,8ivfb,redandblack,2K-ALT-U,1000,2k128,2048,0.1411868426574949,34.4381,39.4935,31.3731,34.6869,12648.0,80.0,7344.0,24752.0,62152.0,True,True,2K,0.151882495634764,34.7618875,-0.010695652977269,-0.0749874999999988,35.06097005033557,R07_to_R06,-0.3740700503355683,35.29283177309514,-0.5309442730951375,0.1568742227595692
candidate_external,8ivfb,redandblack,2K-ALT-U,2000,2k128,2048,0.1411868426574949,34.4913,39.5465,31.5897,34.76050000000001,12648.0,80.0,7344.0,24752.0,62152.0,True,True,2K,0.151882495634764,34.7618875,-0.010695652977269,-0.0013874999999927,35.06097005033557,R07_to_R06,-0.3004700503355622,35.29283177309514,-0.5309442730951375,0.2304742227595753
candidate_external,8ivfb,redandblack,2K-ALT-U,500,2k128,2048,0.1411868426574949,33.6465,39.9578,31.1161,34.1191125,12648.0,80.0,7344.0,24752.0,62152.0,True,True,2K,0.151882495634764,34.7618875,-0.010695652977269,-0.6427750000000003,35.06097005033557,R07_to_R06,-0.9418575503355696,35.29283177309514,-0.5309442730951375,-0.41091327724043214
candidate_external,8ivfb,redandblack,2K-ALT-U,3525,2k128,2048,0.1411868426574949,34.4062,39.5997,31.6179,34.70685,12648.0,80.0,7344.0,24752.0,62152.0,True,True,2K,0.151882495634764,34.7618875,-0.010695652977269,-0.0550374999999974,35.06097005033557,R07_to_R06,-0.3541200503355668,35.29283177309514,-0.5309442730951375,0.17682422275957066
candidate_external,owlii,dancer,2K-H-BS,1000,8k256,2048,0.0956415464689945,34.2319,44.0346,46.3098,36.966975000000005,11144.0,352.0,4200.0,14584.0,36864.0,True,True,2K,0.0956415464689945,36.9456875,0.0,0.0212875000000067,37.71816855233315,R07_to_R06,-0.7511935523331417,37.71816855233315,-0.7724810523331485,0.021287500000006787
candidate_external,owlii,dancer,2K-H-BS,500,8k256,2048,0.0956415464689945,34.2418,43.984,46.3097,36.9680625,11144.0,352.0,4200.0,14584.0,36864.0,True,True,2K,0.0956415464689945,36.9456875,0.0,0.0223750000000038,37.71816855233315,R07_to_R06,-0.7501060523331446,37.71816855233315,-0.7724810523331485,0.02237500000000381
candidate_external,owlii,dancer,2K-H-BS,1500,8k256,2048,0.0956415464689945,34.2383,44.0059,46.3198,36.9694375,11144.0,352.0,4200.0,14584.0,36864.0,True,True,2K,0.0956415464689945,36.9456875,0.0,0.0237499999999997,37.71816855233315,R07_to_R06,-0.7487310523331487,37.71816855233315,-0.7724810523331485,0.023749999999999716
candidate_external,owlii,dancer,2K-H-BS,250,8k256,2048,0.0956415464689945,34.2421,43.9684,46.2961,36.9646375,11144.0,352.0,4200.0,14584.0,36864.0,True,True,2K,0.0956415464689945,36.9456875,0.0,0.0189500000000037,37.71816855233315,R07_to_R06,-0.7535310523331447,37.71816855233315,-0.7724810523331485,0.018950000000003797
candidate_external,owlii,basketball_player,2K-H-BS,1000,8k256,2048,0.0788629230473602,36.1531,43.6748,47.3119,38.4881625,12176.0,232.0,4136.0,14032.0,32216.0,True,True,2K,0.0788629230473602,38.44345,0.0,0.0447125000000028,38.59794210623486,R07_to_R06,-0.1097796062348592,38.59794210623486,-0.1544921062348621,0.04471250000000289
candidate_external,owlii,basketball_player,2K-H-BS,500,8k256,2048,0.0788629230473602,36.1604,43.6663,47.3169,38.4932,12176.0,232.0,4136.0,14032.0,32216.0,True,True,2K,0.0788629230473602,38.44345,0.0,0.049750000000003,38.59794210623486,R07_to_R06,-0.104742106234859,38.59794210623486,-0.1544921062348621,0.0497500000000031
candidate_external,owlii,basketball_player,2K-H-BS,1500,8k256,2048,0.0788629230473602,36.1555,43.6778,47.3298,38.492575,12176.0,232.0,4136.0,14032.0,32216.0,True,True,2K,0.0788629230473602,38.44345,0.0,0.0491250000000036,38.59794210623486,R07_to_R06,-0.1053671062348584,38.59794210623486,-0.1544921062348621,0.049125000000003693
candidate_external,owlii,basketball_player,2K-H-BS,250,8k256,2048,0.0788629230473602,36.1416,43.635,47.3146,38.4749,12176.0,232.0,4136.0,14032.0,32216.0,True,True,2K,0.0788629230473602,38.44345,0.0,0.0314499999999995,38.59794210623486,R07_to_R06,-0.1230421062348625,38.59794210623486,-0.1544921062348621,0.03144999999999959
candidate_external,owlii,exercise,2K-H-BS,1000,8k256,2048,0.0614321033582118,36.0795,44.0146,47.3461,38.479712500000005,8528.0,144.0,2976.0,9584.0,18400.0,True,True,2K,0.0614321033582118,38.46685,0.0,0.0128625000000042,38.54052612708968,R07_to_R06,-0.0608136270896721,38.54052612708968,-0.07367612708967641,0.012862500000004315
candidate_external,owlii,exercise,2K-H-BS,500,8k256,2048,0.0614321033582118,36.0847,44.0049,47.3418,38.4818625,8528.0,144.0,2976.0,9584.0,18400.0,True,True,2K,0.0614321033582118,38.46685,0.0,0.0150124999999974,38.54052612708968,R07_to_R06,-0.0586636270896789,38.54052612708968,-0.07367612708967641,0.015012499999997514
candidate_external,owlii,exercise,2K-H-BS,1500,8k256,2048,0.0614321033582118,36.082,44.024,47.3498,38.483225,8528.0,144.0,2976.0,9584.0,18400.0,True,True,2K,0.0614321033582118,38.46685,0.0,0.0163749999999964,38.54052612708968,R07_to_R06,-0.0573011270896799,38.54052612708968,-0.07367612708967641,0.01637499999999651
candidate_external,owlii,exercise,2K-H-BS,250,8k256,2048,0.0614321033582118,36.0856,43.9984,47.331,38.480375,8528.0,144.0,2976.0,9584.0,18400.0,True,True,2K,0.0614321033582118,38.46685,0.0,0.0135250000000013,38.54052612708968,R07_to_R06,-0.060151127089675,38.54052612708968,-0.07367612708967641,0.013525000000001411
candidate_external,owlii,model,2K-H-BS,1000,8k256,2048,0.1180135460771868,32.1328,42.2598,43.8263,34.8603625,10376.0,288.0,4104.0,16792.0,46064.0,True,True,2K,0.1180135460771868,34.826425,0.0,0.0339375000000004,35.13266031166297,R08_to_R07,-0.2722978116629662,35.13266031166297,-0.3062353116629666,0.0339375000000004
candidate_external,owlii,model,2K-H-BS,500,8k256,2048,0.1180135460771868,32.1139,42.2227,43.8744,34.8475625,10376.0,288.0,4104.0,16792.0,46064.0,True,True,2K,0.1180135460771868,34.826425,0.0,0.0211375000000018,35.13266031166297,R08_to_R07,-0.2850978116629648,35.13266031166297,-0.3062353116629666,0.021137500000001808
candidate_external,owlii,model,2K-H-BS,1500,8k256,2048,0.1180135460771868,32.1328,42.268,43.8868,34.868950000000005,10376.0,288.0,4104.0,16792.0,46064.0,True,True,2K,0.1180135460771868,34.826425,0.0,0.0425250000000048,35.13266031166297,R08_to_R07,-0.2637103116629617,35.13266031166297,-0.3062353116629666,0.042525000000004864
candidate_external,owlii,model,2K-H-BS,250,8k256,2048,0.1180135460771868,32.1102,42.1848,43.8657,34.8389625,10376.0,288.0,4104.0,16792.0,46064.0,True,True,2K,0.1180135460771868,34.826425,0.0,0.0125375000000005,35.13266031166297,R08_to_R07,-0.293697811662966,35.13266031166297,-0.3062353116629666,0.01253750000000059
candidate_external,8ivfb,longdress,2K-H-BS,1000,8k256,2048,0.2247268539778965,27.0938,34.751,32.5303,28.730512500000003,15632.0,384.0,10616.0,39048.0,127128.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0,0.0263124999999995,30.34807253419326,R08_to_R07,-1.6175600341932572,30.34807253419326,-1.6438725341932567,0.026312499999999517
candidate_external,8ivfb,longdress,2K-H-BS,500,8k256,2048,0.2247268539778965,27.0908,34.7807,32.5225,28.731,15632.0,384.0,10616.0,39048.0,127128.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0,0.0267999999999979,30.34807253419326,R08_to_R07,-1.6170725341932588,30.34807253419326,-1.6438725341932567,0.026799999999997937
candidate_external,8ivfb,longdress,2K-H-BS,1500,8k256,2048,0.2247268539778965,27.0945,34.7369,32.5332,28.7296375,15632.0,384.0,10616.0,39048.0,127128.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0,0.0254374999999953,30.34807253419326,R08_to_R07,-1.6184350341932614,30.34807253419326,-1.6438725341932567,0.02543749999999534
candidate_external,8ivfb,longdress,2K-H-BS,250,8k256,2048,0.2247268539778965,27.0773,34.755,32.5203,28.7173875,15632.0,384.0,10616.0,39048.0,127128.0,True,True,2K,0.2247268539778965,28.704200000000004,0.0,0.0131874999999972,30.34807253419326,R08_to_R07,-1.6306850341932595,30.34807253419326,-1.6438725341932567,0.013187499999997243
candidate_external,8ivfb,loot,2K-H-BS,1000,8k256,2048,0.0851176912521653,35.8463,48.5217,48.5312,39.0163375,11944.0,72.0,3872.0,14136.0,38520.0,True,True,2K,0.0851176912521653,39.0078875,0.0,0.0084499999999962,38.84931441148972,R06_to_R05,0.1670230885102839,38.849314411489715,0.15857308851028762,0.008449999999996294
candidate_external,8ivfb,loot,2K-H-BS,500,8k256,2048,0.0851176912521653,35.8669,48.4263,48.5102,39.0172375,11944.0,72.0,3872.0,14136.0,38520.0,True,True,2K,0.0851176912521653,39.0078875,0.0,0.0093499999999977,38.84931441148972,R06_to_R05,0.1679230885102853,38.849314411489715,0.15857308851028762,0.009349999999997693
candidate_external,8ivfb,loot,2K-H-BS,1500,8k256,2048,0.0851176912521653,35.8535,48.4924,48.5314,39.0181,11944.0,72.0,3872.0,14136.0,38520.0,True,True,2K,0.0851176912521653,39.0078875,0.0,0.0102124999999944,38.84931441148972,R06_to_R05,0.168785588510282,38.849314411489715,0.15857308851028762,0.010212499999994379
